D_TEMPORAL_0;D_TERRITORIO_1;D_TERRITORIO_0;D_SEXO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2010;6604;23;00;18;Andaluces;1.0;A
2010;6604;23;00;21;Andaluces;;A
2010;6604;23;00;23;Andaluces;38.0;A
2010;6604;23;00;29;Andaluces;1.0;A
2010;6604;23;00;41;Andaluces;;A
2010;6604;23;00;C01;Andaluces;40.0;A
2010;6604;23;00;C02;Andaluces;3.0;A
2010;6604;23;00;66;Andaluces;51.0;A
2010;6604;23;00;NC000;Andaluces;;A
2010;6604;23;00;00;Andaluces;94.0;A
2010;6604;29;00;04;Andaluces;;A
2010;6604;29;00;11;Andaluces;5.0;A
2010;6604;29;00;14;Andaluces;5.0;A
2010;6604;29;00;18;Andaluces;7.0;A
2010;6604;29;00;21;Andaluces;;A
2010;6604;29;00;23;Andaluces;11.0;A
2010;6604;29;00;29;Andaluces;136.0;A
2010;6604;29;00;41;Andaluces;2.0;A
2010;6604;29;00;C01;Andaluces;166.0;A
2010;6604;29;00;C02;Andaluces;61.0;A
2010;6604;29;00;66;Andaluces;262.0;A
2010;6604;29;00;NC000;Andaluces;2.0;A
2010;6604;29;00;00;Andaluces;491.0;A
2010;6604;41;00;04;Andaluces;;A
2010;6604;41;00;11;Andaluces;2.0;A
2010;6604;41;00;14;Andaluces;1.0;A
2010;6604;41;00;18;Andaluces;;A
2010;6604;41;00;21;Andaluces;2.0;A
2010;6604;41;00;23;Andaluces;2.0;A
2010;6604;41;00;29;Andaluces;2.0;A
2010;6604;41;00;41;Andaluces;124.0;A
2010;6604;41;00;C01;Andaluces;133.0;A
2010;6604;41;00;C02;Andaluces;31.0;A
2010;6604;41;00;66;Andaluces;135.0;A
2010;6604;41;00;NC000;Andaluces;1.0;A
2010;6604;41;00;00;Andaluces;300.0;A
2010;6605;C01;00;04;Andaluces;35.0;A
2010;6605;C01;00;11;Andaluces;382.0;A
2010;6605;C01;00;14;Andaluces;300.0;A
2010;6605;C01;00;18;Andaluces;130.0;A
2010;6605;C01;00;21;Andaluces;34.0;A
2010;6605;C01;00;23;Andaluces;127.0;A
2010;6605;C01;00;29;Andaluces;301.0;A
2010;6605;C01;00;41;Andaluces;195.0;A
2010;6605;C01;00;C01;Andaluces;1504.0;A
2010;6605;C01;00;C02;Andaluces;86.0;A
2010;6605;C01;00;66;Andaluces;747.0;A
2010;6605;C01;00;NC000;Andaluces;38.0;A
2010;6605;C01;00;00;Andaluces;2375.0;A
2010;6605;04;00;04;Andaluces;35.0;A
2010;6605;04;00;11;Andaluces;;A
2010;6605;04;00;14;Andaluces;;A
2010;6605;04;00;18;Andaluces;;A
2010;6605;04;00;21;Andaluces;;A
2010;6605;04;00;23;Andaluces;;A
2010;6605;04;00;29;Andaluces;;A
2010;6605;04;00;41;Andaluces;;A
2010;6605;04;00;C01;Andaluces;35.0;A
2010;6605;04;00;C02;Andaluces;;A
2010;6605;04;00;66;Andaluces;22.0;A
2010;6605;04;00;NC000;Andaluces;2.0;A
2010;6605;04;00;00;Andaluces;59.0;A
2010;6605;11;00;04;Andaluces;;A
2010;6605;11;00;11;Andaluces;371.0;A
2010;6605;11;00;14;Andaluces;2.0;A
2010;6605;11;00;18;Andaluces;2.0;A
2010;6605;11;00;21;Andaluces;1.0;A
2010;6605;11;00;23;Andaluces;;A
2010;6605;11;00;29;Andaluces;13.0;A
2010;6605;11;00;41;Andaluces;5.0;A
2010;6605;11;00;C01;Andaluces;394.0;A
2010;6605;11;00;C02;Andaluces;20.0;A
2010;6605;11;00;66;Andaluces;184.0;A
2010;6605;11;00;NC000;Andaluces;9.0;A
2010;6605;11;00;00;Andaluces;607.0;A
2010;6605;14;00;04;Andaluces;;A
2010;6605;14;00;11;Andaluces;1.0;A
2010;6605;14;00;14;Andaluces;288.0;A
2010;6605;14;00;18;Andaluces;3.0;A
2010;6605;14;00;21;Andaluces;1.0;A
2010;6605;14;00;23;Andaluces;1.0;A
2010;6605;14;00;29;Andaluces;3.0;A
2010;6605;14;00;41;Andaluces;5.0;A
2010;6605;14;00;C01;Andaluces;302.0;A
2010;6605;14;00;C02;Andaluces;11.0;A
2010;6605;14;00;66;Andaluces;148.0;A
2010;6605;14;00;NC000;Andaluces;4.0;A
2010;6605;14;00;00;Andaluces;465.0;A
2010;6605;18;00;04;Andaluces;;A
2010;6605;18;00;11;Andaluces;;A
2010;6605;18;00;14;Andaluces;1.0;A
2010;6605;18;00;18;Andaluces;120.0;A
2010;6605;18;00;21;Andaluces;;A
2010;6605;18;00;23;Andaluces;1.0;A
2010;6605;18;00;29;Andaluces;1.0;A
2010;6605;18;00;41;Andaluces;;A
2010;6605;18;00;C01;Andaluces;123.0;A
2010;6605;18;00;C02;Andaluces;7.0;A
2010;6605;18;00;66;Andaluces;61.0;A
2010;6605;18;00;NC000;Andaluces;4.0;A
2010;6605;18;00;00;Andaluces;195.0;A
2010;6605;21;00;04;Andaluces;;A
2010;6605;21;00;11;Andaluces;;A
2010;6605;21;00;14;Andaluces;;A
2010;6605;21;00;18;Andaluces;;A
2010;6605;21;00;21;Andaluces;31.0;A
2010;6605;21;00;23;Andaluces;;A
2010;6605;21;00;29;Andaluces;;A
2010;6605;21;00;41;Andaluces;1.0;A
2010;6605;21;00;C01;Andaluces;32.0;A
2010;6605;21;00;C02;Andaluces;4.0;A
2010;6605;21;00;66;Andaluces;12.0;A
2010;6605;21;00;NC000;Andaluces;;A
2010;6605;21;00;00;Andaluces;48.0;A
2010;6605;23;00;04;Andaluces;;A
2010;6605;23;00;11;Andaluces;;A
2010;6605;23;00;14;Andaluces;;A
2010;6605;23;00;18;Andaluces;1.0;A
2010;6605;23;00;21;Andaluces;;A
2010;6605;23;00;23;Andaluces;122.0;A
2010;6605;23;00;29;Andaluces;;A
2010;6605;23;00;41;Andaluces;;A
2010;6605;23;00;C01;Andaluces;123.0;A
2010;6605;23;00;C02;Andaluces;4.0;A
2010;6605;23;00;66;Andaluces;60.0;A
2010;6605;23;00;NC000;Andaluces;4.0;A
2010;6605;23;00;00;Andaluces;191.0;A
2010;6605;29;00;04;Andaluces;;A
2010;6605;29;00;11;Andaluces;4.0;A
2010;6605;29;00;14;Andaluces;5.0;A
2010;6605;29;00;18;Andaluces;1.0;A
2010;6605;29;00;21;Andaluces;;A
2010;6605;29;00;23;Andaluces;2.0;A
2010;6605;29;00;29;Andaluces;284.0;A
2010;6605;29;00;41;Andaluces;4.0;A
2010;6605;29;00;C01;Andaluces;300.0;A
2010;6605;29;00;C02;Andaluces;30.0;A
2010;6605;29;00;66;Andaluces;176.0;A
2010;6605;29;00;NC000;Andaluces;10.0;A
2010;6605;29;00;00;Andaluces;516.0;A
2010;6605;41;00;04;Andaluces;;A
2010;6605;41;00;11;Andaluces;6.0;A
2010;6605;41;00;14;Andaluces;4.0;A
2010;6605;41;00;18;Andaluces;3.0;A
2010;6605;41;00;21;Andaluces;1.0;A
2010;6605;41;00;23;Andaluces;1.0;A
2010;6605;41;00;29;Andaluces;;A
2010;6605;41;00;41;Andaluces;180.0;A
2010;6605;41;00;C01;Andaluces;195.0;A
2010;6605;41;00;C02;Andaluces;10.0;A
2010;6605;41;00;66;Andaluces;84.0;A
2010;6605;41;00;NC000;Andaluces;5.0;A
2010;6605;41;00;00;Andaluces;294.0;A
2011;66;C01;00;04;Andaluces;10429.0;A
2011;66;C01;00;11;Andaluces;11133.0;A
2011;66;C01;00;14;Andaluces;8417.0;A
2011;66;C01;00;18;Andaluces;15153.0;A
2011;66;C01;00;21;Andaluces;2949.0;A
2011;66;C01;00;23;Andaluces;5456.0;A
2011;66;C01;00;29;Andaluces;12995.0;A
2011;66;C01;00;41;Andaluces;11902.0;A
2011;66;C01;00;C01;Andaluces;78434.0;A
2011;66;C01;00;C02;Andaluces;5807.0;A
2011;66;C01;00;66;Andaluces;110502.0;A
2011;66;C01;00;NC000;Andaluces;2194.0;A
2011;66;C01;00;00;Andaluces;196937.0;A
2011;66;04;00;04;Andaluces;10242.0;A
2011;66;04;00;11;Andaluces;11.0;A
2011;66;04;00;14;Andaluces;18.0;A
2011;66;04;00;18;Andaluces;129.0;A
2011;66;04;00;21;Andaluces;7.0;A
2011;66;04;00;23;Andaluces;24.0;A
2011;66;04;00;29;Andaluces;28.0;A
2011;66;04;00;41;Andaluces;20.0;A
2011;66;04;00;C01;Andaluces;10479.0;A
2011;66;04;00;C02;Andaluces;531.0;A
2011;66;04;00;66;Andaluces;20083.0;A
2011;66;04;00;NC000;Andaluces;317.0;A
2011;66;04;00;00;Andaluces;31410.0;A
2011;66;11;00;04;Andaluces;17.0;A
2011;66;11;00;11;Andaluces;10549.0;A
2011;66;11;00;14;Andaluces;45.0;A
2011;66;11;00;18;Andaluces;59.0;A
2011;66;11;00;21;Andaluces;25.0;A
2011;66;11;00;23;Andaluces;30.0;A
2011;66;11;00;29;Andaluces;178.0;A
2011;66;11;00;41;Andaluces;221.0;A
2011;66;11;00;C01;Andaluces;11124.0;A
2011;66;11;00;C02;Andaluces;850.0;A
2011;66;11;00;66;Andaluces;11828.0;A
2011;66;11;00;NC000;Andaluces;220.0;A
2011;66;11;00;00;Andaluces;24022.0;A
2011;66;14;00;04;Andaluces;12.0;A
2011;66;14;00;11;Andaluces;14.0;A
2011;66;14;00;14;Andaluces;7920.0;A
2011;66;14;00;18;Andaluces;42.0;A
2011;66;14;00;21;Andaluces;11.0;A
2011;66;14;00;23;Andaluces;48.0;A
2011;66;14;00;29;Andaluces;30.0;A
2011;66;14;00;41;Andaluces;72.0;A
2011;66;14;00;C01;Andaluces;8149.0;A
2011;66;14;00;C02;Andaluces;399.0;A
2011;66;14;00;66;Andaluces;7591.0;A
2011;66;14;00;NC000;Andaluces;172.0;A
2011;66;14;00;00;Andaluces;16311.0;A
2011;66;18;00;04;Andaluces;74.0;A
2011;66;18;00;11;Andaluces;36.0;A
2011;66;18;00;14;Andaluces;44.0;A
2011;66;18;00;18;Andaluces;14595.0;A
2011;66;18;00;21;Andaluces;7.0;A
2011;66;18;00;23;Andaluces;131.0;A
2011;66;18;00;29;Andaluces;76.0;A
2011;66;18;00;41;Andaluces;54.0;A
2011;66;18;00;C01;Andaluces;15017.0;A
2011;66;18;00;C02;Andaluces;785.0;A
2011;66;18;00;66;Andaluces;23407.0;A
2011;66;18;00;NC000;Andaluces;506.0;A
2011;66;18;00;00;Andaluces;39715.0;A
2011;66;21;00;04;Andaluces;2.0;A
2011;66;21;00;11;Andaluces;17.0;A
2011;66;21;00;14;Andaluces;15.0;A
2011;66;21;00;18;Andaluces;6.0;A
2011;66;21;00;21;Andaluces;2716.0;A
2011;66;21;00;23;Andaluces;5.0;A
2011;66;21;00;29;Andaluces;7.0;A
2011;66;21;00;41;Andaluces;76.0;A
2011;66;21;00;C01;Andaluces;2844.0;A
2011;66;21;00;C02;Andaluces;204.0;A
2011;66;21;00;66;Andaluces;3193.0;A
2011;66;21;00;NC000;Andaluces;39.0;A
2011;66;21;00;00;Andaluces;6280.0;A
2011;66;23;00;04;Andaluces;8.0;A
2011;66;23;00;11;Andaluces;4.0;A
2011;66;23;00;14;Andaluces;30.0;A
2011;66;23;00;18;Andaluces;49.0;A
2011;66;23;00;21;Andaluces;3.0;A
2011;66;23;00;23;Andaluces;5049.0;A
2011;66;23;00;29;Andaluces;16.0;A
2011;66;23;00;41;Andaluces;15.0;A
2011;66;23;00;C01;Andaluces;5174.0;A
2011;66;23;00;C02;Andaluces;220.0;A
2011;66;23;00;66;Andaluces;5071.0;A
2011;66;23;00;NC000;Andaluces;143.0;A
2011;66;23;00;00;Andaluces;10608.0;A
2011;66;29;00;04;Andaluces;38.0;A
2011;66;29;00;11;Andaluces;278.0;A
2011;66;29;00;14;Andaluces;207.0;A
2011;66;29;00;18;Andaluces;195.0;A
2011;66;29;00;21;Andaluces;14.0;A
2011;66;29;00;23;Andaluces;103.0;A
2011;66;29;00;29;Andaluces;12561.0;A
2011;66;29;00;41;Andaluces;180.0;A
2011;66;29;00;C01;Andaluces;13576.0;A
2011;66;29;00;C02;Andaluces;1765.0;A
2011;66;29;00;66;Andaluces;25069.0;A
2011;66;29;00;NC000;Andaluces;480.0;A
2011;66;29;00;00;Andaluces;40890.0;A
2011;66;41;00;04;Andaluces;36.0;A
2011;66;41;00;11;Andaluces;224.0;A
2011;66;41;00;14;Andaluces;138.0;A
2011;66;41;00;18;Andaluces;78.0;A
2011;66;41;00;21;Andaluces;166.0;A
2011;66;41;00;23;Andaluces;66.0;A
2011;66;41;00;29;Andaluces;99.0;A
2011;66;41;00;41;Andaluces;11264.0;A
2011;66;41;00;C01;Andaluces;12071.0;A
2011;66;41;00;C02;Andaluces;1053.0;A
2011;66;41;00;66;Andaluces;14260.0;A
2011;66;41;00;NC000;Andaluces;317.0;A
2011;66;41;00;00;Andaluces;27701.0;A
2011;6601;C01;00;04;Andaluces;5463.0;A
2011;6601;C01;00;11;Andaluces;7820.0;A
2011;6601;C01;00;14;Andaluces;6638.0;A
2011;6601;C01;00;18;Andaluces;9048.0;A
2011;6601;C01;00;21;Andaluces;2338.0;A
2011;6601;C01;00;23;Andaluces;4149.0;A
2011;6601;C01;00;29;Andaluces;8595.0;A
2011;6601;C01;00;41;Andaluces;8371.0;A
2011;6601;C01;00;C01;Andaluces;52422.0;A
2011;6601;C01;00;C02;Andaluces;3936.0;A
2011;6601;C01;00;66;Andaluces;44238.0;A
2011;6601;C01;00;NC000;Andaluces;1294.0;A
2011;6601;C01;00;00;Andaluces;101890.0;A
2011;6601;04;00;04;Andaluces;5336.0;A
2011;6601;04;00;11;Andaluces;10.0;A
2011;6601;04;00;14;Andaluces;16.0;A
2011;6601;04;00;18;Andaluces;91.0;A
2011;6601;04;00;21;Andaluces;6.0;A
2011;6601;04;00;23;Andaluces;20.0;A
2011;6601;04;00;29;Andaluces;22.0;A
2011;6601;04;00;41;Andaluces;17.0;A
2011;6601;04;00;C01;Andaluces;5518.0;A
2011;6601;04;00;C02;Andaluces;386.0;A
2011;6601;04;00;66;Andaluces;3869.0;A
2011;6601;04;00;NC000;Andaluces;130.0;A
2011;6601;04;00;00;Andaluces;9903.0;A
2011;6601;11;00;04;Andaluces;12.0;A
2011;6601;11;00;11;Andaluces;7388.0;A
2011;6601;11;00;14;Andaluces;31.0;A
2011;6601;11;00;18;Andaluces;35.0;A
2011;6601;11;00;21;Andaluces;20.0;A
2011;6601;11;00;23;Andaluces;25.0;A
2011;6601;11;00;29;Andaluces;144.0;A
2011;6601;11;00;41;Andaluces;146.0;A
2011;6601;11;00;C01;Andaluces;7801.0;A
2011;6601;11;00;C02;Andaluces;535.0;A
2011;6601;11;00;66;Andaluces;6349.0;A
2011;6601;11;00;NC000;Andaluces;171.0;A
2011;6601;11;00;00;Andaluces;14856.0;A
2011;6601;14;00;04;Andaluces;11.0;A
2011;6601;14;00;11;Andaluces;9.0;A
2011;6601;14;00;14;Andaluces;6286.0;A
2011;6601;14;00;18;Andaluces;28.0;A
2011;6601;14;00;21;Andaluces;9.0;A
2011;6601;14;00;23;Andaluces;43.0;A
2011;6601;14;00;29;Andaluces;20.0;A
2011;6601;14;00;41;Andaluces;57.0;A
2011;6601;14;00;C01;Andaluces;6463.0;A
2011;6601;14;00;C02;Andaluces;327.0;A
2011;6601;14;00;66;Andaluces;4787.0;A
2011;6601;14;00;NC000;Andaluces;140.0;A
2011;6601;14;00;00;Andaluces;11717.0;A
2011;6601;18;00;04;Andaluces;50.0;A
2011;6601;18;00;11;Andaluces;26.0;A
2011;6601;18;00;14;Andaluces;29.0;A
2011;6601;18;00;18;Andaluces;8662.0;A
2011;6601;18;00;21;Andaluces;4.0;A
2011;6601;18;00;23;Andaluces;92.0;A
2011;6601;18;00;29;Andaluces;51.0;A
2011;6601;18;00;41;Andaluces;44.0;A
2011;6601;18;00;C01;Andaluces;8958.0;A
2011;6601;18;00;C02;Andaluces;552.0;A
2011;6601;18;00;66;Andaluces;6594.0;A
2011;6601;18;00;NC000;Andaluces;229.0;A
2011;6601;18;00;00;Andaluces;16333.0;A
2011;6601;21;00;04;Andaluces;2.0;A
2011;6601;21;00;11;Andaluces;13.0;A
2011;6601;21;00;14;Andaluces;11.0;A
2011;6601;21;00;18;Andaluces;4.0;A
2011;6601;21;00;21;Andaluces;2172.0;A
2011;6601;21;00;23;Andaluces;4.0;A
2011;6601;21;00;29;Andaluces;5.0;A
2011;6601;21;00;41;Andaluces;62.0;A
2011;6601;21;00;C01;Andaluces;2273.0;A
2011;6601;21;00;C02;Andaluces;152.0;A
2011;6601;21;00;66;Andaluces;2164.0;A
2011;6601;21;00;NC000;Andaluces;32.0;A
2011;6601;21;00;00;Andaluces;4621.0;A
2011;6601;23;00;04;Andaluces;7.0;A
2011;6601;23;00;11;Andaluces;3.0;A
2011;6601;23;00;14;Andaluces;22.0;A
2011;6601;23;00;18;Andaluces;34.0;A
2011;6601;23;00;21;Andaluces;2.0;A
2011;6601;23;00;23;Andaluces;3849.0;A
2011;6601;23;00;29;Andaluces;13.0;A
2011;6601;23;00;41;Andaluces;14.0;A
2011;6601;23;00;C01;Andaluces;3944.0;A
2011;6601;23;00;C02;Andaluces;164.0;A
2011;6601;23;00;66;Andaluces;2485.0;A
2011;6601;23;00;NC000;Andaluces;92.0;A
2011;6601;23;00;00;Andaluces;6685.0;A
2011;6601;29;00;04;Andaluces;27.0;A
2011;6601;29;00;11;Andaluces;224.0;A
2011;6601;29;00;14;Andaluces;144.0;A
2011;6601;29;00;18;Andaluces;143.0;A
2011;6601;29;00;21;Andaluces;11.0;A
2011;6601;29;00;23;Andaluces;68.0;A
2011;6601;29;00;29;Andaluces;8275.0;A
2011;6601;29;00;41;Andaluces;131.0;A
2011;6601;29;00;C01;Andaluces;9023.0;A
2011;6601;29;00;C02;Andaluces;1143.0;A
2011;6601;29;00;66;Andaluces;10649.0;A
2011;6601;29;00;NC000;Andaluces;298.0;A
2011;6601;29;00;00;Andaluces;21113.0;A
2011;6601;41;00;04;Andaluces;18.0;A
2011;6601;41;00;11;Andaluces;147.0;A
2011;6601;41;00;14;Andaluces;99.0;A
2011;6601;41;00;18;Andaluces;51.0;A
2011;6601;41;00;21;Andaluces;114.0;A
2011;6601;41;00;23;Andaluces;48.0;A
2011;6601;41;00;29;Andaluces;65.0;A
2011;6601;41;00;41;Andaluces;7900.0;A
2011;6601;41;00;C01;Andaluces;8442.0;A
2011;6601;41;00;C02;Andaluces;677.0;A
2011;6601;41;00;66;Andaluces;7341.0;A
2011;6601;41;00;NC000;Andaluces;202.0;A
2011;6601;41;00;00;Andaluces;16662.0;A
2011;6602;C01;00;04;Andaluces;50.0;A
2011;6602;C01;00;11;Andaluces;197.0;A
2011;6602;C01;00;14;Andaluces;72.0;A
2011;6602;C01;00;18;Andaluces;200.0;A
2011;6602;C01;00;21;Andaluces;49.0;A
2011;6602;C01;00;23;Andaluces;44.0;A
2011;6602;C01;00;29;Andaluces;269.0;A
2011;6602;C01;00;41;Andaluces;152.0;A
2011;6602;C01;00;C01;Andaluces;1033.0;A
2011;6602;C01;00;C02;Andaluces;260.0;A
2011;6602;C01;00;66;Andaluces;1779.0;A
2011;6602;C01;00;NC000;Andaluces;25.0;A
2011;6602;C01;00;00;Andaluces;3097.0;A
2011;6602;04;00;04;Andaluces;46.0;A
2011;6602;04;00;11;Andaluces;;A
2011;6602;04;00;14;Andaluces;;A
2011;6602;04;00;18;Andaluces;3.0;A
2011;6602;04;00;21;Andaluces;;A
2011;6602;04;00;23;Andaluces;1.0;A
2011;6602;04;00;29;Andaluces;1.0;A
2011;6602;04;00;41;Andaluces;;A
2011;6602;04;00;C01;Andaluces;51.0;A
2011;6602;04;00;C02;Andaluces;8.0;A
2011;6602;04;00;66;Andaluces;69.0;A
2011;6602;04;00;NC000;Andaluces;1.0;A
2011;6602;04;00;00;Andaluces;129.0;A
2011;6602;11;00;04;Andaluces;;A
2011;6602;11;00;11;Andaluces;174.0;A
2011;6602;11;00;14;Andaluces;1.0;A
2011;6602;11;00;18;Andaluces;3.0;A
2011;6602;11;00;21;Andaluces;1.0;A
2011;6602;11;00;23;Andaluces;1.0;A
2011;6602;11;00;29;Andaluces;2.0;A
2011;6602;11;00;41;Andaluces;8.0;A
2011;6602;11;00;C01;Andaluces;190.0;A
2011;6602;11;00;C02;Andaluces;59.0;A
2011;6602;11;00;66;Andaluces;354.0;A
2011;6602;11;00;NC000;Andaluces;2.0;A
2011;6602;11;00;00;Andaluces;605.0;A
2011;6602;14;00;04;Andaluces;;A
2011;6602;14;00;11;Andaluces;2.0;A
2011;6602;14;00;14;Andaluces;51.0;A
2011;6602;14;00;18;Andaluces;4.0;A
2011;6602;14;00;21;Andaluces;;A
2011;6602;14;00;23;Andaluces;2.0;A
2011;6602;14;00;29;Andaluces;1.0;A
2011;6602;14;00;41;Andaluces;1.0;A
2011;6602;14;00;C01;Andaluces;61.0;A
2011;6602;14;00;C02;Andaluces;15.0;A
2011;6602;14;00;66;Andaluces;56.0;A
2011;6602;14;00;NC000;Andaluces;2.0;A
2011;6602;14;00;00;Andaluces;134.0;A
2011;6602;18;00;04;Andaluces;2.0;A
2011;6602;18;00;11;Andaluces;4.0;A
2011;6602;18;00;14;Andaluces;3.0;A
2011;6602;18;00;18;Andaluces;175.0;A
2011;6602;18;00;21;Andaluces;;A
2011;6602;18;00;23;Andaluces;5.0;A
2011;6602;18;00;29;Andaluces;5.0;A
2011;6602;18;00;41;Andaluces;2.0;A
2011;6602;18;00;C01;Andaluces;196.0;A
2011;6602;18;00;C02;Andaluces;32.0;A
2011;6602;18;00;66;Andaluces;198.0;A
2011;6602;18;00;NC000;Andaluces;1.0;A
2011;6602;18;00;00;Andaluces;427.0;A
2011;6602;21;00;04;Andaluces;;A
2011;6602;21;00;11;Andaluces;1.0;A
2011;6602;21;00;14;Andaluces;1.0;A
2011;6602;21;00;18;Andaluces;1.0;A
2011;6602;21;00;21;Andaluces;40.0;A
2011;6602;21;00;23;Andaluces;;A
2011;6602;21;00;29;Andaluces;;A
2011;6602;21;00;41;Andaluces;5.0;A
2011;6602;21;00;C01;Andaluces;48.0;A
2011;6602;21;00;C02;Andaluces;8.0;A
2011;6602;21;00;66;Andaluces;13.0;A
2011;6602;21;00;NC000;Andaluces;1.0;A
2011;6602;21;00;00;Andaluces;70.0;A
2011;6602;23;00;04;Andaluces;;A
2011;6602;23;00;11;Andaluces;;A
2011;6602;23;00;14;Andaluces;2.0;A
2011;6602;23;00;18;Andaluces;3.0;A
2011;6602;23;00;21;Andaluces;;A
2011;6602;23;00;23;Andaluces;27.0;A
2011;6602;23;00;29;Andaluces;1.0;A
2011;6602;23;00;41;Andaluces;;A
2011;6602;23;00;C01;Andaluces;33.0;A
2011;6602;23;00;C02;Andaluces;11.0;A
2011;6602;23;00;66;Andaluces;42.0;A
2011;6602;23;00;NC000;Andaluces;;A
2011;6602;23;00;00;Andaluces;86.0;A
2011;6602;29;00;04;Andaluces;2.0;A
2011;6602;29;00;11;Andaluces;8.0;A
2011;6602;29;00;14;Andaluces;9.0;A
2011;6602;29;00;18;Andaluces;9.0;A
2011;6602;29;00;21;Andaluces;;A
2011;6602;29;00;23;Andaluces;7.0;A
2011;6602;29;00;29;Andaluces;255.0;A
2011;6602;29;00;41;Andaluces;5.0;A
2011;6602;29;00;C01;Andaluces;295.0;A
2011;6602;29;00;C02;Andaluces;90.0;A
2011;6602;29;00;66;Andaluces;873.0;A
2011;6602;29;00;NC000;Andaluces;15.0;A
2011;6602;29;00;00;Andaluces;1273.0;A
2011;6602;41;00;04;Andaluces;;A
2011;6602;41;00;11;Andaluces;8.0;A
2011;6602;41;00;14;Andaluces;5.0;A
2011;6602;41;00;18;Andaluces;2.0;A
2011;6602;41;00;21;Andaluces;8.0;A
2011;6602;41;00;23;Andaluces;1.0;A
2011;6602;41;00;29;Andaluces;4.0;A
2011;6602;41;00;41;Andaluces;131.0;A
2011;6602;41;00;C01;Andaluces;159.0;A
2011;6602;41;00;C02;Andaluces;37.0;A
2011;6602;41;00;66;Andaluces;174.0;A
2011;6602;41;00;NC000;Andaluces;3.0;A
2011;6602;41;00;00;Andaluces;373.0;A
2011;6603;C01;00;04;Andaluces;4851.0;A
2011;6603;C01;00;11;Andaluces;2592.0;A
2011;6603;C01;00;14;Andaluces;1351.0;A
2011;6603;C01;00;18;Andaluces;5624.0;A
2011;6603;C01;00;21;Andaluces;509.0;A
2011;6603;C01;00;23;Andaluces;1082.0;A
2011;6603;C01;00;29;Andaluces;3653.0;A
2011;6603;C01;00;41;Andaluces;3024.0;A
2011;6603;C01;00;C01;Andaluces;22686.0;A
2011;6603;C01;00;C02;Andaluces;1345.0;A
2011;6603;C01;00;66;Andaluces;62735.0;A
2011;6603;C01;00;NC000;Andaluces;834.0;A
2011;6603;C01;00;00;Andaluces;87600.0;A
2011;6603;04;00;04;Andaluces;4797.0;A
2011;6603;04;00;11;Andaluces;;A
2011;6603;04;00;14;Andaluces;2.0;A
2011;6603;04;00;18;Andaluces;33.0;A
2011;6603;04;00;21;Andaluces;1.0;A
2011;6603;04;00;23;Andaluces;2.0;A
2011;6603;04;00;29;Andaluces;5.0;A
2011;6603;04;00;41;Andaluces;3.0;A
2011;6603;04;00;C01;Andaluces;4843.0;A
2011;6603;04;00;C02;Andaluces;120.0;A
2011;6603;04;00;66;Andaluces;16097.0;A
2011;6603;04;00;NC000;Andaluces;184.0;A
2011;6603;04;00;00;Andaluces;21244.0;A
2011;6603;11;00;04;Andaluces;5.0;A
2011;6603;11;00;11;Andaluces;2489.0;A
2011;6603;11;00;14;Andaluces;11.0;A
2011;6603;11;00;18;Andaluces;12.0;A
2011;6603;11;00;21;Andaluces;3.0;A
2011;6603;11;00;23;Andaluces;4.0;A
2011;6603;11;00;29;Andaluces;17.0;A
2011;6603;11;00;41;Andaluces;59.0;A
2011;6603;11;00;C01;Andaluces;2600.0;A
2011;6603;11;00;C02;Andaluces;216.0;A
2011;6603;11;00;66;Andaluces;4824.0;A
2011;6603;11;00;NC000;Andaluces;38.0;A
2011;6603;11;00;00;Andaluces;7678.0;A
2011;6603;14;00;04;Andaluces;1.0;A
2011;6603;14;00;11;Andaluces;2.0;A
2011;6603;14;00;14;Andaluces;1251.0;A
2011;6603;14;00;18;Andaluces;7.0;A
2011;6603;14;00;21;Andaluces;1.0;A
2011;6603;14;00;23;Andaluces;2.0;A
2011;6603;14;00;29;Andaluces;6.0;A
2011;6603;14;00;41;Andaluces;9.0;A
2011;6603;14;00;C01;Andaluces;1279.0;A
2011;6603;14;00;C02;Andaluces;42.0;A
2011;6603;14;00;66;Andaluces;2554.0;A
2011;6603;14;00;NC000;Andaluces;26.0;A
2011;6603;14;00;00;Andaluces;3901.0;A
2011;6603;18;00;04;Andaluces;20.0;A
2011;6603;18;00;11;Andaluces;5.0;A
2011;6603;18;00;14;Andaluces;9.0;A
2011;6603;18;00;18;Andaluces;5506.0;A
2011;6603;18;00;21;Andaluces;2.0;A
2011;6603;18;00;23;Andaluces;29.0;A
2011;6603;18;00;29;Andaluces;18.0;A
2011;6603;18;00;41;Andaluces;8.0;A
2011;6603;18;00;C01;Andaluces;5597.0;A
2011;6603;18;00;C02;Andaluces;169.0;A
2011;6603;18;00;66;Andaluces;16313.0;A
2011;6603;18;00;NC000;Andaluces;271.0;A
2011;6603;18;00;00;Andaluces;22350.0;A
2011;6603;21;00;04;Andaluces;;A
2011;6603;21;00;11;Andaluces;2.0;A
2011;6603;21;00;14;Andaluces;2.0;A
2011;6603;21;00;18;Andaluces;1.0;A
2011;6603;21;00;21;Andaluces;458.0;A
2011;6603;21;00;23;Andaluces;1.0;A
2011;6603;21;00;29;Andaluces;1.0;A
