TEMPORAL;TERRITORIO;CUSTODIA;INDICATOR;OBS_VALUE;FREQ
2010;41;4;DIVORCIOS;15.48118203;A
2010;41;NP;DIVORCIOS;1932.35261684;A
2009;C01;00;DIVORCIOS;17493.840001105;A
2009;C01;1;DIVORCIOS;441.214214474;A
2009;C01;2;DIVORCIOS;8732.391488987;A
2009;C01;3;DIVORCIOS;863.762000831;A
2009;C01;4;DIVORCIOS;89.455920519;A
2009;C01;NP;DIVORCIOS;7348.016376294;A
2009;C01;NC;DIVORCIOS;19.0;A
2009;04;00;DIVORCIOS;1275.959999958;A
2009;04;1;DIVORCIOS;35.074905968;A
2009;04;2;DIVORCIOS;636.550716348;A
2009;04;3;DIVORCIOS;54.34649526;A
2009;04;4;DIVORCIOS;1.078473684;A
2009;04;NP;DIVORCIOS;548.909408698;A
2009;11;00;DIVORCIOS;2773.590000972;A
2009;11;1;DIVORCIOS;67.543326428;A
2009;11;2;DIVORCIOS;1470.14000317;A
2009;11;3;DIVORCIOS;133.965418865;A
2009;11;4;DIVORCIOS;8.511255161;A
2009;11;NP;DIVORCIOS;1087.429997348;A
2009;11;NC;DIVORCIOS;6.0;A
2009;14;00;DIVORCIOS;1537.74000012;A
2009;14;1;DIVORCIOS;43.137061616;A
2009;14;2;DIVORCIOS;825.007061676;A
2009;14;3;DIVORCIOS;44.656729861;A
2009;14;4;DIVORCIOS;9.696066351;A
2009;14;NP;DIVORCIOS;615.243080616;A
2009;18;00;DIVORCIOS;1967.070000359;A
2009;18;1;DIVORCIOS;39.85114732;A
2009;18;2;DIVORCIOS;1024.45946181;A
2009;18;3;DIVORCIOS;46.882773615;A
2009;18;4;DIVORCIOS;16.031265375;A
2009;18;NP;DIVORCIOS;839.845352239;A
2009;21;00;DIVORCIOS;1012.380000091;A
2009;21;1;DIVORCIOS;30.072914304;A
2009;21;2;DIVORCIOS;535.576423018;A
2009;21;3;DIVORCIOS;30.201552662;A
2009;21;4;DIVORCIOS;3.540075378;A
2009;21;NP;DIVORCIOS;412.989034729;A
2009;23;00;DIVORCIOS;1122.459999905;A
2009;23;1;DIVORCIOS;32.41053488;A
2009;23;2;DIVORCIOS;590.936424369;A
2009;23;3;DIVORCIOS;47.550941856;A
2009;23;4;DIVORCIOS;4.887156976;A
2009;23;NP;DIVORCIOS;445.674941824;A
2009;23;NC;DIVORCIOS;1.0;A
2009;29;00;DIVORCIOS;3607.690000055;A
2009;29;1;DIVORCIOS;79.251724788;A
2009;29;2;DIVORCIOS;1591.877874996;A
2009;29;3;DIVORCIOS;313.237990722;A
2009;29;4;DIVORCIOS;17.986346784;A
2009;29;NP;DIVORCIOS;1600.336062765;A
2009;29;NC;DIVORCIOS;5.0;A
2009;41;00;DIVORCIOS;4196.949999645;A
2009;41;1;DIVORCIOS;113.87259917;A
2009;41;2;DIVORCIOS;2057.8435236;A
2009;41;3;DIVORCIOS;192.92009799;A
2009;41;4;DIVORCIOS;27.72528081;A
2009;41;NP;DIVORCIOS;1797.588498075;A
2009;41;NC;DIVORCIOS;7.0;A
2008;C01;00;DIVORCIOS;19784.701197956;A
2008;C01;1;DIVORCIOS;388.828631311;A
2008;C01;2;DIVORCIOS;10073.165284924;A
2008;C01;3;DIVORCIOS;1200.722395201;A
2008;C01;4;DIVORCIOS;18.796261838;A
2008;C01;NP;DIVORCIOS;8103.188624682;A
2008;04;00;DIVORCIOS;1459.899390218;A
2008;04;1;DIVORCIOS;36.578757802;A
2008;04;2;DIVORCIOS;647.293084299;A
2008;04;3;DIVORCIOS;122.119630706;A
2008;04;NP;DIVORCIOS;653.907917411;A
2008;11;00;DIVORCIOS;3029.88628849;A
2008;11;1;DIVORCIOS;56.269064692;A
2008;11;2;DIVORCIOS;1569.530768899;A
2008;11;3;DIVORCIOS;263.328479229;A
2008;11;4;DIVORCIOS;2.395081045;A
2008;11;NP;DIVORCIOS;1138.362894625;A
2008;14;00;DIVORCIOS;1595.530376772;A
2008;14;1;DIVORCIOS;21.432650262;A
2008;14;2;DIVORCIOS;879.943091796;A
2008;14;3;DIVORCIOS;75.467252316;A
2008;14;NP;DIVORCIOS;618.687382398;A
2008;18;00;DIVORCIOS;2172.357568834;A
2008;18;1;DIVORCIOS;30.099696884;A
2008;18;2;DIVORCIOS;1206.507152348;A
2008;18;3;DIVORCIOS;52.448435888;A
2008;18;NP;DIVORCIOS;883.302283714;A
2008;21;00;DIVORCIOS;1165.944181717;A
2008;21;1;DIVORCIOS;28.438287078;A
2008;21;2;DIVORCIOS;662.717932961;A
2008;21;3;DIVORCIOS;26.215797122;A
2008;21;4;DIVORCIOS;2.348804785;A
2008;21;NP;DIVORCIOS;446.223359771;A
2008;23;00;DIVORCIOS;1297.204501345;A
2008;23;1;DIVORCIOS;25.109269545;A
2008;23;2;DIVORCIOS;731.197936725;A
2008;23;3;DIVORCIOS;52.176384876;A
2008;23;4;DIVORCIOS;1.961722253;A
2008;23;NP;DIVORCIOS;486.759187946;A
2008;29;00;DIVORCIOS;4187.089941605;A
2008;29;1;DIVORCIOS;77.400223322;A
2008;29;2;DIVORCIOS;1809.381368403;A
2008;29;3;DIVORCIOS;402.899733874;A
2008;29;4;DIVORCIOS;5.347419469;A
2008;29;NP;DIVORCIOS;1892.061196537;A
2008;41;00;DIVORCIOS;4876.788948975;A
2008;41;1;DIVORCIOS;113.500681726;A
2008;41;2;DIVORCIOS;2566.593949493;A
2008;41;3;DIVORCIOS;206.06668119;A
2008;41;4;DIVORCIOS;6.743234286;A
2008;41;NP;DIVORCIOS;1983.88440228;A
2007;C01;00;DIVORCIOS;21609.099999161;A
2007;C01;1;DIVORCIOS;444.181021319;A
2007;C01;2;DIVORCIOS;10742.986272112;A
2007;C01;3;DIVORCIOS;1186.75006864;A
2007;C01;NP;DIVORCIOS;9235.18263709;A
2007;04;00;DIVORCIOS;1642.139999901;A
2007;04;1;DIVORCIOS;32.586410958;A
2007;04;2;DIVORCIOS;655.795232841;A
2007;04;3;DIVORCIOS;217.599287653;A
2007;04;NP;DIVORCIOS;736.159068449;A
2007;11;00;DIVORCIOS;3287.229999146;A
2007;11;1;DIVORCIOS;66.605413954;A
2007;11;2;DIVORCIOS;1736.049845787;A
2007;11;3;DIVORCIOS;146.554178309;A
2007;11;NP;DIVORCIOS;1338.020561096;A
2007;14;00;DIVORCIOS;1853.999999925;A
2007;14;1;DIVORCIOS;45.639999997;A
2007;14;2;DIVORCIOS;963.954285677;A
2007;14;3;DIVORCIOS;48.759999998;A
2007;14;NP;DIVORCIOS;795.645714253;A
2007;18;00;DIVORCIOS;2389.41000052;A
2007;18;1;DIVORCIOS;35.945742212;A
2007;18;2;DIVORCIOS;1313.551494169;A
2007;18;3;DIVORCIOS;53.92360262;A
2007;18;NP;DIVORCIOS;985.989161519;A
2007;21;00;DIVORCIOS;1393.309999774;A
2007;21;1;DIVORCIOS;40.69352957;A
2007;21;2;DIVORCIOS;793.356058184;A
2007;21;3;DIVORCIOS;50.830961584;A
2007;21;NP;DIVORCIOS;508.429450436;A
2007;23;00;DIVORCIOS;1422.190000204;A
2007;23;1;DIVORCIOS;31.601676269;A
2007;23;2;DIVORCIOS;667.589842029;A
2007;23;3;DIVORCIOS;100.326833896;A
2007;23;NP;DIVORCIOS;622.67164801;A
2007;29;00;DIVORCIOS;4555.859999734;A
2007;29;1;DIVORCIOS;76.38158771;A
2007;29;2;DIVORCIOS;2041.51269925;A
2007;29;3;DIVORCIOS;338.808433392;A
2007;29;NP;DIVORCIOS;2099.157279382;A
2007;41;00;DIVORCIOS;5064.959999957;A
2007;41;1;DIVORCIOS;114.726660649;A
2007;41;2;DIVORCIOS;2571.176814175;A
2007;41;3;DIVORCIOS;229.946771188;A
2007;41;NP;DIVORCIOS;2149.109753945;A
2006;C01;00;DIVORCIOS;21218.50087;A
2006;C01;NC;DIVORCIOS;21218.50087;A
2006;04;00;DIVORCIOS;1595.879802;A
2006;04;NC;DIVORCIOS;1595.879802;A
2006;11;00;DIVORCIOS;3145.260002;A
2006;11;NC;DIVORCIOS;3145.260002;A
2006;14;00;DIVORCIOS;1834.890112;A
2006;14;NC;DIVORCIOS;1834.890112;A
2006;18;00;DIVORCIOS;2080.80049;A
2006;18;NC;DIVORCIOS;2080.80049;A
2006;21;00;DIVORCIOS;1332.84986;A
2006;21;NC;DIVORCIOS;1332.84986;A
2006;23;00;DIVORCIOS;1309.440144;A
2006;23;NC;DIVORCIOS;1309.440144;A
2006;29;00;DIVORCIOS;4712.309813;A
2006;29;NC;DIVORCIOS;4712.309813;A
2006;41;00;DIVORCIOS;5207.070647;A
2006;41;NC;DIVORCIOS;5207.070647;A
2005;C01;00;DIVORCIOS;10748.000406;A
2005;C01;NC;DIVORCIOS;10748.000406;A
2005;04;00;DIVORCIOS;833.000224;A
2005;04;NC;DIVORCIOS;833.000224;A
2005;11;00;DIVORCIOS;1642.999986;A
2005;11;NC;DIVORCIOS;1642.999986;A
2005;14;00;DIVORCIOS;939.000159;A
2005;14;NC;DIVORCIOS;939.000159;A
2005;18;00;DIVORCIOS;959.000189;A
2005;18;NC;DIVORCIOS;959.000189;A
2005;21;00;DIVORCIOS;726.999975;A
2005;21;NC;DIVORCIOS;726.999975;A
2005;23;00;DIVORCIOS;636.999935;A
2005;23;NC;DIVORCIOS;636.999935;A
2005;29;00;DIVORCIOS;2312.000002;A
2005;29;NC;DIVORCIOS;2312.000002;A
2005;41;00;DIVORCIOS;2697.999936;A
2005;41;NC;DIVORCIOS;2697.999936;A
2004;C01;00;DIVORCIOS;7744.999297;A
2004;C01;NC;DIVORCIOS;7744.999297;A
2004;04;00;DIVORCIOS;623.000146;A
2004;04;NC;DIVORCIOS;623.000146;A
2004;11;00;DIVORCIOS;1177.000044;A
2004;11;NC;DIVORCIOS;1177.000044;A
2004;14;00;DIVORCIOS;607.00024;A
2004;14;NC;DIVORCIOS;607.00024;A
2004;18;00;DIVORCIOS;873.000025;A
2004;18;NC;DIVORCIOS;873.000025;A
2004;21;00;DIVORCIOS;473.000077;A
2004;21;NC;DIVORCIOS;473.000077;A
2004;23;00;DIVORCIOS;411.9999;A
2004;23;NC;DIVORCIOS;411.9999;A
2004;29;00;DIVORCIOS;1704.999483;A
2004;29;NC;DIVORCIOS;1704.999483;A
2004;41;00;DIVORCIOS;1874.999382;A
2004;41;NC;DIVORCIOS;1874.999382;A
2003;C01;00;DIVORCIOS;6791.000174;A
2003;C01;NC;DIVORCIOS;6791.000174;A
2003;04;00;DIVORCIOS;513.000075;A
2003;04;NC;DIVORCIOS;513.000075;A
2003;11;00;DIVORCIOS;1006.00038;A
2003;11;NC;DIVORCIOS;1006.00038;A
2003;14;00;DIVORCIOS;567.99999;A
2003;14;NC;DIVORCIOS;567.99999;A
2003;18;00;DIVORCIOS;787.999854;A
2003;18;NC;DIVORCIOS;787.999854;A
2003;21;00;DIVORCIOS;439.999954;A
2003;21;NC;DIVORCIOS;439.999954;A
2003;23;00;DIVORCIOS;408.000085;A
2003;23;NC;DIVORCIOS;408.000085;A
2003;29;00;DIVORCIOS;1500.999744;A
2003;29;NC;DIVORCIOS;1500.999744;A
2003;41;00;DIVORCIOS;1567.000092;A
2003;41;NC;DIVORCIOS;1567.000092;A
2002;C01;00;DIVORCIOS;6363.999709;A
2002;C01;NC;DIVORCIOS;6363.999709;A
2002;04;00;DIVORCIOS;462.9999;A
2002;04;NC;DIVORCIOS;462.9999;A
2002;11;00;DIVORCIOS;957.999859;A
2002;11;NC;DIVORCIOS;957.999859;A
2002;14;00;DIVORCIOS;493.999804;A
2002;14;NC;DIVORCIOS;493.999804;A
2002;18;00;DIVORCIOS;746.999952;A
2002;18;NC;DIVORCIOS;746.999952;A
2002;21;00;DIVORCIOS;333.0;A
2002;21;NC;DIVORCIOS;333.0;A
2002;23;00;DIVORCIOS;356.999936;A
2002;23;NC;DIVORCIOS;356.999936;A
2002;29;00;DIVORCIOS;1505.000544;A
2002;29;NC;DIVORCIOS;1505.000544;A
2002;41;00;DIVORCIOS;1506.999714;A
2002;41;NC;DIVORCIOS;1506.999714;A
2001;C01;00;DIVORCIOS;5750.999337;A
2001;C01;NC;DIVORCIOS;5750.999337;A
2001;04;00;DIVORCIOS;423.999939;A
2001;04;NC;DIVORCIOS;423.999939;A
2001;11;00;DIVORCIOS;862.99983;A
2001;11;NC;DIVORCIOS;862.99983;A
2001;14;00;DIVORCIOS;500.000085;A
2001;14;NC;DIVORCIOS;500.000085;A
2001;18;00;DIVORCIOS;630.000204;A
2001;18;NC;DIVORCIOS;630.000204;A
2001;21;00;DIVORCIOS;327.999998;A
2001;21;NC;DIVORCIOS;327.999998;A
2001;23;00;DIVORCIOS;297.999919;A
2001;23;NC;DIVORCIOS;297.999919;A
2001;29;00;DIVORCIOS;1340.999712;A
2001;29;NC;DIVORCIOS;1340.999712;A
2001;41;00;DIVORCIOS;1366.99965;A
2001;41;NC;DIVORCIOS;1366.99965;A
2000;C01;00;DIVORCIOS;5740.00032;A
2000;C01;NC;DIVORCIOS;5740.00032;A
2000;04;00;DIVORCIOS;411.0;A
2000;04;NC;DIVORCIOS;411.0;A
2000;11;00;DIVORCIOS;936.000311;A
2000;11;NC;DIVORCIOS;936.000311;A
2000;14;00;DIVORCIOS;464.000102;A
2000;14;NC;DIVORCIOS;464.000102;A
2000;18;00;DIVORCIOS;665.999884;A
2000;18;NC;DIVORCIOS;665.999884;A
2000;21;00;DIVORCIOS;376.999989;A
2000;21;NC;DIVORCIOS;376.999989;A
2000;23;00;DIVORCIOS;255.999936;A
2000;23;NC;DIVORCIOS;255.999936;A
2000;29;00;DIVORCIOS;1409.0005;A
2000;29;NC;DIVORCIOS;1409.0005;A
2000;41;00;DIVORCIOS;1220.999598;A
2000;41;NC;DIVORCIOS;1220.999598;A
1999;C01;00;DIVORCIOS;5117.000106;A
1999;C01;NC;DIVORCIOS;5117.000106;A
1999;04;00;DIVORCIOS;386.000076;A
1999;04;NC;DIVORCIOS;386.000076;A
1999;11;00;DIVORCIOS;839.999809;A
1999;11;NC;DIVORCIOS;839.999809;A
1999;14;00;DIVORCIOS;382.999968;A
1999;14;NC;DIVORCIOS;382.999968;A
1999;18;00;DIVORCIOS;575.999946;A
1999;18;NC;DIVORCIOS;575.999946;A
1999;21;00;DIVORCIOS;300.00003;A
1999;21;NC;DIVORCIOS;300.00003;A
1999;23;00;DIVORCIOS;301.999996;A
1999;23;NC;DIVORCIOS;301.999996;A
1999;29;00;DIVORCIOS;1150.000369;A
1999;29;NC;DIVORCIOS;1150.000369;A
1999;41;00;DIVORCIOS;1179.999912;A
1999;41;NC;DIVORCIOS;1179.999912;A
1998;C01;00;DIVORCIOS;5076.99993;A
1998;C01;NC;DIVORCIOS;5076.99993;A
1998;04;00;DIVORCIOS;367.000102;A
1998;04;NC;DIVORCIOS;367.000102;A
1998;11;00;DIVORCIOS;769.999972;A
1998;11;NC;DIVORCIOS;769.999972;A
1998;14;00;DIVORCIOS;430.999854;A
1998;14;NC;DIVORCIOS;430.999854;A
1998;18;00;DIVORCIOS;552.0;A
1998;18;NC;DIVORCIOS;552.0;A
1998;21;00;DIVORCIOS;309.0;A
1998;21;NC;DIVORCIOS;309.0;A
1998;23;00;DIVORCIOS;301.999984;A
1998;23;NC;DIVORCIOS;301.999984;A
1998;29;00;DIVORCIOS;1159.999858;A
1998;29;NC;DIVORCIOS;1159.999858;A
1998;41;00;DIVORCIOS;1186.00016;A
1998;41;NC;DIVORCIOS;1186.00016;A
2020;C01;00;SEPARACIONES;569.10667;A
2020;C01;1;SEPARACIONES;10.18419;A
2020;C01;2;SEPARACIONES;159.67559;A
2020;C01;3;SEPARACIONES;68.8663;A
2020;C01;NP;SEPARACIONES;330.38059;A
2020;04;00;SEPARACIONES;32.35418;A
2020;04;2;SEPARACIONES;14.94402;A
2020;04;NP;SEPARACIONES;17.41016;A
2020;11;00;SEPARACIONES;91.37225;A
2020;11;1;SEPARACIONES;2.10544;A
2020;11;2;SEPARACIONES;31.5816;A
2020;11;3;SEPARACIONES;23.15984;A
2020;11;NP;SEPARACIONES;34.52537;A
2020;14;00;SEPARACIONES;55.28281;A
2020;14;1;SEPARACIONES;2.04874;A
2020;14;2;SEPARACIONES;12.29244;A
2020;14;NP;SEPARACIONES;40.94163;A
2020;18;00;SEPARACIONES;68.52691;A
2020;18;1;SEPARACIONES;2.59639;A
2020;18;2;SEPARACIONES;33.75307;A
2020;18;3;SEPARACIONES;2.59639;A
2020;18;NP;SEPARACIONES;29.58106;A
2020;21;00;SEPARACIONES;18.33693;A
2020;21;2;SEPARACIONES;2.32917;A
2020;21;3;SEPARACIONES;4.65834;A
2020;21;NP;SEPARACIONES;11.34942;A
2020;23;00;SEPARACIONES;35.30201;A
2020;23;2;SEPARACIONES;5.84512;A
2020;23;3;SEPARACIONES;2.92256;A
2020;23;NP;SEPARACIONES;26.53433;A
2020;29;00;SEPARACIONES;142.65563;A
2020;29;2;SEPARACIONES;21.16035;A
2020;29;3;SEPARACIONES;23.5115;A
2020;29;NP;SEPARACIONES;97.98378;A
2020;41;00;SEPARACIONES;125.27595;A
2020;41;1;SEPARACIONES;3.43362;A
2020;41;2;SEPARACIONES;37.76982;A
2020;41;3;SEPARACIONES;12.01767;A
2020;41;NP;SEPARACIONES;72.05484;A
2019;C01;00;SEPARACIONES;731.04555;A
2019;C01;1;SEPARACIONES;23.54964;A
2019;C01;2;SEPARACIONES;219.35368;A
2019;C01;3;SEPARACIONES;83.22248;A
2019;C01;NP;SEPARACIONES;404.91975;A
2019;04;00;SEPARACIONES;36.5805;A
2019;04;1;SEPARACIONES;2.03037;A
2019;04;2;SEPARACIONES;6.09111;A
2019;04;3;SEPARACIONES;4.06074;A
2019;04;NP;SEPARACIONES;24.39828;A
2019;11;00;SEPARACIONES;117.39034;A
2019;11;1;SEPARACIONES;6.54042;A
2019;11;2;SEPARACIONES;45.78294;A
2019;11;3;SEPARACIONES;13.08084;A
2019;11;NP;SEPARACIONES;51.98614;A
2019;14;00;SEPARACIONES;71.72973;A
2019;14;1;SEPARACIONES;4.38699;A
2019;14;2;SEPARACIONES;24.85961;A
2019;14;3;SEPARACIONES;7.31165;A
2019;14;NP;SEPARACIONES;35.17148;A
2019;18;00;SEPARACIONES;60.09424;A
2019;18;1;SEPARACIONES;4.79456;A
2019;18;2;SEPARACIONES;14.38368;A
2019;18;3;SEPARACIONES;7.19184;A
2019;18;NP;SEPARACIONES;33.72416;A
2019;21;00;SEPARACIONES;28.45104;A
2019;21;2;SEPARACIONES;12.22756;A
2019;21;3;SEPARACIONES;3.05689;A
2019;21;NP;SEPARACIONES;13.16659;A
2019;23;00;SEPARACIONES;53.24972;A
2019;23;2;SEPARACIONES;6.08044;A
2019;23;3;SEPARACIONES;6.08044;A
2019;23;NP;SEPARACIONES;41.08884;A
2019;29;00;SEPARACIONES;201.02437;A
2019;29;1;SEPARACIONES;2.34554;A
2019;29;2;SEPARACIONES;63.32958;A
2019;29;3;SEPARACIONES;23.4554;A
2019;29;NP;SEPARACIONES;111.89385;A
2019;41;00;SEPARACIONES;162.52561;A
2019;41;1;SEPARACIONES;3.45176;A
2019;41;2;SEPARACIONES;46.59876;A
2019;41;3;SEPARACIONES;18.98468;A
2019;41;NP;SEPARACIONES;93.49041;A
2018;C01;00;SEPARACIONES;820.8281;A
2018;C01;1;SEPARACIONES;6.5878;A
2018;C01;2;SEPARACIONES;255.287;A
2018;C01;3;SEPARACIONES;85.3689;A
2018;C01;4;SEPARACIONES;1.4691;A
2018;C01;NP;SEPARACIONES;472.1153;A
2018;04;00;SEPARACIONES;26.8855;A
2018;04;2;SEPARACIONES;8.1385;A
2018;04;3;SEPARACIONES;4.8831;A
2018;04;NP;SEPARACIONES;13.8639;A
2018;11;00;SEPARACIONES;131.8558;A
2018;11;2;SEPARACIONES;45.7401;A
2018;11;3;SEPARACIONES;10.8905;A
2018;11;NP;SEPARACIONES;75.2252;A
2018;14;00;SEPARACIONES;94.772;A
2018;14;1;SEPARACIONES;1.312;A
2018;14;2;SEPARACIONES;36.736;A
2018;14;3;SEPARACIONES;9.184;A
2018;14;NP;SEPARACIONES;47.54;A
2018;18;00;SEPARACIONES;120.6111;A
2018;18;1;SEPARACIONES;2.3376;A
2018;18;2;SEPARACIONES;30.3888;A
2018;18;3;SEPARACIONES;11.688;A
2018;18;NP;SEPARACIONES;76.1967;A
2018;21;00;SEPARACIONES;27.635;A
2018;21;2;SEPARACIONES;6.116;A
2018;21;3;SEPARACIONES;3.058;A
2018;21;NP;SEPARACIONES;18.461;A
2018;23;00;SEPARACIONES;86.754;A
2018;23;2;SEPARACIONES;13.8558;A
2018;23;3;SEPARACIONES;6.9279;A
2018;23;NP;SEPARACIONES;65.9703;A
2018;29;00;SEPARACIONES;134.7646;A
2018;29;2;SEPARACIONES;57.0169;A
2018;29;3;SEPARACIONES;13.7627;A
2018;29;NP;SEPARACIONES;63.985;A
2018;41;00;SEPARACIONES;197.5501;A
2018;41;1;SEPARACIONES;2.9382;A
2018;41;2;SEPARACIONES;57.2949;A
2018;41;3;SEPARACIONES;24.9747;A
2018;41;4;SEPARACIONES;1.4691;A
2018;41;NP;SEPARACIONES;110.8732;A
2017;C01;00;SEPARACIONES;839.597;A
2017;C01;1;SEPARACIONES;12.2413;A
2017;C01;2;SEPARACIONES;301.7235;A
2017;C01;3;SEPARACIONES;81.7962;A
2017;C01;NP;SEPARACIONES;443.836;A
2017;04;00;SEPARACIONES;35.0423;A
2017;04;1;SEPARACIONES;3.0424;A
2017;04;2;SEPARACIONES;15.212;A
2017;04;3;SEPARACIONES;1.5212;A
2017;04;NP;SEPARACIONES;15.2667;A
2017;11;00;SEPARACIONES;163.034;A
2017;11;1;SEPARACIONES;5.0754;A
2017;11;2;SEPARACIONES;52.4458;A
2017;11;3;SEPARACIONES;10.1508;A
2017;11;NP;SEPARACIONES;95.362;A
2017;14;00;SEPARACIONES;92.572;A
2017;14;2;SEPARACIONES;28.937;A
2017;14;3;SEPARACIONES;7.615;A
2017;14;NP;SEPARACIONES;56.02;A
2017;18;00;SEPARACIONES;91.1584;A
2017;18;2;SEPARACIONES;36.2736;A
2017;18;3;SEPARACIONES;12.0912;A
2017;18;NP;SEPARACIONES;42.7936;A
2017;21;00;SEPARACIONES;32.839;A
2017;21;2;SEPARACIONES;21.7888;A
2017;21;3;SEPARACIONES;1.9808;A
2017;21;NP;SEPARACIONES;9.0694;A
2017;23;00;SEPARACIONES;76.0582;A
2017;23;2;SEPARACIONES;28.6608;A
2017;23;3;SEPARACIONES;8.1888;A
2017;23;NP;SEPARACIONES;39.2086;A
2017;29;00;SEPARACIONES;159.5805;A
2017;29;2;SEPARACIONES;56.553;A
2017;29;3;SEPARACIONES;21.0054;A
2017;29;NP;SEPARACIONES;82.0221;A
2017;41;00;SEPARACIONES;189.3126;A
2017;41;1;SEPARACIONES;4.1235;A
2017;41;2;SEPARACIONES;61.8525;A
2017;41;3;SEPARACIONES;19.243;A
2017;41;NP;SEPARACIONES;104.0936;A
2016;C01;00;SEPARACIONES;902.9587;A
2016;C01;1;SEPARACIONES;14.7938;A
2016;C01;2;SEPARACIONES;335.6124;A
2016;C01;3;SEPARACIONES;73.7793;A
2016;C01;4;SEPARACIONES;1.2923;A
2016;C01;NP;SEPARACIONES;477.4809;A
2016;04;00;SEPARACIONES;42.5671;A
2016;04;2;SEPARACIONES;19.9485;A
2016;04;3;SEPARACIONES;2.6598;A
2016;04;NP;SEPARACIONES;19.9588;A
2016;11;00;SEPARACIONES;139.4344;A
2016;11;1;SEPARACIONES;3.1532;A
2016;11;2;SEPARACIONES;59.9108;A
2016;11;3;SEPARACIONES;7.883;A
2016;11;NP;SEPARACIONES;68.4874;A
2016;14;00;SEPARACIONES;115.2214;A
2016;14;1;SEPARACIONES;1.3049;A
2016;14;2;SEPARACIONES;37.8421;A
2016;14;3;SEPARACIONES;23.4882;A
2016;14;NP;SEPARACIONES;52.5862;A
2016;18;00;SEPARACIONES;106.728;A
2016;18;1;SEPARACIONES;3.4576;A
2016;18;2;SEPARACIONES;44.9488;A
2016;18;3;SEPARACIONES;1.7288;A
2016;18;NP;SEPARACIONES;56.5928;A
2016;21;00;SEPARACIONES;50.6884;A
2016;21;2;SEPARACIONES;15.5628;A
2016;21;3;SEPARACIONES;1.7292;A
2016;21;NP;SEPARACIONES;33.3964;A
2016;23;00;SEPARACIONES;72.7504;A
2016;23;2;SEPARACIONES;22.422;A
2016;23;3;SEPARACIONES;4.4844;A
2016;23;NP;SEPARACIONES;45.844;A
2016;29;00;SEPARACIONES;172.0624;A
2016;29;1;SEPARACIONES;3.0012;A
2016;29;2;SEPARACIONES;60.024;A
2016;29;3;SEPARACIONES;15.006;A
2016;29;NP;SEPARACIONES;94.0312;A
2016;41;00;SEPARACIONES;203.5066;A
2016;41;1;SEPARACIONES;3.8769;A
2016;41;2;SEPARACIONES;74.9534;A
2016;41;3;SEPARACIONES;16.7999;A
2016;41;4;SEPARACIONES;1.2923;A
2016;41;NP;SEPARACIONES;106.5841;A
2015;C01;00;SEPARACIONES;899.1127;A
2015;C01;1;SEPARACIONES;19.465;A
2015;C01;2;SEPARACIONES;333.6919;A
2015;C01;3;SEPARACIONES;89.5939;A
2015;C01;4;SEPARACIONES;1.5191;A
2015;C01;NP;SEPARACIONES;454.8428;A
2015;04;00;SEPARACIONES;56.0604;A
2015;04;2;SEPARACIONES;23.679;A
2015;04;3;SEPARACIONES;1.5786;A
2015;04;NP;SEPARACIONES;30.8028;A
2015;11;00;SEPARACIONES;133.4995;A
2015;11;1;SEPARACIONES;1.5938;A
2015;11;2;SEPARACIONES;55.783;A
2015;11;3;SEPARACIONES;14.3442;A
2015;11;NP;SEPARACIONES;61.7785;A
2015;14;00;SEPARACIONES;117.3954;A
2015;14;1;SEPARACIONES;4.4685;A
2015;14;2;SEPARACIONES;34.2585;A
2015;14;3;SEPARACIONES;34.2585;A
2015;14;NP;SEPARACIONES;44.4099;A
2015;18;00;SEPARACIONES;108.1972;A
2015;18;1;SEPARACIONES;3.438;A
2015;18;2;SEPARACIONES;37.818;A
2015;18;3;SEPARACIONES;6.876;A
2015;18;NP;SEPARACIONES;60.0652;A
2015;21;00;SEPARACIONES;40.5241;A
2015;21;2;SEPARACIONES;17.8308;A
2015;21;3;SEPARACIONES;2.9718;A
2015;21;NP;SEPARACIONES;19.7215;A
2015;23;00;SEPARACIONES;81.3217;A
2015;23;1;SEPARACIONES;3.0382;A
2015;23;2;SEPARACIONES;30.382;A
2015;23;3;SEPARACIONES;7.5955;A
2015;23;4;SEPARACIONES;1.5191;A
2015;23;NP;SEPARACIONES;38.7869;A
2015;29;00;SEPARACIONES;173.1336;A
2015;29;1;SEPARACIONES;4.2069;A
2015;29;2;SEPARACIONES;67.3104;A
2015;29;3;SEPARACIONES;7.0115;A
2015;29;NP;SEPARACIONES;94.6048;A
2015;41;00;SEPARACIONES;188.9808;A
2015;41;1;SEPARACIONES;2.7196;A
2015;41;2;SEPARACIONES;66.6302;A
2015;41;3;SEPARACIONES;14.9578;A
2015;41;NP;SEPARACIONES;104.6732;A
2014;C01;00;SEPARACIONES;1033.68097;A
2014;C01;1;SEPARACIONES;22.43278;A
2014;C01;2;SEPARACIONES;449.51139;A
2014;C01;3;SEPARACIONES;57.453;A
2014;C01;4;SEPARACIONES;3.1683;A
2014;C01;NP;SEPARACIONES;501.1155;A
2014;04;00;SEPARACIONES;57.933;A
2014;04;2;SEPARACIONES;35.325;A
2014;04;3;SEPARACIONES;1.413;A
2014;04;NP;SEPARACIONES;21.195;A
2014;11;00;SEPARACIONES;162.30564;A
2014;11;1;SEPARACIONES;7.51415;A
2014;11;2;SEPARACIONES;57.10754;A
2014;11;3;SEPARACIONES;9.01698;A
