TEMPORAL;TERRITORIO;NACIONACONYUGES;INDICATOR;OBS_VALUE;FREQ
2014;C01;11;DIVORCIOS;15701.30337;A
2014;C01;10;DIVORCIOS;15701.30337;A
2014;C01;1;DIVORCIOS;15701.30337;A
2014;C01;22;DIVORCIOS;1675.6845;A
2014;C01;20;DIVORCIOS;1227.42309;A
2014;C01;2;DIVORCIOS;640.38305;A
2014;C01;3;DIVORCIOS;587.04004;A
2014;C01;30;DIVORCIOS;448.26141;A
2014;C01;4;DIVORCIOS;322.38913;A
2014;C01;5;DIVORCIOS;125.87228;A
2014;04;00;DIVORCIOS;1315.503;A
2014;04;11;DIVORCIOS;1095.075;A
2014;04;10;DIVORCIOS;1095.075;A
2014;04;1;DIVORCIOS;1095.075;A
2014;04;22;DIVORCIOS;220.428;A
2014;04;20;DIVORCIOS;151.191;A
2014;04;2;DIVORCIOS;98.91;A
2014;04;3;DIVORCIOS;52.281;A
2014;04;30;DIVORCIOS;69.237;A
2014;04;4;DIVORCIOS;45.216;A
2014;04;5;DIVORCIOS;24.021;A
2014;11;00;DIVORCIOS;2485.68082;A
2014;11;11;DIVORCIOS;2315.86103;A
2014;11;10;DIVORCIOS;2315.86103;A
2014;11;1;DIVORCIOS;2315.86103;A
2014;11;22;DIVORCIOS;169.81979;A
2014;11;20;DIVORCIOS;133.75187;A
2014;11;2;DIVORCIOS;60.1132;A
2014;11;3;DIVORCIOS;73.63867;A
2014;11;30;DIVORCIOS;36.06792;A
2014;11;4;DIVORCIOS;16.53113;A
2014;11;5;DIVORCIOS;19.53679;A
2014;14;00;DIVORCIOS;1712.10316;A
2014;14;11;DIVORCIOS;1620.50231;A
2014;14;10;DIVORCIOS;1620.50231;A
2014;14;1;DIVORCIOS;1620.50231;A
2014;14;22;DIVORCIOS;91.60085;A
2014;14;20;DIVORCIOS;73.28068;A
2014;14;2;DIVORCIOS;48.29863;A
2014;14;3;DIVORCIOS;24.98205;A
2014;14;30;DIVORCIOS;18.32017;A
2014;14;4;DIVORCIOS;18.32017;A
2014;18;00;DIVORCIOS;1848.68385;A
2014;18;11;DIVORCIOS;1715.00745;A
2014;18;10;DIVORCIOS;1715.00745;A
2014;18;1;DIVORCIOS;1715.00745;A
2014;18;22;DIVORCIOS;133.6764;A
2014;18;20;DIVORCIOS;100.2573;A
2014;18;2;DIVORCIOS;50.12865;A
2014;18;3;DIVORCIOS;50.12865;A
2014;18;30;DIVORCIOS;33.4191;A
2014;18;4;DIVORCIOS;25.82385;A
2014;18;5;DIVORCIOS;7.59525;A
2014;21;00;DIVORCIOS;1140.17566;A
2014;21;11;DIVORCIOS;1076.51821;A
2014;21;10;DIVORCIOS;1076.51821;A
2014;21;1;DIVORCIOS;1076.51821;A
2014;21;22;DIVORCIOS;63.65745;A
2014;21;20;DIVORCIOS;52.34057;A
2014;21;2;DIVORCIOS;28.2922;A
2014;21;3;DIVORCIOS;24.04837;A
2014;21;30;DIVORCIOS;11.31688;A
2014;21;4;DIVORCIOS;9.90227;A
2014;21;5;DIVORCIOS;1.41461;A
2014;23;00;DIVORCIOS;1180.1112;A
2014;23;11;DIVORCIOS;1137.545;A
2014;23;10;DIVORCIOS;1137.545;A
2014;23;1;DIVORCIOS;1137.545;A
2014;23;22;DIVORCIOS;42.5662;A
2014;23;20;DIVORCIOS;33.7594;A
2014;23;2;DIVORCIOS;14.678;A
2014;23;3;DIVORCIOS;19.0814;A
2014;23;30;DIVORCIOS;8.8068;A
2014;23;4;DIVORCIOS;4.4034;A
2014;23;5;DIVORCIOS;4.4034;A
2014;29;00;DIVORCIOS;3567.8708;A
2014;29;11;DIVORCIOS;2899.70005;A
2014;29;10;DIVORCIOS;2899.70005;A
2014;29;1;DIVORCIOS;2899.70005;A
2014;29;22;DIVORCIOS;668.17075;A
2014;29;20;DIVORCIOS;458.86425;A
2014;29;2;DIVORCIOS;212.5266;A
2014;29;3;DIVORCIOS;246.33765;A
2014;29;30;DIVORCIOS;209.3065;A
2014;29;4;DIVORCIOS;154.5648;A
2014;29;5;DIVORCIOS;54.7417;A
2014;41;00;DIVORCIOS;4126.85938;A
2014;41;11;DIVORCIOS;3841.09432;A
2014;41;10;DIVORCIOS;3841.09432;A
2014;41;1;DIVORCIOS;3841.09432;A
2014;41;22;DIVORCIOS;285.76506;A
2014;41;20;DIVORCIOS;223.97802;A
2014;41;2;DIVORCIOS;127.43577;A
2014;41;3;DIVORCIOS;96.54225;A
2014;41;30;DIVORCIOS;61.78704;A
2014;41;4;DIVORCIOS;47.62751;A
2014;41;5;DIVORCIOS;14.15953;A
2013;C01;00;DIVORCIOS;16473.17478;A
2013;C01;11;DIVORCIOS;14811.65559;A
2013;C01;10;DIVORCIOS;14811.65559;A
2013;C01;1;DIVORCIOS;14811.65559;A
2013;C01;22;DIVORCIOS;1661.51919;A
2013;C01;20;DIVORCIOS;1245.66396;A
2013;C01;2;DIVORCIOS;649.33977;A
2013;C01;3;DIVORCIOS;596.32419;A
2013;C01;30;DIVORCIOS;415.85523;A
2013;C01;4;DIVORCIOS;291.34332;A
2013;C01;5;DIVORCIOS;124.51191;A
2013;04;00;DIVORCIOS;1267.4696;A
2013;04;11;DIVORCIOS;1040.9012;A
2013;04;10;DIVORCIOS;1040.9012;A
2013;04;1;DIVORCIOS;1040.9012;A
2013;04;22;DIVORCIOS;226.5684;A
2013;04;20;DIVORCIOS;144.4784;A
2013;04;2;DIVORCIOS;95.2244;A
2013;04;3;DIVORCIOS;49.254;A
2013;04;30;DIVORCIOS;82.09;A
2013;04;4;DIVORCIOS;52.5376;A
2013;04;5;DIVORCIOS;29.5524;A
2013;11;00;DIVORCIOS;2358.7305;A
2013;11;11;DIVORCIOS;2225.41095;A
2013;11;10;DIVORCIOS;2225.41095;A
2013;11;1;DIVORCIOS;2225.41095;A
2013;11;22;DIVORCIOS;133.31955;A
2013;11;20;DIVORCIOS;105.4836;A
2013;11;2;DIVORCIOS;48.34665;A
2013;11;3;DIVORCIOS;57.13695;A
2013;11;30;DIVORCIOS;27.83595;A
2013;11;4;DIVORCIOS;24.90585;A
2013;11;5;DIVORCIOS;2.9301;A
2013;14;00;DIVORCIOS;1452.76866;A
2013;14;11;DIVORCIOS;1378.16336;A
2013;14;10;DIVORCIOS;1378.16336;A
2013;14;1;DIVORCIOS;1378.16336;A
2013;14;22;DIVORCIOS;74.6053;A
2013;14;20;DIVORCIOS;65.11008;A
2013;14;2;DIVORCIOS;33.9115;A
2013;14;3;DIVORCIOS;31.19858;A
2013;14;30;DIVORCIOS;9.49522;A
2013;14;4;DIVORCIOS;9.49522;A
2013;18;00;DIVORCIOS;1822.15704;A
2013;18;11;DIVORCIOS;1658.49024;A
2013;18;10;DIVORCIOS;1658.49024;A
2013;18;1;DIVORCIOS;1658.49024;A
2013;18;22;DIVORCIOS;163.6668;A
2013;18;20;DIVORCIOS;130.93344;A
2013;18;2;DIVORCIOS;75.01395;A
2013;18;3;DIVORCIOS;55.91949;A
2013;18;30;DIVORCIOS;32.73336;A
2013;18;4;DIVORCIOS;28.64169;A
2013;18;5;DIVORCIOS;4.09167;A
2013;21;00;DIVORCIOS;995.33511;A
2013;21;11;DIVORCIOS;945.06566;A
2013;21;10;DIVORCIOS;945.06566;A
2013;21;1;DIVORCIOS;945.06566;A
2013;21;22;DIVORCIOS;50.26945;A
2013;21;20;DIVORCIOS;37.34302;A
2013;21;2;DIVORCIOS;20.10778;A
2013;21;3;DIVORCIOS;17.23524;A
2013;21;30;DIVORCIOS;12.92643;A
2013;21;4;DIVORCIOS;8.61762;A
2013;21;5;DIVORCIOS;4.30881;A
2013;23;00;DIVORCIOS;1155.71547;A
2013;23;11;DIVORCIOS;1080.92558;A
2013;23;10;DIVORCIOS;1080.92558;A
2013;23;1;DIVORCIOS;1080.92558;A
2013;23;22;DIVORCIOS;74.78989;A
2013;23;20;DIVORCIOS;62.08972;A
2013;23;2;DIVORCIOS;32.45599;A
2013;23;3;DIVORCIOS;29.63373;A
2013;23;30;DIVORCIOS;12.70017;A
2013;23;4;DIVORCIOS;11.28904;A
2013;23;5;DIVORCIOS;1.41113;A
2013;29;00;DIVORCIOS;3581.6334;A
2013;29;11;DIVORCIOS;2938.2606;A
2013;29;10;DIVORCIOS;2938.2606;A
2013;29;1;DIVORCIOS;2938.2606;A
2013;29;22;DIVORCIOS;643.3728;A
2013;29;20;DIVORCIOS;462.4242;A
2013;29;2;DIVORCIOS;215.415;A
2013;29;3;DIVORCIOS;247.0092;A
2013;29;30;DIVORCIOS;180.9486;A
2013;29;4;DIVORCIOS;112.0158;A
2013;29;5;DIVORCIOS;68.9328;A
2013;41;00;DIVORCIOS;3839.365;A
2013;41;11;DIVORCIOS;3544.438;A
2013;41;10;DIVORCIOS;3544.438;A
2013;41;1;DIVORCIOS;3544.438;A
2013;41;22;DIVORCIOS;294.927;A
2013;41;20;DIVORCIOS;237.8015;A
2013;41;2;DIVORCIOS;128.8645;A
2013;41;3;DIVORCIOS;108.937;A
2013;41;30;DIVORCIOS;57.1255;A
2013;41;4;DIVORCIOS;43.8405;A
2013;41;5;DIVORCIOS;13.285;A
2012;C01;00;DIVORCIOS;19100.05171;A
2012;C01;11;DIVORCIOS;17258.22815;A
2012;C01;10;DIVORCIOS;17258.22815;A
2012;C01;1;DIVORCIOS;17258.22815;A
2012;C01;22;DIVORCIOS;1841.82356;A
2012;C01;20;DIVORCIOS;1360.32673;A
2012;C01;2;DIVORCIOS;685.72937;A
2012;C01;3;DIVORCIOS;674.59736;A
2012;C01;30;DIVORCIOS;481.49683;A
2012;C01;4;DIVORCIOS;343.43968;A
2012;C01;5;DIVORCIOS;138.05715;A
2012;04;00;DIVORCIOS;1673.28115;A
2012;04;11;DIVORCIOS;1408.17336;A
2012;04;10;DIVORCIOS;1408.17336;A
2012;04;1;DIVORCIOS;1408.17336;A
2012;04;22;DIVORCIOS;265.10779;A
2012;04;20;DIVORCIOS;190.34644;A
2012;04;2;DIVORCIOS;110.69896;A
2012;04;3;DIVORCIOS;79.64748;A
2012;04;30;DIVORCIOS;74.76135;A
2012;04;4;DIVORCIOS;59.36826;A
2012;04;5;DIVORCIOS;15.39309;A
2012;11;00;DIVORCIOS;2751.43454;A
2012;11;11;DIVORCIOS;2613.0326;A
2012;11;10;DIVORCIOS;2613.0326;A
2012;11;1;DIVORCIOS;2613.0326;A
2012;11;22;DIVORCIOS;138.40194;A
2012;11;20;DIVORCIOS;106.05998;A
2012;11;2;DIVORCIOS;39.69376;A
2012;11;3;DIVORCIOS;66.36622;A
2012;11;30;DIVORCIOS;32.34196;A
2012;11;4;DIVORCIOS;24.02278;A
2012;11;5;DIVORCIOS;8.31918;A
2012;14;00;DIVORCIOS;1519.27045;A
2012;14;11;DIVORCIOS;1430.835;A
2012;14;10;DIVORCIOS;1430.835;A
2012;14;1;DIVORCIOS;1430.835;A
2012;14;22;DIVORCIOS;88.43545;A
2012;14;20;DIVORCIOS;62.89087;A
2012;14;2;DIVORCIOS;31.92088;A
2012;14;3;DIVORCIOS;30.96999;A
2012;14;30;DIVORCIOS;25.54458;A
2012;14;4;DIVORCIOS;21.79986;A
2012;14;5;DIVORCIOS;3.74472;A
2012;18;00;DIVORCIOS;2194.10578;A
2012;18;11;DIVORCIOS;1947.75424;A
2012;18;10;DIVORCIOS;1947.75424;A
2012;18;1;DIVORCIOS;1947.75424;A
2012;18;22;DIVORCIOS;246.35154;A
2012;18;20;DIVORCIOS;204.1185;A
2012;18;2;DIVORCIOS;116.97968;A
2012;18;3;DIVORCIOS;87.13882;A
2012;18;30;DIVORCIOS;42.23304;A
2012;18;4;DIVORCIOS;36.89052;A
2012;18;5;DIVORCIOS;5.34252;A
2012;21;00;DIVORCIOS;1090.26737;A
2012;21;11;DIVORCIOS;1044.37038;A
2012;21;10;DIVORCIOS;1044.37038;A
2012;21;1;DIVORCIOS;1044.37038;A
2012;21;22;DIVORCIOS;45.89699;A
2012;21;20;DIVORCIOS;34.66328;A
2012;21;2;DIVORCIOS;22.85228;A
2012;21;3;DIVORCIOS;11.811;A
2012;21;30;DIVORCIOS;11.23371;A
2012;21;4;DIVORCIOS;7.09323;A
2012;21;5;DIVORCIOS;4.14048;A
2012;23;00;DIVORCIOS;1282.34085;A
2012;23;11;DIVORCIOS;1221.0704;A
2012;23;10;DIVORCIOS;1221.0704;A
2012;23;1;DIVORCIOS;1221.0704;A
2012;23;22;DIVORCIOS;61.27045;A
2012;23;20;DIVORCIOS;48.8112;A
2012;23;2;DIVORCIOS;24.93946;A
2012;23;3;DIVORCIOS;23.87174;A
2012;23;30;DIVORCIOS;12.45925;A
2012;23;4;DIVORCIOS;7.42164;A
2012;23;5;DIVORCIOS;5.03761;A
2012;29;00;DIVORCIOS;4090.46015;A
2012;29;11;DIVORCIOS;3393.52035;A
2012;29;10;DIVORCIOS;3393.52035;A
2012;29;1;DIVORCIOS;3393.52035;A
2012;29;22;DIVORCIOS;696.9398;A
2012;29;20;DIVORCIOS;472.42826;A
2012;29;2;DIVORCIOS;213.15317;A
2012;29;3;DIVORCIOS;259.27509;A
2012;29;30;DIVORCIOS;224.51154;A
2012;29;4;DIVORCIOS;142.72583;A
2012;29;5;DIVORCIOS;81.78571;A
2012;41;00;DIVORCIOS;4498.89142;A
2012;41;11;DIVORCIOS;4199.47182;A
2012;41;10;DIVORCIOS;4199.47182;A
2012;41;1;DIVORCIOS;4199.47182;A
2012;41;22;DIVORCIOS;299.4196;A
2012;41;20;DIVORCIOS;241.0082;A
2012;41;2;DIVORCIOS;125.49118;A
2012;41;3;DIVORCIOS;115.51702;A
2012;41;30;DIVORCIOS;58.4114;A
2012;41;4;DIVORCIOS;44.11756;A
2012;41;5;DIVORCIOS;14.29384;A
2011;C01;00;DIVORCIOS;18257.58564089;A
2011;C01;11;DIVORCIOS;16552.03276623;A
2011;C01;10;DIVORCIOS;16552.03276623;A
2011;C01;1;DIVORCIOS;16552.03276623;A
2011;C01;22;DIVORCIOS;1705.55287466;A
2011;C01;20;DIVORCIOS;1184.54189462;A
2011;C01;2;DIVORCIOS;589.24132598;A
2011;C01;3;DIVORCIOS;595.30056864;A
2011;C01;30;DIVORCIOS;521.01098004;A
2011;C01;4;DIVORCIOS;403.16645125;A
2011;C01;5;DIVORCIOS;117.84452879;A
2011;04;00;DIVORCIOS;1426.82187464;A
2011;04;11;DIVORCIOS;1156.22364679;A
2011;04;10;DIVORCIOS;1156.22364679;A
2011;04;1;DIVORCIOS;1156.22364679;A
2011;04;22;DIVORCIOS;270.59822785;A
2011;04;20;DIVORCIOS;158.99537814;A
2011;04;2;DIVORCIOS;104.39443599;A
2011;04;3;DIVORCIOS;54.60094215;A
2011;04;30;DIVORCIOS;111.60284971;A
2011;04;4;DIVORCIOS;101.18947045;A
2011;04;5;DIVORCIOS;10.41337926;A
2011;11;00;DIVORCIOS;2822.48660103;A
2011;11;11;DIVORCIOS;2698.50060147;A
2011;11;10;DIVORCIOS;2698.50060147;A
2011;11;1;DIVORCIOS;2698.50060147;A
2011;11;22;DIVORCIOS;123.98599956;A
2011;11;20;DIVORCIOS;102.31047471;A
2011;11;2;DIVORCIOS;48.77743848;A
2011;11;3;DIVORCIOS;53.53303623;A
2011;11;30;DIVORCIOS;21.67552485;A
2011;11;4;DIVORCIOS;21.67552485;A
2011;14;00;DIVORCIOS;1607.8291226;A
2011;14;11;DIVORCIOS;1530.33961456;A
2011;14;10;DIVORCIOS;1530.33961456;A
2011;14;1;DIVORCIOS;1530.33961456;A
2011;14;22;DIVORCIOS;77.48950804;A
2011;14;20;DIVORCIOS;62.4875592;A
2011;14;2;DIVORCIOS;23.35535114;A
2011;14;3;DIVORCIOS;39.13220806;A
2011;14;30;DIVORCIOS;15.00194884;A
2011;14;4;DIVORCIOS;12.74825134;A
2011;14;5;DIVORCIOS;2.2536975;A
2011;18;00;DIVORCIOS;2058.63585768;A
2011;18;11;DIVORCIOS;1876.85929792;A
2011;18;10;DIVORCIOS;1876.85929792;A
2011;18;1;DIVORCIOS;1876.85929792;A
2011;18;22;DIVORCIOS;181.77655976;A
2011;18;20;DIVORCIOS;132.59309232;A
2011;18;2;DIVORCIOS;74.45246836;A
2011;18;3;DIVORCIOS;58.14062396;A
2011;18;30;DIVORCIOS;49.18346744;A
2011;18;4;DIVORCIOS;42.65872968;A
2011;18;5;DIVORCIOS;6.52473776;A
2011;21;00;DIVORCIOS;976.40048302;A
2011;21;11;DIVORCIOS;917.69792281;A
2011;21;10;DIVORCIOS;917.69792281;A
2011;21;1;DIVORCIOS;917.69792281;A
2011;21;22;DIVORCIOS;58.70256021;A
2011;21;20;DIVORCIOS;38.85038757;A
2011;21;2;DIVORCIOS;25.46125809;A
2011;21;3;DIVORCIOS;13.38912948;A
2011;21;30;DIVORCIOS;19.85217264;A
2011;21;4;DIVORCIOS;14.80853846;A
2011;21;5;DIVORCIOS;5.04363418;A
2011;23;00;DIVORCIOS;1223.16206129;A
2011;23;11;DIVORCIOS;1158.66816007;A
2011;23;10;DIVORCIOS;1158.66816007;A
2011;23;1;DIVORCIOS;1158.66816007;A
2011;23;22;DIVORCIOS;64.49390122;A
2011;23;20;DIVORCIOS;49.13102638;A
2011;23;2;DIVORCIOS;23.85031367;A
2011;23;3;DIVORCIOS;25.28071271;A
2011;23;30;DIVORCIOS;15.36287484;A
2011;23;4;DIVORCIOS;14.09495541;A
2011;23;5;DIVORCIOS;1.26791943;A
2011;29;00;DIVORCIOS;3827.02436747;A
2011;29;11;DIVORCIOS;3168.30415595;A
2011;29;10;DIVORCIOS;3168.30415595;A
2011;29;1;DIVORCIOS;3168.30415595;A
2011;29;22;DIVORCIOS;658.72021152;A
2011;29;20;DIVORCIOS;424.64346596;A
2011;29;2;DIVORCIOS;192.97248933;A
2011;29;3;DIVORCIOS;231.67097663;A
2011;29;30;DIVORCIOS;234.07674556;A
2011;29;4;DIVORCIOS;157.08119118;A
2011;29;5;DIVORCIOS;76.99555438;A
2011;41;00;DIVORCIOS;4315.22527316;A
2011;41;11;DIVORCIOS;4045.43936666;A
2011;41;10;DIVORCIOS;4045.43936666;A
2011;41;1;DIVORCIOS;4045.43936666;A
2011;41;22;DIVORCIOS;269.7859065;A
2011;41;20;DIVORCIOS;215.53051034;A
2011;41;2;DIVORCIOS;95.97757092;A
2011;41;3;DIVORCIOS;119.55293942;A
2011;41;30;DIVORCIOS;54.25539616;A
2011;41;4;DIVORCIOS;38.90978988;A
2011;41;5;DIVORCIOS;15.34560628;A
2010;C01;00;DIVORCIOS;18373.44232079;A
2010;C01;11;DIVORCIOS;16801.77228822;A
2010;C01;10;DIVORCIOS;16801.77228822;A
2010;C01;1;DIVORCIOS;16801.77228822;A
2010;C01;22;DIVORCIOS;1571.67003257;A
2010;C01;20;DIVORCIOS;1571.67003257;A
2010;C01;2;DIVORCIOS;1147.09138578;A
2010;C01;3;DIVORCIOS;424.57864679;A
2010;04;00;DIVORCIOS;1362.40772485;A
2010;04;11;DIVORCIOS;1158.86289418;A
2010;04;10;DIVORCIOS;1158.86289418;A
2010;04;1;DIVORCIOS;1158.86289418;A
2010;04;22;DIVORCIOS;203.54483067;A
2010;04;20;DIVORCIOS;203.54483067;A
2010;04;2;DIVORCIOS;126.39459315;A
2010;04;3;DIVORCIOS;77.15023752;A
2010;11;00;DIVORCIOS;2718.61775842;A
2010;11;11;DIVORCIOS;2593.35601474;A
2010;11;10;DIVORCIOS;2593.35601474;A
2010;11;1;DIVORCIOS;2593.35601474;A
2010;11;22;DIVORCIOS;125.26174368;A
2010;11;20;DIVORCIOS;125.26174368;A
2010;11;2;DIVORCIOS;110.41189272;A
2010;11;3;DIVORCIOS;14.84985096;A
2010;14;00;DIVORCIOS;1659.02026916;A
2010;14;11;DIVORCIOS;1585.79593964;A
2010;14;10;DIVORCIOS;1585.79593964;A
2010;14;1;DIVORCIOS;1585.79593964;A
2010;14;22;DIVORCIOS;73.22432952;A
2010;14;20;DIVORCIOS;73.22432952;A
2010;14;2;DIVORCIOS;56.23049951;A
2010;14;3;DIVORCIOS;16.99383001;A
2010;18;00;DIVORCIOS;2005.38373943;A
2010;18;11;DIVORCIOS;1855.97469371;A
2010;18;10;DIVORCIOS;1855.97469371;A
2010;18;1;DIVORCIOS;1855.97469371;A
2010;18;22;DIVORCIOS;149.40904572;A
2010;18;20;DIVORCIOS;149.40904572;A
2010;18;2;DIVORCIOS;112.85586514;A
2010;18;3;DIVORCIOS;36.55318058;A
2010;21;00;DIVORCIOS;992.51673019;A
2010;21;11;DIVORCIOS;931.11628971;A
2010;21;10;DIVORCIOS;931.11628971;A
2010;21;1;DIVORCIOS;931.11628971;A
2010;21;22;DIVORCIOS;61.40044048;A
2010;21;20;DIVORCIOS;61.40044048;A
2010;21;2;DIVORCIOS;47.72020165;A
2010;21;3;DIVORCIOS;13.68023883;A
2010;23;00;DIVORCIOS;1193.6878551;A
2010;23;11;DIVORCIOS;1150.05839372;A
2010;23;10;DIVORCIOS;1150.05839372;A
2010;23;1;DIVORCIOS;1150.05839372;A
2010;23;22;DIVORCIOS;43.62946138;A
2010;23;20;DIVORCIOS;43.62946138;A
2010;23;2;DIVORCIOS;36.72302004;A
2010;23;3;DIVORCIOS;6.90644134;A
2010;29;00;DIVORCIOS;3876.9745934;A
2010;29;11;DIVORCIOS;3253.52142846;A
2010;29;10;DIVORCIOS;3253.52142846;A
2010;29;1;DIVORCIOS;3253.52142846;A
2010;29;22;DIVORCIOS;623.45316494;A
2010;29;20;DIVORCIOS;623.45316494;A
2010;29;2;DIVORCIOS;419.66845522;A
2010;29;3;DIVORCIOS;203.78470972;A
2010;41;00;DIVORCIOS;4564.83365024;A
2010;41;11;DIVORCIOS;4273.08663406;A
2010;41;10;DIVORCIOS;4273.08663406;A
2010;41;1;DIVORCIOS;4273.08663406;A
2010;41;22;DIVORCIOS;291.74701618;A
2010;41;20;DIVORCIOS;291.74701618;A
2010;41;2;DIVORCIOS;237.08685835;A
2010;41;3;DIVORCIOS;54.66015783;A
2009;C01;00;DIVORCIOS;17493.840001105;A
2009;C01;11;DIVORCIOS;16026.834527931;A
2009;C01;10;DIVORCIOS;16026.834527931;A
2009;C01;1;DIVORCIOS;16026.834527931;A
2009;C01;22;DIVORCIOS;1467.005473174;A
2009;C01;20;DIVORCIOS;1078.223561632;A
2009;C01;2;DIVORCIOS;534.771443261;A
2009;C01;3;DIVORCIOS;543.452118371;A
2009;C01;30;DIVORCIOS;388.781911542;A
2009;C01;4;DIVORCIOS;291.188835263;A
2009;C01;5;DIVORCIOS;97.593076279;A
2009;04;00;DIVORCIOS;1275.959999958;A
2009;04;11;DIVORCIOS;1086.424375206;A
2009;04;10;DIVORCIOS;1086.424375206;A
2009;04;1;DIVORCIOS;1086.424375206;A
2009;04;22;DIVORCIOS;189.535624752;A
2009;04;20;DIVORCIOS;112.633096672;A
2009;04;2;DIVORCIOS;76.010948688;A
2009;04;3;DIVORCIOS;36.622147984;A
2009;04;30;DIVORCIOS;76.90252808;A
2009;04;4;DIVORCIOS;68.74350694;A
2009;04;5;DIVORCIOS;8.15902114;A
2009;11;00;DIVORCIOS;2773.590000972;A
2009;11;11;DIVORCIOS;2674.352253789;A
2009;11;10;DIVORCIOS;2674.352253789;A
2009;11;1;DIVORCIOS;2674.352253789;A
2009;11;22;DIVORCIOS;99.237747183;A
2009;11;20;DIVORCIOS;84.239955955;A
2009;11;2;DIVORCIOS;40.479033346;A
2009;11;3;DIVORCIOS;43.760922609;A
2009;11;30;DIVORCIOS;14.997791228;A
2009;11;4;DIVORCIOS;10.290421096;A
2009;11;5;DIVORCIOS;4.707370132;A
2009;14;00;DIVORCIOS;1537.74000012;A
2009;14;11;DIVORCIOS;1455.034407697;A
2009;14;10;DIVORCIOS;1455.034407697;A
2009;14;1;DIVORCIOS;1455.034407697;A
2009;14;22;DIVORCIOS;82.705592423;A
2009;14;20;DIVORCIOS;61.137061615;A
2009;14;2;DIVORCIOS;37.568530808;A
2009;14;3;DIVORCIOS;23.568530807;A
2009;14;30;DIVORCIOS;21.568530808;A
2009;14;4;DIVORCIOS;17.872464457;A
2009;14;5;DIVORCIOS;3.696066351;A
2009;18;00;DIVORCIOS;1967.070000359;A
2009;18;11;DIVORCIOS;1803.936352634;A
2009;18;10;DIVORCIOS;1803.936352634;A
2009;18;1;DIVORCIOS;1803.936352634;A
2009;18;22;DIVORCIOS;163.133647725;A
2009;18;20;DIVORCIOS;131.071116975;A
2009;18;2;DIVORCIOS;69.120225735;A
2009;18;3;DIVORCIOS;61.95089124;A
2009;18;30;DIVORCIOS;32.06253075;A
2009;18;4;DIVORCIOS;29.86081885;A
2009;18;5;DIVORCIOS;2.2017119;A
2009;21;00;DIVORCIOS;1012.380000091;A
2009;21;11;DIVORCIOS;948.980239182;A
2009;21;10;DIVORCIOS;948.980239182;A
2009;21;1;DIVORCIOS;948.980239182;A
2009;21;22;DIVORCIOS;63.399760909;A
2009;21;20;DIVORCIOS;49.718560011;A
2009;21;2;DIVORCIOS;29.371989792;A
2009;21;3;DIVORCIOS;20.346570219;A
2009;21;30;DIVORCIOS;13.681200898;A
2009;21;4;DIVORCIOS;12.501175772;A
2009;21;5;DIVORCIOS;1.180025126;A
2009;23;00;DIVORCIOS;1122.459999905;A
2009;23;11;DIVORCIOS;1093.062668513;A
2009;23;10;DIVORCIOS;1093.062668513;A
2009;23;1;DIVORCIOS;1093.062668513;A
2009;23;22;DIVORCIOS;29.397331392;A
2009;23;20;DIVORCIOS;24.105627904;A
2009;23;2;DIVORCIOS;7.570203488;A
2009;23;3;DIVORCIOS;16.535424416;A
2009;23;30;DIVORCIOS;5.291703488;A
2009;23;4;DIVORCIOS;4.152453488;A
2009;23;5;DIVORCIOS;1.13925;A
2009;29;00;DIVORCIOS;3607.690000055;A
2009;29;11;DIVORCIOS;2994.47098066;A
2009;29;10;DIVORCIOS;2994.47098066;A
2009;29;1;DIVORCIOS;2994.47098066;A
2009;29;22;DIVORCIOS;613.219019395;A
2009;29;20;DIVORCIOS;421.520860825;A
2009;29;2;DIVORCIOS;179.714449204;A
2009;29;3;DIVORCIOS;241.806411621;A
2009;29;30;DIVORCIOS;191.69815857;A
2009;29;4;DIVORCIOS;126.77961174;A
2009;29;5;DIVORCIOS;64.91854683;A
2009;41;00;DIVORCIOS;4196.949999645;A
2009;41;11;DIVORCIOS;3970.57325025;A
2009;41;10;DIVORCIOS;3970.57325025;A
2009;41;1;DIVORCIOS;3970.57325025;A
2009;41;22;DIVORCIOS;226.376749395;A
2009;41;20;DIVORCIOS;193.797281675;A
2009;41;2;DIVORCIOS;94.9360622;A
2009;41;3;DIVORCIOS;98.861219475;A
2009;41;30;DIVORCIOS;32.57946772;A
2009;41;4;DIVORCIOS;20.98838292;A
2009;41;5;DIVORCIOS;11.5910848;A
2008;C01;00;DIVORCIOS;19784.701197956;A
2008;C01;11;DIVORCIOS;18129.391335934;A
2008;C01;10;DIVORCIOS;18129.391335934;A
2008;C01;1;DIVORCIOS;18129.391335934;A
2008;C01;22;DIVORCIOS;1620.69628816;A
2008;C01;20;DIVORCIOS;1168.456436589;A
2008;C01;2;DIVORCIOS;625.191433685;A
2008;C01;3;DIVORCIOS;543.265002904;A
2008;C01;30;DIVORCIOS;452.239851571;A
2008;C01;4;DIVORCIOS;358.770774381;A
2008;C01;5;DIVORCIOS;93.46907719;A
2008;C01;NC0;DIVORCIOS;34.613573862;A
2008;C01;NC;DIVORCIOS;34.613573862;A
2008;04;00;DIVORCIOS;1459.899390218;A
2008;04;11;DIVORCIOS;1274.213004056;A
2008;04;10;DIVORCIOS;1274.213004056;A
2008;04;1;DIVORCIOS;1274.213004056;A
2008;04;22;DIVORCIOS;175.774798717;A
2008;04;20;DIVORCIOS;105.364047794;A
