TEMPORAL;TERRITORIO;TIPOMATRIMONIO;INDICATOR;OBS_VALUE;FREQ
2005;11;00;DIVORCIOS;1642.999986;A
2005;11;1;DIVORCIOS;1642.999986;A
2005;14;00;DIVORCIOS;939.000159;A
2005;14;1;DIVORCIOS;939.000159;A
2005;18;00;DIVORCIOS;959.000189;A
2005;18;1;DIVORCIOS;959.000189;A
2005;21;00;DIVORCIOS;726.999975;A
2005;21;1;DIVORCIOS;726.999975;A
2005;23;00;DIVORCIOS;636.999935;A
2005;23;1;DIVORCIOS;636.999935;A
2005;29;00;DIVORCIOS;2312.000002;A
2005;29;1;DIVORCIOS;2312.000002;A
2005;41;00;DIVORCIOS;2697.999936;A
2005;41;1;DIVORCIOS;2697.999936;A
2004;C01;00;DIVORCIOS;7744.999297;A
2004;C01;1;DIVORCIOS;7744.999297;A
2004;04;00;DIVORCIOS;623.000146;A
2004;04;1;DIVORCIOS;623.000146;A
2004;11;00;DIVORCIOS;1177.000044;A
2004;11;1;DIVORCIOS;1177.000044;A
2004;14;00;DIVORCIOS;607.00024;A
2004;14;1;DIVORCIOS;607.00024;A
2004;18;00;DIVORCIOS;873.000025;A
2004;18;1;DIVORCIOS;873.000025;A
2004;21;00;DIVORCIOS;473.000077;A
2004;21;1;DIVORCIOS;473.000077;A
2004;23;00;DIVORCIOS;411.9999;A
2004;23;1;DIVORCIOS;411.9999;A
2004;29;00;DIVORCIOS;1704.999483;A
2004;29;1;DIVORCIOS;1704.999483;A
2004;41;00;DIVORCIOS;1874.999382;A
2004;41;1;DIVORCIOS;1874.999382;A
2003;C01;00;DIVORCIOS;6791.000174;A
2003;C01;1;DIVORCIOS;6791.000174;A
2003;04;00;DIVORCIOS;513.000075;A
2003;04;1;DIVORCIOS;513.000075;A
2003;11;00;DIVORCIOS;1006.00038;A
2003;11;1;DIVORCIOS;1006.00038;A
2003;14;00;DIVORCIOS;567.99999;A
2003;14;1;DIVORCIOS;567.99999;A
2003;18;00;DIVORCIOS;787.999854;A
2003;18;1;DIVORCIOS;787.999854;A
2003;21;00;DIVORCIOS;439.999954;A
2003;21;1;DIVORCIOS;439.999954;A
2003;23;00;DIVORCIOS;408.000085;A
2003;23;1;DIVORCIOS;408.000085;A
2003;29;00;DIVORCIOS;1500.999744;A
2003;29;1;DIVORCIOS;1500.999744;A
2003;41;00;DIVORCIOS;1567.000092;A
2003;41;1;DIVORCIOS;1567.000092;A
2002;C01;00;DIVORCIOS;6363.999709;A
2002;C01;1;DIVORCIOS;6363.999709;A
2002;04;00;DIVORCIOS;462.9999;A
2002;04;1;DIVORCIOS;462.9999;A
2002;11;00;DIVORCIOS;957.999859;A
2002;11;1;DIVORCIOS;957.999859;A
2002;14;00;DIVORCIOS;493.999804;A
2002;14;1;DIVORCIOS;493.999804;A
2002;18;00;DIVORCIOS;746.999952;A
2002;18;1;DIVORCIOS;746.999952;A
2002;21;00;DIVORCIOS;333.0;A
2002;21;1;DIVORCIOS;333.0;A
2002;23;00;DIVORCIOS;356.999936;A
2002;23;1;DIVORCIOS;356.999936;A
2002;29;00;DIVORCIOS;1505.000544;A
2002;29;1;DIVORCIOS;1505.000544;A
2002;41;00;DIVORCIOS;1506.999714;A
2002;41;1;DIVORCIOS;1506.999714;A
2001;C01;00;DIVORCIOS;5750.999337;A
2001;C01;1;DIVORCIOS;5750.999337;A
2001;04;00;DIVORCIOS;423.999939;A
2001;04;1;DIVORCIOS;423.999939;A
2001;11;00;DIVORCIOS;862.99983;A
2001;11;1;DIVORCIOS;862.99983;A
2001;14;00;DIVORCIOS;500.000085;A
2001;14;1;DIVORCIOS;500.000085;A
2001;18;00;DIVORCIOS;630.000204;A
2001;18;1;DIVORCIOS;630.000204;A
2001;21;00;DIVORCIOS;327.999998;A
2001;21;1;DIVORCIOS;327.999998;A
2001;23;00;DIVORCIOS;297.999919;A
2001;23;1;DIVORCIOS;297.999919;A
2001;29;00;DIVORCIOS;1340.999712;A
2001;29;1;DIVORCIOS;1340.999712;A
2001;41;00;DIVORCIOS;1366.99965;A
2001;41;1;DIVORCIOS;1366.99965;A
2000;C01;00;DIVORCIOS;5740.00032;A
2000;C01;1;DIVORCIOS;5740.00032;A
2000;04;00;DIVORCIOS;411.0;A
2000;04;1;DIVORCIOS;411.0;A
2000;11;00;DIVORCIOS;936.000311;A
2000;11;1;DIVORCIOS;936.000311;A
2000;14;00;DIVORCIOS;464.000102;A
2000;14;1;DIVORCIOS;464.000102;A
2000;18;00;DIVORCIOS;665.999884;A
2000;18;1;DIVORCIOS;665.999884;A
2000;21;00;DIVORCIOS;376.999989;A
2000;21;1;DIVORCIOS;376.999989;A
2000;23;00;DIVORCIOS;255.999936;A
2000;23;1;DIVORCIOS;255.999936;A
2000;29;00;DIVORCIOS;1409.0005;A
2000;29;1;DIVORCIOS;1409.0005;A
2000;41;00;DIVORCIOS;1220.999598;A
2000;41;1;DIVORCIOS;1220.999598;A
1999;C01;00;DIVORCIOS;5117.000106;A
1999;C01;1;DIVORCIOS;5117.000106;A
1999;04;00;DIVORCIOS;386.000076;A
1999;04;1;DIVORCIOS;386.000076;A
1999;11;00;DIVORCIOS;839.999809;A
1999;11;1;DIVORCIOS;839.999809;A
1999;14;00;DIVORCIOS;382.999968;A
1999;14;1;DIVORCIOS;382.999968;A
1999;18;00;DIVORCIOS;575.999946;A
1999;18;1;DIVORCIOS;575.999946;A
1999;21;00;DIVORCIOS;300.00003;A
1999;21;1;DIVORCIOS;300.00003;A
1999;23;00;DIVORCIOS;301.999996;A
1999;23;1;DIVORCIOS;301.999996;A
1999;29;00;DIVORCIOS;1150.000369;A
1999;29;1;DIVORCIOS;1150.000369;A
1999;41;00;DIVORCIOS;1179.999912;A
1999;41;1;DIVORCIOS;1179.999912;A
1998;C01;00;DIVORCIOS;5076.99993;A
1998;C01;1;DIVORCIOS;5076.99993;A
1998;04;00;DIVORCIOS;367.000102;A
1998;04;1;DIVORCIOS;367.000102;A
1998;11;00;DIVORCIOS;769.999972;A
1998;11;1;DIVORCIOS;769.999972;A
1998;14;00;DIVORCIOS;430.999854;A
1998;14;1;DIVORCIOS;430.999854;A
1998;18;00;DIVORCIOS;552.0;A
1998;18;1;DIVORCIOS;552.0;A
1998;21;00;DIVORCIOS;309.0;A
1998;21;1;DIVORCIOS;309.0;A
1998;23;00;DIVORCIOS;301.999984;A
1998;23;1;DIVORCIOS;301.999984;A
1998;29;00;DIVORCIOS;1159.999858;A
1998;29;1;DIVORCIOS;1159.999858;A
1998;41;00;DIVORCIOS;1186.00016;A
1998;41;1;DIVORCIOS;1186.00016;A
2020;C01;00;SEPARACIONES;569.10667;A
2020;C01;1;SEPARACIONES;569.10667;A
2020;04;00;SEPARACIONES;32.35418;A
2020;04;1;SEPARACIONES;32.35418;A
2020;11;00;SEPARACIONES;91.37225;A
2020;11;1;SEPARACIONES;91.37225;A
2020;14;00;SEPARACIONES;55.28281;A
2020;14;1;SEPARACIONES;55.28281;A
2020;18;00;SEPARACIONES;68.52691;A
2020;18;1;SEPARACIONES;68.52691;A
2020;21;00;SEPARACIONES;18.33693;A
2020;21;1;SEPARACIONES;18.33693;A
2020;23;00;SEPARACIONES;35.30201;A
2020;23;1;SEPARACIONES;35.30201;A
2020;29;00;SEPARACIONES;142.65563;A
2020;29;1;SEPARACIONES;142.65563;A
2020;41;00;SEPARACIONES;125.27595;A
2020;41;1;SEPARACIONES;125.27595;A
2019;C01;00;SEPARACIONES;731.04555;A
2019;C01;1;SEPARACIONES;731.04555;A
2019;04;00;SEPARACIONES;36.5805;A
2019;04;1;SEPARACIONES;36.5805;A
2019;11;00;SEPARACIONES;117.39034;A
2019;11;1;SEPARACIONES;117.39034;A
2019;14;00;SEPARACIONES;71.72973;A
2019;14;1;SEPARACIONES;71.72973;A
2019;18;00;SEPARACIONES;60.09424;A
2019;18;1;SEPARACIONES;60.09424;A
2019;21;00;SEPARACIONES;28.45104;A
2019;21;1;SEPARACIONES;28.45104;A
2019;23;00;SEPARACIONES;53.24972;A
2019;23;1;SEPARACIONES;53.24972;A
2019;29;00;SEPARACIONES;201.02437;A
2019;29;1;SEPARACIONES;201.02437;A
2019;41;00;SEPARACIONES;162.52561;A
2019;41;1;SEPARACIONES;162.52561;A
2018;C01;00;SEPARACIONES;820.8281;A
2018;C01;1;SEPARACIONES;814.6892;A
2018;C01;23;SEPARACIONES;6.1389;A
2018;C01;2;SEPARACIONES;4.0046;A
2018;C01;3;SEPARACIONES;2.1343;A
2018;04;00;SEPARACIONES;26.8855;A
2018;04;1;SEPARACIONES;26.8855;A
2018;11;00;SEPARACIONES;131.8558;A
2018;11;1;SEPARACIONES;131.8558;A
2018;14;00;SEPARACIONES;94.772;A
2018;14;1;SEPARACIONES;94.772;A
2018;18;00;SEPARACIONES;120.6111;A
2018;18;1;SEPARACIONES;120.6111;A
2018;21;00;SEPARACIONES;27.635;A
2018;21;1;SEPARACIONES;27.635;A
2018;23;00;SEPARACIONES;86.754;A
2018;23;1;SEPARACIONES;84.2185;A
2018;23;23;SEPARACIONES;2.5355;A
2018;23;2;SEPARACIONES;2.5355;A
2018;29;00;SEPARACIONES;134.7646;A
2018;29;1;SEPARACIONES;134.7646;A
2018;41;00;SEPARACIONES;197.5501;A
2018;41;1;SEPARACIONES;193.9467;A
2018;41;23;SEPARACIONES;3.6034;A
2018;41;2;SEPARACIONES;1.4691;A
2018;41;3;SEPARACIONES;2.1343;A
2017;C01;00;SEPARACIONES;839.597;A
2017;C01;1;SEPARACIONES;838.2225;A
2017;C01;23;SEPARACIONES;1.3745;A
2017;C01;3;SEPARACIONES;1.3745;A
2017;04;00;SEPARACIONES;35.0423;A
2017;04;1;SEPARACIONES;35.0423;A
2017;11;00;SEPARACIONES;163.034;A
2017;11;1;SEPARACIONES;163.034;A
2017;14;00;SEPARACIONES;92.572;A
2017;14;1;SEPARACIONES;92.572;A
2017;18;00;SEPARACIONES;91.1584;A
2017;18;1;SEPARACIONES;91.1584;A
2017;21;00;SEPARACIONES;32.839;A
2017;21;1;SEPARACIONES;32.839;A
2017;23;00;SEPARACIONES;76.0582;A
2017;23;1;SEPARACIONES;76.0582;A
2017;29;00;SEPARACIONES;159.5805;A
2017;29;1;SEPARACIONES;159.5805;A
2017;41;00;SEPARACIONES;189.3126;A
2017;41;1;SEPARACIONES;187.9381;A
2017;41;23;SEPARACIONES;1.3745;A
2017;41;3;SEPARACIONES;1.3745;A
2016;C01;00;SEPARACIONES;902.9587;A
2016;C01;1;SEPARACIONES;898.2299;A
2016;C01;23;SEPARACIONES;4.7288;A
2016;C01;2;SEPARACIONES;3.0;A
2016;C01;3;SEPARACIONES;1.7288;A
2016;04;00;SEPARACIONES;42.5671;A
2016;04;1;SEPARACIONES;42.5671;A
2016;11;00;SEPARACIONES;139.4344;A
2016;11;1;SEPARACIONES;138.4344;A
2016;11;23;SEPARACIONES;1.0;A
2016;11;2;SEPARACIONES;1.0;A
2016;14;00;SEPARACIONES;115.2214;A
2016;14;1;SEPARACIONES;115.2214;A
2016;18;00;SEPARACIONES;106.728;A
2016;18;1;SEPARACIONES;104.9992;A
2016;18;23;SEPARACIONES;1.7288;A
2016;18;3;SEPARACIONES;1.7288;A
2016;21;00;SEPARACIONES;50.6884;A
2016;21;1;SEPARACIONES;49.6884;A
2016;21;23;SEPARACIONES;1.0;A
2016;21;2;SEPARACIONES;1.0;A
2016;23;00;SEPARACIONES;72.7504;A
2016;23;1;SEPARACIONES;72.7504;A
2016;29;00;SEPARACIONES;172.0624;A
2016;29;1;SEPARACIONES;171.0624;A
2016;29;23;SEPARACIONES;1.0;A
2016;29;2;SEPARACIONES;1.0;A
2016;41;00;SEPARACIONES;203.5066;A
2016;41;1;SEPARACIONES;203.5066;A
2015;C01;00;SEPARACIONES;899.1127;A
2015;C01;1;SEPARACIONES;897.3937;A
2015;C01;23;SEPARACIONES;1.719;A
2015;C01;2;SEPARACIONES;1.719;A
2015;04;00;SEPARACIONES;56.0604;A
2015;04;1;SEPARACIONES;56.0604;A
2015;11;00;SEPARACIONES;133.4995;A
2015;11;1;SEPARACIONES;133.4995;A
2015;14;00;SEPARACIONES;117.3954;A
2015;14;1;SEPARACIONES;117.3954;A
2015;18;00;SEPARACIONES;108.1972;A
2015;18;1;SEPARACIONES;106.4782;A
2015;18;23;SEPARACIONES;1.719;A
2015;18;2;SEPARACIONES;1.719;A
2015;21;00;SEPARACIONES;40.5241;A
2015;21;1;SEPARACIONES;40.5241;A
2015;23;00;SEPARACIONES;81.3217;A
2015;23;1;SEPARACIONES;81.3217;A
2015;29;00;SEPARACIONES;173.1336;A
2015;29;1;SEPARACIONES;173.1336;A
2015;41;00;SEPARACIONES;188.9808;A
2015;41;1;SEPARACIONES;188.9808;A
2014;C01;00;SEPARACIONES;1033.68097;A
2014;C01;1;SEPARACIONES;1032.17814;A
2014;C01;23;SEPARACIONES;1.50283;A
2014;C01;2;SEPARACIONES;1.50283;A
2014;04;00;SEPARACIONES;57.933;A
2014;04;1;SEPARACIONES;57.933;A
2014;11;00;SEPARACIONES;162.30564;A
2014;11;1;SEPARACIONES;160.80281;A
2014;11;23;SEPARACIONES;1.50283;A
2014;11;2;SEPARACIONES;1.50283;A
2014;14;00;SEPARACIONES;113.25196;A
2014;14;1;SEPARACIONES;113.25196;A
2014;18;00;SEPARACIONES;138.23355;A
2014;18;1;SEPARACIONES;138.23355;A
2014;21;00;SEPARACIONES;57.99901;A
2014;21;1;SEPARACIONES;57.99901;A
2014;23;00;SEPARACIONES;74.8578;A
2014;23;1;SEPARACIONES;74.8578;A
2014;29;00;SEPARACIONES;207.69645;A
2014;29;1;SEPARACIONES;207.69645;A
2014;41;00;SEPARACIONES;221.40356;A
2014;41;1;SEPARACIONES;221.40356;A
2013;C01;00;SEPARACIONES;974.08657;A
2013;C01;1;SEPARACIONES;972.75807;A
2013;C01;23;SEPARACIONES;1.3285;A
2013;C01;3;SEPARACIONES;1.3285;A
2013;04;00;SEPARACIONES;64.0302;A
2013;04;1;SEPARACIONES;64.0302;A
2013;11;00;SEPARACIONES;161.1555;A
2013;11;1;SEPARACIONES;161.1555;A
2013;14;00;SEPARACIONES;97.66512;A
2013;14;1;SEPARACIONES;97.66512;A
2013;18;00;SEPARACIONES;103.65564;A
2013;18;1;SEPARACIONES;103.65564;A
2013;21;00;SEPARACIONES;66.06842;A
2013;21;1;SEPARACIONES;66.06842;A
2013;23;00;SEPARACIONES;88.90119;A
2013;23;1;SEPARACIONES;88.90119;A
2013;29;00;SEPARACIONES;186.693;A
2013;29;1;SEPARACIONES;186.693;A
2013;41;00;SEPARACIONES;205.9175;A
2013;41;1;SEPARACIONES;204.589;A
2013;41;23;SEPARACIONES;1.3285;A
2013;41;3;SEPARACIONES;1.3285;A
2012;C01;00;SEPARACIONES;1325.99833;A
2012;C01;1;SEPARACIONES;1324.99833;A
2012;C01;23;SEPARACIONES;1.0;A
2012;C01;3;SEPARACIONES;1.0;A
2012;04;00;SEPARACIONES;81.0995;A
2012;04;1;SEPARACIONES;81.0995;A
2012;11;00;SEPARACIONES;217.75166;A
2012;11;1;SEPARACIONES;217.75166;A
2012;14;00;SEPARACIONES;108.2448;A
2012;14;1;SEPARACIONES;108.2448;A
2012;18;00;SEPARACIONES;139.01817;A
2012;18;1;SEPARACIONES;139.01817;A
2012;21;00;SEPARACIONES;60.6245;A
2012;21;1;SEPARACIONES;60.6245;A
2012;23;00;SEPARACIONES;141.41699;A
2012;23;1;SEPARACIONES;141.41699;A
2012;29;00;SEPARACIONES;271.91439;A
2012;29;1;SEPARACIONES;271.91439;A
2012;41;00;SEPARACIONES;305.92832;A
2012;41;1;SEPARACIONES;304.92832;A
2012;41;23;SEPARACIONES;1.0;A
2012;41;3;SEPARACIONES;1.0;A
2011;C01;00;SEPARACIONES;1399.03667512;A
2011;C01;1;SEPARACIONES;1399.03667512;A
2011;04;00;SEPARACIONES;85.45557379;A
2011;04;1;SEPARACIONES;85.45557379;A
2011;11;00;SEPARACIONES;246.54489022;A
2011;11;1;SEPARACIONES;246.54489022;A
2011;14;00;SEPARACIONES;180.74680224;A
2011;14;1;SEPARACIONES;180.74680224;A
2011;18;00;SEPARACIONES;166.89356225;A
2011;18;1;SEPARACIONES;166.89356225;A
2011;21;00;SEPARACIONES;59.07766582;A
2011;21;1;SEPARACIONES;59.07766582;A
2011;23;00;SEPARACIONES;112.55728429;A
2011;23;1;SEPARACIONES;112.55728429;A
2011;29;00;SEPARACIONES;242.68781176;A
2011;29;1;SEPARACIONES;242.68781176;A
2011;41;00;SEPARACIONES;305.07308475;A
2011;41;1;SEPARACIONES;305.07308475;A
2010;C01;00;SEPARACIONES;1530.47424568;A
2010;C01;1;SEPARACIONES;1530.47424568;A
2010;04;00;SEPARACIONES;67.26164627;A
2010;04;1;SEPARACIONES;67.26164627;A
2010;11;00;SEPARACIONES;276.67635717;A
2010;11;1;SEPARACIONES;276.67635717;A
2010;14;00;SEPARACIONES;201.9348937;A
2010;14;1;SEPARACIONES;201.9348937;A
2010;18;00;SEPARACIONES;185.5777762;A
2010;18;1;SEPARACIONES;185.5777762;A
2010;21;00;SEPARACIONES;67.9660588;A
2010;21;1;SEPARACIONES;67.9660588;A
2010;23;00;SEPARACIONES;120.14646873;A
2010;23;1;SEPARACIONES;120.14646873;A
2010;29;00;SEPARACIONES;269.07493748;A
2010;29;1;SEPARACIONES;269.07493748;A
2010;41;00;SEPARACIONES;341.83610733;A
2010;41;1;SEPARACIONES;341.83610733;A
2009;C01;00;SEPARACIONES;1592.640000016;A
2009;C01;1;SEPARACIONES;1590.640000016;A
2009;C01;23;SEPARACIONES;2.0;A
2009;C01;2;SEPARACIONES;2.0;A
2009;04;00;SEPARACIONES;82.4700000021;A
2009;04;1;SEPARACIONES;82.4700000021;A
2009;11;00;SEPARACIONES;275.3500000001;A
2009;11;1;SEPARACIONES;275.3500000001;A
2009;14;00;SEPARACIONES;191.580000002;A
2009;14;1;SEPARACIONES;191.580000002;A
2009;18;00;SEPARACIONES;187.1600000002;A
2009;18;1;SEPARACIONES;187.1600000002;A
2009;21;00;SEPARACIONES;80.0000000014;A
2009;21;1;SEPARACIONES;80.0000000014;A
2009;23;00;SEPARACIONES;140.120000003;A
2009;23;1;SEPARACIONES;140.120000003;A
2009;29;00;SEPARACIONES;262.8999999998;A
2009;29;1;SEPARACIONES;261.8999999998;A
2009;29;23;SEPARACIONES;1.0;A
2009;29;2;SEPARACIONES;1.0;A
2009;41;00;SEPARACIONES;373.0600000074;A
2009;41;1;SEPARACIONES;372.0600000074;A
2009;41;23;SEPARACIONES;1.0;A
2009;41;2;SEPARACIONES;1.0;A
2008;C01;00;SEPARACIONES;1692.7371674121;A
2008;C01;1;SEPARACIONES;1692.7371674121;A
2008;04;00;SEPARACIONES;96.2877203913;A
2008;04;1;SEPARACIONES;96.2877203913;A
2008;11;00;SEPARACIONES;285.8106521385;A
2008;11;1;SEPARACIONES;285.8106521385;A
2008;14;00;SEPARACIONES;227.038028358;A
2008;14;1;SEPARACIONES;227.038028358;A
2008;18;00;SEPARACIONES;182.40095509;A
2008;18;1;SEPARACIONES;182.40095509;A
2008;21;00;SEPARACIONES;100.3696713296;A
2008;21;1;SEPARACIONES;100.3696713296;A
2008;23;00;SEPARACIONES;135.4196187528;A
2008;23;1;SEPARACIONES;135.4196187528;A
2008;29;00;SEPARACIONES;266.3862143614;A
2008;29;1;SEPARACIONES;266.3862143614;A
2008;41;00;SEPARACIONES;399.0243069905;A
2008;41;1;SEPARACIONES;399.0243069905;A
2007;C01;00;SEPARACIONES;2252.190000142;A
2007;C01;1;SEPARACIONES;2252.190000142;A
2007;04;00;SEPARACIONES;121.410000006;A
2007;04;1;SEPARACIONES;121.410000006;A
2007;11;00;SEPARACIONES;345.03999999;A
2007;11;1;SEPARACIONES;345.03999999;A
2007;14;00;SEPARACIONES;269.900000005;A
2007;14;1;SEPARACIONES;269.900000005;A
2007;18;00;SEPARACIONES;229.899999993;A
2007;18;1;SEPARACIONES;229.899999993;A
2007;21;00;SEPARACIONES;120.089999991;A
2007;21;1;SEPARACIONES;120.089999991;A
2007;23;00;SEPARACIONES;213.10999998;A
2007;23;1;SEPARACIONES;213.10999998;A
2007;29;00;SEPARACIONES;424.9200001;A
2007;29;1;SEPARACIONES;424.9200001;A
2007;41;00;SEPARACIONES;527.820000077;A
2007;41;1;SEPARACIONES;527.820000077;A
2006;C01;00;SEPARACIONES;4085.709783;A
2006;C01;1;SEPARACIONES;4085.709783;A
2006;04;00;SEPARACIONES;267.840027;A
2006;04;1;SEPARACIONES;267.840027;A
2006;11;00;SEPARACIONES;640.770013;A
2006;11;1;SEPARACIONES;640.770013;A
2006;14;00;SEPARACIONES;451.979978;A
2006;14;1;SEPARACIONES;451.979978;A
2006;18;00;SEPARACIONES;537.299946;A
2006;18;1;SEPARACIONES;537.299946;A
2006;21;00;SEPARACIONES;286.899984;A
2006;21;1;SEPARACIONES;286.899984;A
2006;23;00;SEPARACIONES;326.429937;A
2006;23;1;SEPARACIONES;326.429937;A
2006;29;00;SEPARACIONES;657.509904;A
2006;29;1;SEPARACIONES;657.509904;A
2006;41;00;SEPARACIONES;916.979994;A
2006;41;1;SEPARACIONES;916.979994;A
2005;C01;00;SEPARACIONES;11613.00000646;A
2005;C01;1;SEPARACIONES;11613.00000646;A
2005;04;00;SEPARACIONES;808.99999851;A
2005;04;1;SEPARACIONES;808.99999851;A
2005;11;00;SEPARACIONES;1853.00000467;A
2005;11;1;SEPARACIONES;1853.00000467;A
2005;14;00;SEPARACIONES;1087.99999705;A
2005;14;1;SEPARACIONES;1087.99999705;A
2005;18;00;SEPARACIONES;1255.99999686;A
2005;18;1;SEPARACIONES;1255.99999686;A
2005;21;00;SEPARACIONES;779.00000184;A
2005;21;1;SEPARACIONES;779.00000184;A
2005;23;00;SEPARACIONES;816.99999969;A
2005;23;1;SEPARACIONES;816.99999969;A
2005;29;00;SEPARACIONES;2263.00000248;A
2005;29;1;SEPARACIONES;2263.00000248;A
2005;41;00;SEPARACIONES;2748.00000536;A
2005;41;1;SEPARACIONES;2748.00000536;A
2004;C01;00;SEPARACIONES;14276.001079;A
2004;C01;1;SEPARACIONES;14276.001079;A
2004;04;00;SEPARACIONES;1112.00024;A
2004;04;1;SEPARACIONES;1112.00024;A
2004;11;00;SEPARACIONES;2093.000459;A
2004;11;1;SEPARACIONES;2093.000459;A
2004;14;00;SEPARACIONES;1267.00032;A
2004;14;1;SEPARACIONES;1267.00032;A
2004;18;00;SEPARACIONES;1612.9995;A
2004;18;1;SEPARACIONES;1612.9995;A
2004;21;00;SEPARACIONES;935.999804;A
2004;21;1;SEPARACIONES;935.999804;A
2004;23;00;SEPARACIONES;895.000176;A
2004;23;1;SEPARACIONES;895.000176;A
2004;29;00;SEPARACIONES;2906.000692;A
2004;29;1;SEPARACIONES;2906.000692;A
2004;41;00;SEPARACIONES;3453.999888;A
2004;41;1;SEPARACIONES;3453.999888;A
2003;C01;00;SEPARACIONES;12967.001106;A
2003;C01;1;SEPARACIONES;12967.001106;A
2003;04;00;SEPARACIONES;910.999995;A
2003;04;1;SEPARACIONES;910.999995;A
2003;11;00;SEPARACIONES;1905.00024;A
2003;11;1;SEPARACIONES;1905.00024;A
2003;14;00;SEPARACIONES;1177.00044;A
2003;14;1;SEPARACIONES;1177.00044;A
2003;18;00;SEPARACIONES;1573.999476;A
2003;18;1;SEPARACIONES;1573.999476;A
2003;21;00;SEPARACIONES;761.00001;A
2003;21;1;SEPARACIONES;761.00001;A
2003;23;00;SEPARACIONES;810.000224;A
2003;23;1;SEPARACIONES;810.000224;A
2003;29;00;SEPARACIONES;2759.000618;A
2003;29;1;SEPARACIONES;2759.000618;A
2003;41;00;SEPARACIONES;3070.000103;A
2003;41;1;SEPARACIONES;3070.000103;A
2002;C01;00;SEPARACIONES;12611.000178;A
2002;C01;1;SEPARACIONES;12611.000178;A
2002;04;00;SEPARACIONES;1013.99996;A
2002;04;1;SEPARACIONES;1013.99996;A
2002;11;00;SEPARACIONES;1800.000576;A
2002;11;1;SEPARACIONES;1800.000576;A
2002;14;00;SEPARACIONES;1117.999998;A
2002;14;1;SEPARACIONES;1117.999998;A
2002;18;00;SEPARACIONES;1362.000035;A
2002;18;1;SEPARACIONES;1362.000035;A
2002;21;00;SEPARACIONES;693.999885;A
2002;21;1;SEPARACIONES;693.999885;A
2002;23;00;SEPARACIONES;793.999797;A
2002;23;1;SEPARACIONES;793.999797;A
2002;29;00;SEPARACIONES;2621.999218;A
2002;29;1;SEPARACIONES;2621.999218;A
2002;41;00;SEPARACIONES;3207.000709;A
2002;41;1;SEPARACIONES;3207.000709;A
2001;C01;00;SEPARACIONES;10770.998593;A
2001;C01;1;SEPARACIONES;10770.998593;A
2001;04;00;SEPARACIONES;733.999794;A
2001;04;1;SEPARACIONES;733.999794;A
2001;11;00;SEPARACIONES;1631.99998;A
2001;11;1;SEPARACIONES;1631.99998;A
2001;14;00;SEPARACIONES;1051.99975;A
2001;14;1;SEPARACIONES;1051.99975;A
2001;18;00;SEPARACIONES;1143.999663;A
2001;18;1;SEPARACIONES;1143.999663;A
2001;21;00;SEPARACIONES;718.99982;A
2001;21;1;SEPARACIONES;718.99982;A
2001;23;00;SEPARACIONES;708.0;A
2001;23;1;SEPARACIONES;708.0;A
2001;29;00;SEPARACIONES;2181.999582;A
2001;29;1;SEPARACIONES;2181.999582;A
2001;41;00;SEPARACIONES;2600.000004;A
2001;41;1;SEPARACIONES;2600.000004;A
2000;C01;00;SEPARACIONES;10759.000045;A
2000;C01;1;SEPARACIONES;10759.000045;A
2000;04;00;SEPARACIONES;759.000089;A
2000;04;1;SEPARACIONES;759.000089;A
2000;11;00;SEPARACIONES;1694.00028;A
2000;11;1;SEPARACIONES;1694.00028;A
2000;14;00;SEPARACIONES;904.999872;A
2000;14;1;SEPARACIONES;904.999872;A
2000;18;00;SEPARACIONES;1188.000051;A
2000;18;1;SEPARACIONES;1188.000051;A
2000;21;00;SEPARACIONES;655.000038;A
2000;21;1;SEPARACIONES;655.000038;A
2000;23;00;SEPARACIONES;667.000116;A
2000;23;1;SEPARACIONES;667.000116;A
2000;29;00;SEPARACIONES;2343.999334;A
2000;29;1;SEPARACIONES;2343.999334;A
2000;41;00;SEPARACIONES;2547.000265;A
2000;41;1;SEPARACIONES;2547.000265;A
1999;C01;00;SEPARACIONES;9376.389167;A
1999;C01;1;SEPARACIONES;9376.389167;A
1999;04;00;SEPARACIONES;638.000217;A
1999;04;1;SEPARACIONES;638.000217;A
1999;11;00;SEPARACIONES;1402.999689;A
1999;11;1;SEPARACIONES;1402.999689;A
1999;14;00;SEPARACIONES;865.999735;A
1999;14;1;SEPARACIONES;865.999735;A
1999;18;00;SEPARACIONES;1033.000086;A
1999;18;1;SEPARACIONES;1033.000086;A
1999;21;00;SEPARACIONES;549.999954;A
1999;21;1;SEPARACIONES;549.999954;A
1999;23;00;SEPARACIONES;601.0002;A
1999;23;1;SEPARACIONES;601.0002;A
1999;29;00;SEPARACIONES;2020.999806;A
1999;29;1;SEPARACIONES;2020.999806;A
1999;41;00;SEPARACIONES;2264.38948;A
1999;41;1;SEPARACIONES;2264.38948;A
1998;C01;00;SEPARACIONES;9329.556592;A
1998;C01;1;SEPARACIONES;9329.556592;A
1998;04;00;SEPARACIONES;673.999758;A
1998;04;1;SEPARACIONES;673.999758;A
1998;11;00;SEPARACIONES;1387.9998;A
1998;11;1;SEPARACIONES;1387.9998;A
1998;14;00;SEPARACIONES;894.99984;A
1998;14;1;SEPARACIONES;894.99984;A
1998;18;00;SEPARACIONES;945.99972;A
1998;18;1;SEPARACIONES;945.99972;A
1998;21;00;SEPARACIONES;570.000144;A
