TEMPORAL;TERRITORIO;SEXO;SEXOC2;INDICATOR;OBS_VALUE;FREQ
2002;04;01;00;SEPARACIONES;1013.99996;A
2002;04;01;06;SEPARACIONES;1013.99996;A
2002;11;00;00;SEPARACIONES;1800.000576;A
2002;11;00;06;SEPARACIONES;1800.000576;A
2002;11;01;00;SEPARACIONES;1800.000576;A
2002;11;01;06;SEPARACIONES;1800.000576;A
2002;14;00;00;SEPARACIONES;1117.999998;A
2002;14;00;06;SEPARACIONES;1117.999998;A
2002;14;01;00;SEPARACIONES;1117.999998;A
2002;14;01;06;SEPARACIONES;1117.999998;A
2002;18;00;00;SEPARACIONES;1362.000035;A
2002;18;00;06;SEPARACIONES;1362.000035;A
2002;18;01;00;SEPARACIONES;1362.000035;A
2002;18;01;06;SEPARACIONES;1362.000035;A
2002;21;00;00;SEPARACIONES;693.999885;A
2002;21;00;06;SEPARACIONES;693.999885;A
2002;21;01;00;SEPARACIONES;693.999885;A
2002;21;01;06;SEPARACIONES;693.999885;A
2002;23;00;00;SEPARACIONES;793.999797;A
2002;23;00;06;SEPARACIONES;793.999797;A
2002;23;01;00;SEPARACIONES;793.999797;A
2002;23;01;06;SEPARACIONES;793.999797;A
2002;29;00;00;SEPARACIONES;2621.999218;A
2002;29;00;06;SEPARACIONES;2621.999218;A
2002;29;01;00;SEPARACIONES;2621.999218;A
2002;29;01;06;SEPARACIONES;2621.999218;A
2002;41;00;00;SEPARACIONES;3207.000709;A
2002;41;00;06;SEPARACIONES;3207.000709;A
2002;41;01;00;SEPARACIONES;3207.000709;A
2002;41;01;06;SEPARACIONES;3207.000709;A
2001;C01;00;00;SEPARACIONES;10770.998593;A
2001;C01;00;06;SEPARACIONES;10770.998593;A
2001;C01;01;00;SEPARACIONES;10770.998593;A
2001;C01;01;06;SEPARACIONES;10770.998593;A
2001;04;00;00;SEPARACIONES;733.999794;A
2001;04;00;06;SEPARACIONES;733.999794;A
2001;04;01;00;SEPARACIONES;733.999794;A
2001;04;01;06;SEPARACIONES;733.999794;A
2001;11;00;00;SEPARACIONES;1631.99998;A
2001;11;00;06;SEPARACIONES;1631.99998;A
2001;11;01;00;SEPARACIONES;1631.99998;A
2001;11;01;06;SEPARACIONES;1631.99998;A
2001;14;00;00;SEPARACIONES;1051.99975;A
2001;14;00;06;SEPARACIONES;1051.99975;A
2001;14;01;00;SEPARACIONES;1051.99975;A
2001;14;01;06;SEPARACIONES;1051.99975;A
2001;18;00;00;SEPARACIONES;1143.999663;A
2001;18;00;06;SEPARACIONES;1143.999663;A
2001;18;01;00;SEPARACIONES;1143.999663;A
2001;18;01;06;SEPARACIONES;1143.999663;A
2001;21;00;00;SEPARACIONES;718.99982;A
2001;21;00;06;SEPARACIONES;718.99982;A
2001;21;01;00;SEPARACIONES;718.99982;A
2001;21;01;06;SEPARACIONES;718.99982;A
2001;23;00;00;SEPARACIONES;708.0;A
2001;23;00;06;SEPARACIONES;708.0;A
2001;23;01;00;SEPARACIONES;708.0;A
2001;23;01;06;SEPARACIONES;708.0;A
2001;29;00;00;SEPARACIONES;2181.999582;A
2001;29;00;06;SEPARACIONES;2181.999582;A
2001;29;01;00;SEPARACIONES;2181.999582;A
2001;29;01;06;SEPARACIONES;2181.999582;A
2001;41;00;00;SEPARACIONES;2600.000004;A
2001;41;00;06;SEPARACIONES;2600.000004;A
2001;41;01;00;SEPARACIONES;2600.000004;A
2001;41;01;06;SEPARACIONES;2600.000004;A
2000;C01;00;00;SEPARACIONES;10759.000045;A
2000;C01;00;06;SEPARACIONES;10759.000045;A
2000;C01;01;00;SEPARACIONES;10759.000045;A
2000;C01;01;06;SEPARACIONES;10759.000045;A
2000;04;00;00;SEPARACIONES;759.000089;A
2000;04;00;06;SEPARACIONES;759.000089;A
2000;04;01;00;SEPARACIONES;759.000089;A
2000;04;01;06;SEPARACIONES;759.000089;A
2000;11;00;00;SEPARACIONES;1694.00028;A
2000;11;00;06;SEPARACIONES;1694.00028;A
2000;11;01;00;SEPARACIONES;1694.00028;A
2000;11;01;06;SEPARACIONES;1694.00028;A
2000;14;00;00;SEPARACIONES;904.999872;A
2000;14;00;06;SEPARACIONES;904.999872;A
2000;14;01;00;SEPARACIONES;904.999872;A
2000;14;01;06;SEPARACIONES;904.999872;A
2000;18;00;00;SEPARACIONES;1188.000051;A
2000;18;00;06;SEPARACIONES;1188.000051;A
2000;18;01;00;SEPARACIONES;1188.000051;A
2000;18;01;06;SEPARACIONES;1188.000051;A
2000;21;00;00;SEPARACIONES;655.000038;A
2000;21;00;06;SEPARACIONES;655.000038;A
2000;21;01;00;SEPARACIONES;655.000038;A
2000;21;01;06;SEPARACIONES;655.000038;A
2000;23;00;00;SEPARACIONES;667.000116;A
2000;23;00;06;SEPARACIONES;667.000116;A
2000;23;01;00;SEPARACIONES;667.000116;A
2000;23;01;06;SEPARACIONES;667.000116;A
2000;29;00;00;SEPARACIONES;2343.999334;A
2000;29;00;06;SEPARACIONES;2343.999334;A
2000;29;01;00;SEPARACIONES;2343.999334;A
2000;29;01;06;SEPARACIONES;2343.999334;A
2000;41;00;00;SEPARACIONES;2547.000265;A
2000;41;00;06;SEPARACIONES;2547.000265;A
2000;41;01;00;SEPARACIONES;2547.000265;A
2000;41;01;06;SEPARACIONES;2547.000265;A
1999;C01;00;00;SEPARACIONES;9376.389167;A
1999;C01;00;06;SEPARACIONES;9376.389167;A
1999;C01;01;00;SEPARACIONES;9376.389167;A
1999;C01;01;06;SEPARACIONES;9376.389167;A
1999;04;00;00;SEPARACIONES;638.000217;A
1999;04;00;06;SEPARACIONES;638.000217;A
1999;04;01;00;SEPARACIONES;638.000217;A
1999;04;01;06;SEPARACIONES;638.000217;A
1999;11;00;00;SEPARACIONES;1402.999689;A
1999;11;00;06;SEPARACIONES;1402.999689;A
1999;11;01;00;SEPARACIONES;1402.999689;A
1999;11;01;06;SEPARACIONES;1402.999689;A
1999;14;00;00;SEPARACIONES;865.999735;A
1999;14;00;06;SEPARACIONES;865.999735;A
1999;14;01;00;SEPARACIONES;865.999735;A
1999;14;01;06;SEPARACIONES;865.999735;A
1999;18;00;00;SEPARACIONES;1033.000086;A
1999;18;00;06;SEPARACIONES;1033.000086;A
1999;18;01;00;SEPARACIONES;1033.000086;A
1999;18;01;06;SEPARACIONES;1033.000086;A
1999;21;00;00;SEPARACIONES;549.999954;A
1999;21;00;06;SEPARACIONES;549.999954;A
1999;21;01;00;SEPARACIONES;549.999954;A
1999;21;01;06;SEPARACIONES;549.999954;A
1999;23;00;00;SEPARACIONES;601.0002;A
1999;23;00;06;SEPARACIONES;601.0002;A
1999;23;01;00;SEPARACIONES;601.0002;A
1999;23;01;06;SEPARACIONES;601.0002;A
1999;29;00;00;SEPARACIONES;2020.999806;A
1999;29;00;06;SEPARACIONES;2020.999806;A
1999;29;01;00;SEPARACIONES;2020.999806;A
1999;29;01;06;SEPARACIONES;2020.999806;A
1999;41;00;00;SEPARACIONES;2264.38948;A
1999;41;00;06;SEPARACIONES;2264.38948;A
1999;41;01;00;SEPARACIONES;2264.38948;A
1999;41;01;06;SEPARACIONES;2264.38948;A
1998;C01;00;00;SEPARACIONES;9329.556592;A
1998;C01;00;06;SEPARACIONES;9329.556592;A
1998;C01;01;00;SEPARACIONES;9329.556592;A
1998;C01;01;06;SEPARACIONES;9329.556592;A
1998;04;00;00;SEPARACIONES;673.999758;A
1998;04;00;06;SEPARACIONES;673.999758;A
1998;04;01;00;SEPARACIONES;673.999758;A
1998;04;01;06;SEPARACIONES;673.999758;A
1998;11;00;00;SEPARACIONES;1387.9998;A
1998;11;00;06;SEPARACIONES;1387.9998;A
1998;11;01;00;SEPARACIONES;1387.9998;A
1998;11;01;06;SEPARACIONES;1387.9998;A
1998;14;00;00;SEPARACIONES;894.99984;A
1998;14;00;06;SEPARACIONES;894.99984;A
1998;14;01;00;SEPARACIONES;894.99984;A
1998;14;01;06;SEPARACIONES;894.99984;A
1998;18;00;00;SEPARACIONES;945.99972;A
1998;18;00;06;SEPARACIONES;945.99972;A
1998;18;01;00;SEPARACIONES;945.99972;A
1998;18;01;06;SEPARACIONES;945.99972;A
1998;21;00;00;SEPARACIONES;570.000144;A
1998;21;00;06;SEPARACIONES;570.000144;A
1998;21;01;00;SEPARACIONES;570.000144;A
1998;21;01;06;SEPARACIONES;570.000144;A
1998;23;00;00;SEPARACIONES;594.000154;A
1998;23;00;06;SEPARACIONES;594.000154;A
1998;23;01;00;SEPARACIONES;594.000154;A
1998;23;01;06;SEPARACIONES;594.000154;A
1998;29;00;00;SEPARACIONES;1871.99972;A
1998;29;00;06;SEPARACIONES;1871.99972;A
1998;29;01;00;SEPARACIONES;1871.99972;A
1998;29;01;06;SEPARACIONES;1871.99972;A
1998;41;00;00;SEPARACIONES;2390.557456;A
1998;41;00;06;SEPARACIONES;2390.557456;A
1998;41;01;00;SEPARACIONES;2390.557456;A
1998;41;01;06;SEPARACIONES;2390.557456;A
2020;C01;00;00;NULIDADES;5.05742;A
2020;C01;00;06;NULIDADES;5.05742;A
2020;C01;01;00;NULIDADES;5.05742;A
2020;C01;01;06;NULIDADES;5.05742;A
2020;04;00;00;NULIDADES;2.13486;A
2020;04;00;06;NULIDADES;2.13486;A
2020;04;01;00;NULIDADES;2.13486;A
2020;04;01;06;NULIDADES;2.13486;A
2020;23;00;00;NULIDADES;2.92256;A
2020;23;00;06;NULIDADES;2.92256;A
2020;23;01;00;NULIDADES;2.92256;A
2020;23;01;06;NULIDADES;2.92256;A
2019;C01;00;00;NULIDADES;13.00912;A
2019;C01;00;06;NULIDADES;13.00912;A
2019;C01;01;00;NULIDADES;13.00912;A
2019;C01;01;06;NULIDADES;13.00912;A
2019;11;00;00;NULIDADES;6.54042;A
2019;11;00;06;NULIDADES;6.54042;A
2019;11;01;00;NULIDADES;6.54042;A
2019;11;01;06;NULIDADES;6.54042;A
2019;18;00;00;NULIDADES;2.39728;A
2019;18;00;06;NULIDADES;2.39728;A
2019;18;01;00;NULIDADES;2.39728;A
2019;18;01;06;NULIDADES;2.39728;A
2019;29;00;00;NULIDADES;2.34554;A
2019;29;00;06;NULIDADES;2.34554;A
2019;29;01;00;NULIDADES;2.34554;A
2019;29;01;06;NULIDADES;2.34554;A
2019;41;00;00;NULIDADES;1.72588;A
2019;41;00;06;NULIDADES;1.72588;A
2019;41;01;00;NULIDADES;1.72588;A
2019;41;01;06;NULIDADES;1.72588;A
2018;C01;00;00;NULIDADES;15.9558;A
2018;C01;00;06;NULIDADES;15.9558;A
2018;C01;01;00;NULIDADES;15.9558;A
2018;C01;01;06;NULIDADES;15.9558;A
2018;04;00;00;NULIDADES;1.6277;A
2018;04;00;06;NULIDADES;1.6277;A
2018;04;01;00;NULIDADES;1.6277;A
2018;04;01;06;NULIDADES;1.6277;A
2018;11;00;00;NULIDADES;8.7124;A
2018;11;00;06;NULIDADES;8.7124;A
2018;11;01;00;NULIDADES;8.7124;A
2018;11;01;06;NULIDADES;8.7124;A
2018;14;00;00;NULIDADES;1.312;A
2018;14;00;06;NULIDADES;1.312;A
2018;14;01;00;NULIDADES;1.312;A
2018;14;01;06;NULIDADES;1.312;A
2018;18;00;00;NULIDADES;2.3376;A
2018;18;00;06;NULIDADES;2.3376;A
2018;18;01;00;NULIDADES;2.3376;A
2018;18;01;06;NULIDADES;2.3376;A
2018;29;00;00;NULIDADES;1.9661;A
2018;29;00;06;NULIDADES;1.9661;A
2018;29;01;00;NULIDADES;1.9661;A
2018;29;01;06;NULIDADES;1.9661;A
2017;C01;00;00;NULIDADES;18.7654;A
2017;C01;00;06;NULIDADES;18.7654;A
2017;C01;01;00;NULIDADES;18.7654;A
2017;C01;01;06;NULIDADES;18.7654;A
2017;04;00;00;NULIDADES;1.5212;A
2017;04;00;06;NULIDADES;1.5212;A
2017;04;01;00;NULIDADES;1.5212;A
2017;04;01;06;NULIDADES;1.5212;A
2017;14;00;00;NULIDADES;1.523;A
2017;14;00;06;NULIDADES;1.523;A
2017;14;01;00;NULIDADES;1.523;A
2017;14;01;06;NULIDADES;1.523;A
2017;18;00;00;NULIDADES;4.0304;A
2017;18;00;06;NULIDADES;4.0304;A
2017;18;01;00;NULIDADES;4.0304;A
2017;18;01;06;NULIDADES;4.0304;A
2017;23;00;00;NULIDADES;4.0944;A
2017;23;00;06;NULIDADES;4.0944;A
2017;23;01;00;NULIDADES;4.0944;A
2017;23;01;06;NULIDADES;4.0944;A
2017;29;00;00;NULIDADES;4.8474;A
2017;29;00;06;NULIDADES;4.8474;A
2017;29;01;00;NULIDADES;4.8474;A
2017;29;01;06;NULIDADES;4.8474;A
2017;41;00;00;NULIDADES;2.749;A
2017;41;00;06;NULIDADES;2.749;A
2017;41;01;00;NULIDADES;2.749;A
2017;41;01;06;NULIDADES;2.749;A
2016;C01;00;00;NULIDADES;13.6103;A
2016;C01;00;06;NULIDADES;13.6103;A
2016;C01;01;00;NULIDADES;13.6103;A
2016;C01;01;06;NULIDADES;13.6103;A
2016;04;00;00;NULIDADES;1.3299;A
2016;04;00;06;NULIDADES;1.3299;A
2016;04;01;00;NULIDADES;1.3299;A
2016;04;01;06;NULIDADES;1.3299;A
2016;14;00;00;NULIDADES;1.3049;A
2016;14;00;06;NULIDADES;1.3049;A
2016;14;01;00;NULIDADES;1.3049;A
2016;14;01;06;NULIDADES;1.3049;A
2016;18;00;00;NULIDADES;1.7288;A
2016;18;00;06;NULIDADES;1.7288;A
2016;18;01;00;NULIDADES;1.7288;A
2016;18;01;06;NULIDADES;1.7288;A
2016;21;00;00;NULIDADES;3.4584;A
2016;21;00;06;NULIDADES;3.4584;A
2016;21;01;00;NULIDADES;3.4584;A
2016;21;01;06;NULIDADES;3.4584;A
2016;23;00;00;NULIDADES;1.4948;A
2016;23;00;06;NULIDADES;1.4948;A
2016;23;01;00;NULIDADES;1.4948;A
2016;23;01;06;NULIDADES;1.4948;A
2016;29;00;00;NULIDADES;3.0012;A
2016;29;00;06;NULIDADES;3.0012;A
2016;29;01;00;NULIDADES;3.0012;A
2016;29;01;06;NULIDADES;3.0012;A
2016;41;00;00;NULIDADES;1.2923;A
2016;41;00;06;NULIDADES;1.2923;A
2016;41;01;00;NULIDADES;1.2923;A
2016;41;01;06;NULIDADES;1.2923;A
2015;C01;00;00;NULIDADES;29.5612;A
2015;C01;00;06;NULIDADES;29.5612;A
2015;C01;01;00;NULIDADES;29.5612;A
2015;C01;01;06;NULIDADES;29.5612;A
2015;04;00;00;NULIDADES;3.1572;A
2015;04;00;06;NULIDADES;3.1572;A
2015;04;01;00;NULIDADES;3.1572;A
2015;04;01;06;NULIDADES;3.1572;A
2015;11;00;00;NULIDADES;4.7814;A
2015;11;00;06;NULIDADES;4.7814;A
2015;11;01;00;NULIDADES;4.7814;A
2015;11;01;06;NULIDADES;4.7814;A
2015;18;00;00;NULIDADES;3.438;A
2015;18;00;06;NULIDADES;3.438;A
2015;18;01;00;NULIDADES;3.438;A
2015;18;01;06;NULIDADES;3.438;A
2015;21;00;00;NULIDADES;2.9718;A
2015;21;00;06;NULIDADES;2.9718;A
2015;21;01;00;NULIDADES;2.9718;A
2015;21;01;06;NULIDADES;2.9718;A
2015;29;00;00;NULIDADES;8.4138;A
2015;29;00;06;NULIDADES;8.4138;A
2015;29;01;00;NULIDADES;8.4138;A
2015;29;01;06;NULIDADES;8.4138;A
2015;41;00;00;NULIDADES;6.799;A
2015;41;00;06;NULIDADES;6.799;A
2015;41;01;00;NULIDADES;6.799;A
2015;41;01;06;NULIDADES;6.799;A
2014;C01;00;00;NULIDADES;38.00724;A
2014;C01;00;06;NULIDADES;38.00724;A
2014;C01;01;00;NULIDADES;38.00724;A
2014;C01;01;06;NULIDADES;38.00724;A
2014;11;00;00;NULIDADES;9.01698;A
2014;11;00;06;NULIDADES;9.01698;A
2014;11;01;00;NULIDADES;9.01698;A
2014;11;01;06;NULIDADES;9.01698;A
2014;18;00;00;NULIDADES;1.51905;A
2014;18;00;06;NULIDADES;1.51905;A
2014;18;01;00;NULIDADES;1.51905;A
2014;18;01;06;NULIDADES;1.51905;A
2014;21;00;00;NULIDADES;2.82922;A
2014;21;00;06;NULIDADES;2.82922;A
2014;21;01;00;NULIDADES;2.82922;A
2014;21;01;06;NULIDADES;2.82922;A
2014;23;00;00;NULIDADES;1.4678;A
2014;23;00;06;NULIDADES;1.4678;A
2014;23;01;00;NULIDADES;1.4678;A
2014;23;01;06;NULIDADES;1.4678;A
2014;29;00;00;NULIDADES;6.4402;A
2014;29;00;06;NULIDADES;6.4402;A
2014;29;01;00;NULIDADES;6.4402;A
2014;29;01;06;NULIDADES;6.4402;A
2014;41;00;00;NULIDADES;16.73399;A
2014;41;00;06;NULIDADES;16.73399;A
2014;41;01;00;NULIDADES;16.73399;A
2014;41;01;06;NULIDADES;16.73399;A
2013;C01;00;00;NULIDADES;29.96762;A
2013;C01;00;01;NULIDADES;1.3285;A
2013;C01;00;06;NULIDADES;28.63912;A
2013;C01;01;00;NULIDADES;29.96762;A
2013;C01;01;01;NULIDADES;1.3285;A
2013;C01;01;06;NULIDADES;28.63912;A
2013;11;00;00;NULIDADES;2.9301;A
2013;11;00;06;NULIDADES;2.9301;A
2013;11;01;00;NULIDADES;2.9301;A
2013;11;01;06;NULIDADES;2.9301;A
2013;14;00;00;NULIDADES;1.35646;A
2013;14;00;06;NULIDADES;1.35646;A
2013;14;01;00;NULIDADES;1.35646;A
2013;14;01;06;NULIDADES;1.35646;A
2013;18;00;00;NULIDADES;5.45556;A
2013;18;00;06;NULIDADES;5.45556;A
2013;18;01;00;NULIDADES;5.45556;A
2013;18;01;06;NULIDADES;5.45556;A
2013;21;00;00;NULIDADES;1.43627;A
2013;21;00;06;NULIDADES;1.43627;A
2013;21;01;00;NULIDADES;1.43627;A
2013;21;01;06;NULIDADES;1.43627;A
2013;23;00;00;NULIDADES;1.41113;A
2013;23;00;06;NULIDADES;1.41113;A
2013;23;01;00;NULIDADES;1.41113;A
2013;23;01;06;NULIDADES;1.41113;A
2013;29;00;00;NULIDADES;1.4361;A
2013;29;00;06;NULIDADES;1.4361;A
2013;29;01;00;NULIDADES;1.4361;A
2013;29;01;06;NULIDADES;1.4361;A
2013;41;00;00;NULIDADES;15.942;A
2013;41;00;01;NULIDADES;1.3285;A
2013;41;00;06;NULIDADES;14.6135;A
2013;41;01;00;NULIDADES;15.942;A
2013;41;01;01;NULIDADES;1.3285;A
2013;41;01;06;NULIDADES;14.6135;A
2012;C01;00;00;NULIDADES;24.00002;A
2012;C01;00;06;NULIDADES;24.00002;A
2012;C01;01;00;NULIDADES;24.00002;A
2012;C01;01;06;NULIDADES;24.00002;A
2012;04;00;00;NULIDADES;3.0;A
2012;04;00;06;NULIDADES;3.0;A
2012;04;01;00;NULIDADES;3.0;A
2012;04;01;06;NULIDADES;3.0;A
2012;29;00;00;NULIDADES;2.0;A
2012;29;00;06;NULIDADES;2.0;A
2012;29;01;00;NULIDADES;2.0;A
2012;29;01;06;NULIDADES;2.0;A
2012;41;00;00;NULIDADES;19.00002;A
2012;41;00;06;NULIDADES;19.00002;A
2012;41;01;00;NULIDADES;19.00002;A
2012;41;01;06;NULIDADES;19.00002;A
2011;C01;00;00;NULIDADES;31.0;A
2011;C01;00;06;NULIDADES;31.0;A
2011;C01;01;00;NULIDADES;31.0;A
2011;C01;01;06;NULIDADES;31.0;A
2011;04;00;00;NULIDADES;2.0;A
2011;04;00;06;NULIDADES;2.0;A
2011;04;01;00;NULIDADES;2.0;A
2011;04;01;06;NULIDADES;2.0;A
2011;11;00;00;NULIDADES;2.0;A
2011;11;00;06;NULIDADES;2.0;A
2011;11;01;00;NULIDADES;2.0;A
2011;11;01;06;NULIDADES;2.0;A
2011;14;00;00;NULIDADES;2.0;A
2011;14;00;06;NULIDADES;2.0;A
2011;14;01;00;NULIDADES;2.0;A
2011;14;01;06;NULIDADES;2.0;A
2011;18;00;00;NULIDADES;3.0;A
2011;18;00;06;NULIDADES;3.0;A
2011;18;01;00;NULIDADES;3.0;A
2011;18;01;06;NULIDADES;3.0;A
2011;23;00;00;NULIDADES;1.0;A
2011;23;00;06;NULIDADES;1.0;A
2011;23;01;00;NULIDADES;1.0;A
2011;23;01;06;NULIDADES;1.0;A
2011;29;00;00;NULIDADES;9.0;A
2011;29;00;06;NULIDADES;9.0;A
2011;29;01;00;NULIDADES;9.0;A
2011;29;01;06;NULIDADES;9.0;A
2011;41;00;00;NULIDADES;12.0;A
2011;41;00;06;NULIDADES;12.0;A
2011;41;01;00;NULIDADES;12.0;A
2011;41;01;06;NULIDADES;12.0;A
2010;C01;00;00;NULIDADES;30.0;A
2010;C01;00;06;NULIDADES;30.0;A
2010;C01;01;00;NULIDADES;30.0;A
2010;C01;01;06;NULIDADES;30.0;A
2010;04;00;00;NULIDADES;5.0;A
2010;04;00;06;NULIDADES;5.0;A
2010;04;01;00;NULIDADES;5.0;A
2010;04;01;06;NULIDADES;5.0;A
2010;11;00;00;NULIDADES;4.0;A
2010;11;00;06;NULIDADES;4.0;A
2010;11;01;00;NULIDADES;4.0;A
2010;11;01;06;NULIDADES;4.0;A
2010;14;00;00;NULIDADES;1.0;A
2010;14;00;06;NULIDADES;1.0;A
2010;14;01;00;NULIDADES;1.0;A
2010;14;01;06;NULIDADES;1.0;A
2010;18;00;00;NULIDADES;4.0;A
2010;18;00;06;NULIDADES;4.0;A
2010;18;01;00;NULIDADES;4.0;A
2010;18;01;06;NULIDADES;4.0;A
2010;21;00;00;NULIDADES;1.0;A
2010;21;00;06;NULIDADES;1.0;A
2010;21;01;00;NULIDADES;1.0;A
2010;21;01;06;NULIDADES;1.0;A
2010;29;00;00;NULIDADES;8.0;A
2010;29;00;06;NULIDADES;8.0;A
2010;29;01;00;NULIDADES;8.0;A
2010;29;01;06;NULIDADES;8.0;A
2010;41;00;00;NULIDADES;7.0;A
2010;41;00;06;NULIDADES;7.0;A
2010;41;01;00;NULIDADES;7.0;A
2010;41;01;06;NULIDADES;7.0;A
2009;C01;00;00;NULIDADES;22.800000001;A
2009;C01;00;06;NULIDADES;22.800000001;A
2009;C01;01;00;NULIDADES;22.800000001;A
2009;C01;01;06;NULIDADES;22.800000001;A
2009;11;00;00;NULIDADES;1.0;A
2009;11;00;06;NULIDADES;1.0;A
2009;11;01;00;NULIDADES;1.0;A
2009;11;01;06;NULIDADES;1.0;A
2009;14;00;00;NULIDADES;2.7;A
2009;14;00;06;NULIDADES;2.7;A
2009;14;01;00;NULIDADES;2.7;A
2009;14;01;06;NULIDADES;2.7;A
2009;18;00;00;NULIDADES;3.200000001;A
2009;18;00;06;NULIDADES;3.200000001;A
2009;18;01;00;NULIDADES;3.200000001;A
2009;18;01;06;NULIDADES;3.200000001;A
2009;21;00;00;NULIDADES;1.8;A
2009;21;00;06;NULIDADES;1.8;A
2009;21;01;00;NULIDADES;1.8;A
2009;21;01;06;NULIDADES;1.8;A
2009;23;00;00;NULIDADES;2.0;A
2009;23;00;06;NULIDADES;2.0;A
2009;23;01;00;NULIDADES;2.0;A
2009;23;01;06;NULIDADES;2.0;A
2009;29;00;00;NULIDADES;4.0;A
2009;29;00;06;NULIDADES;4.0;A
2009;29;01;00;NULIDADES;4.0;A
2009;29;01;06;NULIDADES;4.0;A
2009;41;00;00;NULIDADES;8.1;A
2009;41;00;06;NULIDADES;8.1;A
2009;41;01;00;NULIDADES;8.1;A
2009;41;01;06;NULIDADES;8.1;A
2008;C01;00;00;NULIDADES;20.03268282;A
2008;C01;00;06;NULIDADES;20.03268282;A
2008;C01;01;00;NULIDADES;20.03268282;A
2008;C01;01;06;NULIDADES;20.03268282;A
2008;04;00;00;NULIDADES;1.82545068;A
2008;04;00;06;NULIDADES;1.82545068;A
2008;04;01;00;NULIDADES;1.82545068;A
2008;04;01;06;NULIDADES;1.82545068;A
2008;11;00;00;NULIDADES;1.0;A
2008;11;00;06;NULIDADES;1.0;A
2008;11;01;00;NULIDADES;1.0;A
2008;11;01;06;NULIDADES;1.0;A
2008;14;00;00;NULIDADES;1.0;A
2008;14;00;06;NULIDADES;1.0;A
2008;14;01;00;NULIDADES;1.0;A
2008;14;01;06;NULIDADES;1.0;A
2008;21;00;00;NULIDADES;2.73817602;A
2008;21;00;06;NULIDADES;2.73817602;A
2008;21;01;00;NULIDADES;2.73817602;A
2008;21;01;06;NULIDADES;2.73817602;A
2008;29;00;00;NULIDADES;3.21090136;A
2008;29;00;06;NULIDADES;3.21090136;A
2008;29;01;00;NULIDADES;3.21090136;A
2008;29;01;06;NULIDADES;3.21090136;A
2008;41;00;00;NULIDADES;10.25815476;A
2008;41;00;06;NULIDADES;10.25815476;A
2008;41;01;00;NULIDADES;10.25815476;A
2008;41;01;06;NULIDADES;10.25815476;A
2007;C01;00;00;NULIDADES;23.25;A
2007;C01;00;06;NULIDADES;23.25;A
2007;C01;01;00;NULIDADES;23.25;A
2007;C01;01;06;NULIDADES;23.25;A
2007;04;00;00;NULIDADES;1.9;A
2007;04;00;06;NULIDADES;1.9;A
2007;04;01;00;NULIDADES;1.9;A
2007;04;01;06;NULIDADES;1.9;A
2007;11;00;00;NULIDADES;1.0;A
2007;11;00;06;NULIDADES;1.0;A
2007;11;01;00;NULIDADES;1.0;A
2007;11;01;06;NULIDADES;1.0;A
2007;14;00;00;NULIDADES;3.8;A
2007;14;00;06;NULIDADES;3.8;A
2007;14;01;00;NULIDADES;3.8;A
2007;14;01;06;NULIDADES;3.8;A
2007;18;00;00;NULIDADES;5.7;A
2007;18;00;06;NULIDADES;5.7;A
2007;18;01;00;NULIDADES;5.7;A
2007;18;01;06;NULIDADES;5.7;A
2007;21;00;00;NULIDADES;2.85;A
2007;21;00;06;NULIDADES;2.85;A
2007;21;01;00;NULIDADES;2.85;A
2007;21;01;06;NULIDADES;2.85;A
2007;29;00;00;NULIDADES;5.0;A
2007;29;00;06;NULIDADES;5.0;A
2007;29;01;00;NULIDADES;5.0;A
2007;29;01;06;NULIDADES;5.0;A
2007;41;00;00;NULIDADES;3.0;A
2007;41;00;06;NULIDADES;3.0;A
2007;41;01;00;NULIDADES;3.0;A
2007;41;01;06;NULIDADES;3.0;A
2006;C01;00;00;NULIDADES;36.42;A
2006;C01;00;06;NULIDADES;36.42;A
2006;C01;01;00;NULIDADES;36.42;A
2006;C01;01;06;NULIDADES;36.42;A
2006;04;00;00;NULIDADES;1.0;A
2006;04;00;06;NULIDADES;1.0;A
2006;04;01;00;NULIDADES;1.0;A
2006;04;01;06;NULIDADES;1.0;A
2006;11;00;00;NULIDADES;7.44;A
2006;11;00;06;NULIDADES;7.44;A
2006;11;01;00;NULIDADES;7.44;A
2006;11;01;06;NULIDADES;7.44;A
2006;14;00;00;NULIDADES;8.37;A
2006;14;00;06;NULIDADES;8.37;A
2006;14;01;00;NULIDADES;8.37;A
2006;14;01;06;NULIDADES;8.37;A
2006;18;00;00;NULIDADES;1.8;A
2006;18;00;06;NULIDADES;1.8;A
2006;18;01;00;NULIDADES;1.8;A
2006;18;01;06;NULIDADES;1.8;A
2006;21;00;00;NULIDADES;1.0;A
2006;21;00;06;NULIDADES;1.0;A
2006;21;01;00;NULIDADES;1.0;A
2006;21;01;06;NULIDADES;1.0;A
2006;23;00;00;NULIDADES;1.0;A
2006;23;00;06;NULIDADES;1.0;A
2006;23;01;00;NULIDADES;1.0;A
2006;23;01;06;NULIDADES;1.0;A
2006;29;00;00;NULIDADES;8.37;A
2006;29;00;06;NULIDADES;8.37;A
2006;29;01;00;NULIDADES;8.37;A
2006;29;01;06;NULIDADES;8.37;A
2006;41;00;00;NULIDADES;7.44;A
2006;41;00;06;NULIDADES;7.44;A
2006;41;01;00;NULIDADES;7.44;A
2006;41;01;06;NULIDADES;7.44;A
