D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
C01;2008;Empleo en actividades intensivas conocimiento Ambos sexos;7.820567761;A
C01;2009;Empleo en actividades intensivas conocimiento Ambos sexos;8.565584383;A
C01;2010;Empleo en actividades intensivas conocimiento Ambos sexos;9.084834208;A
C01;2011;Empleo en actividades intensivas conocimiento Ambos sexos;8.685255978;A
C01;2012;Empleo en actividades intensivas conocimiento Ambos sexos;8.797773947;A
C01;2013;Empleo en actividades intensivas conocimiento Ambos sexos;8.61665061;A
C01;2014;Empleo en actividades intensivas conocimiento Ambos sexos;8.799349518;A
C01;2015;Empleo en actividades intensivas conocimiento Ambos sexos;9.025016735;A
C01;2016;Empleo en actividades intensivas conocimiento Ambos sexos;8.864432774;A
C01;2017;Empleo en actividades intensivas conocimiento Ambos sexos;9.428921124;A
C01;2018;Empleo en actividades intensivas conocimiento Ambos sexos;9.25521423;A
C01;2019;Empleo en actividades intensivas conocimiento Ambos sexos;9.13692519;A
C01;2020;Empleo en actividades intensivas conocimiento Ambos sexos;9.00842606;A
C01;2021;Empleo en actividades intensivas conocimiento Ambos sexos;9.11475663;A
108;2008;Empleo en actividades intensivas conocimiento Ambos sexos;11.5;A
108;2009;Empleo en actividades intensivas conocimiento Ambos sexos;11.7;A
108;2010;Empleo en actividades intensivas conocimiento Ambos sexos;11.8;A
108;2011;Empleo en actividades intensivas conocimiento Ambos sexos;11.8;A
108;2012;Empleo en actividades intensivas conocimiento Ambos sexos;12.2;A
108;2013;Empleo en actividades intensivas conocimiento Ambos sexos;12.4;A
108;2014;Empleo en actividades intensivas conocimiento Ambos sexos;12.3;A
108;2015;Empleo en actividades intensivas conocimiento Ambos sexos;12.4;A
108;2016;Empleo en actividades intensivas conocimiento Ambos sexos;12.3;A
108;2017;Empleo en actividades intensivas conocimiento Ambos sexos;12.5;A
108;2018;Empleo en actividades intensivas conocimiento Ambos sexos;12.2;A
108;2019;Empleo en actividades intensivas conocimiento Ambos sexos;12.3;A
108;2020;Empleo en actividades intensivas conocimiento Ambos sexos;12.7;A
108;2021;Empleo en actividades intensivas conocimiento Ambos sexos;13.1;A
UE27NRU;2008;Empleo en actividades intensivas conocimiento Ambos sexos;12.6;A
UE27NRU;2009;Empleo en actividades intensivas conocimiento Ambos sexos;12.8;A
UE27NRU;2010;Empleo en actividades intensivas conocimiento Ambos sexos;12.9;A
UE27NRU;2011;Empleo en actividades intensivas conocimiento Ambos sexos;13.1;A
UE27NRU;2012;Empleo en actividades intensivas conocimiento Ambos sexos;13.2;A
UE27NRU;2013;Empleo en actividades intensivas conocimiento Ambos sexos;13.2;A
UE27NRU;2014;Empleo en actividades intensivas conocimiento Ambos sexos;13.3;A
UE27NRU;2015;Empleo en actividades intensivas conocimiento Ambos sexos;13.4;A
UE27NRU;2016;Empleo en actividades intensivas conocimiento Ambos sexos;13.5;A
UE27NRU;2017;Empleo en actividades intensivas conocimiento Ambos sexos;13.6;A
UE27NRU;2018;Empleo en actividades intensivas conocimiento Ambos sexos;13.7;A
UE27NRU;2019;Empleo en actividades intensivas conocimiento Ambos sexos;13.9;A
UE27NRU;2020;Empleo en actividades intensivas conocimiento Ambos sexos;14.2;A
UE27NRU;2021;Empleo en actividades intensivas conocimiento Ambos sexos;14.5;A
UE28;2008;Empleo en actividades intensivas conocimiento Ambos sexos;13.2;A
UE28;2009;Empleo en actividades intensivas conocimiento Ambos sexos;13.4;A
UE28;2010;Empleo en actividades intensivas conocimiento Ambos sexos;13.5;A
