D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
C01;2004;Población 25-34 años educ super. AMBOS SEXOS;31.90181935;A
C01;2005;Población 25-34 años educ super. AMBOS SEXOS;33.366346596;A
C01;2006;Población 25-34 años educ super. AMBOS SEXOS;32.993061819;A
C01;2007;Población 25-34 años educ super. AMBOS SEXOS;33.620779567;A
C01;2008;Población 25-34 años educ super. AMBOS SEXOS;33.882809307;A
C01;2009;Población 25-34 años educ super. AMBOS SEXOS;33.49732555;A
C01;2010;Población 25-34 años educ super. AMBOS SEXOS;33.386685372;A
C01;2011;Población 25-34 años educ super. AMBOS SEXOS;32.002441991;A
C01;2012;Población 25-34 años educ super. AMBOS SEXOS;31.911185174;A
C01;2013;Población 25-34 años educ super. AMBOS SEXOS;32.051595021;A
C01;2014;Población 25-34 años educ super. AMBOS SEXOS;32.474171142;A
C01;2015;Población 25-34 años educ super. AMBOS SEXOS;33.323212227;A
C01;2016;Población 25-34 años educ super. AMBOS SEXOS;32.844796742;A
C01;2017;Población 25-34 años educ super. AMBOS SEXOS;33.825626809;A
C01;2018;Población 25-34 años educ super. AMBOS SEXOS;34.917138678;A
C01;2019;Población 25-34 años educ super. AMBOS SEXOS;37.551622195;A
C01;2020;Población 25-34 años educ super. AMBOS SEXOS;39.350010575;A
C01;2021;Población 25-34 años educ super. AMBOS SEXOS;41.597510245;A
108;2004;Población 25-34 años educ super. AMBOS SEXOS;39.0;A
108;2005;Población 25-34 años educ super. AMBOS SEXOS;40.7;A
108;2006;Población 25-34 años educ super. AMBOS SEXOS;40.3;A
108;2007;Población 25-34 años educ super. AMBOS SEXOS;40.0;A
108;2008;Población 25-34 años educ super. AMBOS SEXOS;40.0;A
108;2009;Población 25-34 años educ super. AMBOS SEXOS;39.5;A
108;2010;Población 25-34 años educ super. AMBOS SEXOS;40.3;A
108;2011;Población 25-34 años educ super. AMBOS SEXOS;40.3;A
