TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
C01;2004;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;31.90181935;A
C01;2005;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.366346596;A
C01;2006;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;32.993061819;A
C01;2007;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.620779567;A
C01;2008;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.882809307;A
C01;2009;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.49732555;A
C01;2010;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.386685372;A
C01;2011;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;32.002441991;A
C01;2012;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;31.911185174;A
C01;2013;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;32.051595021;A
C01;2014;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;32.474171142;A
C01;2015;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.323212227;A
C01;2016;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;32.844796742;A
C01;2017;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;33.825626809;A
C01;2018;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;34.917138678;A
C01;2019;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;37.551622195;A
C01;2020;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;39.350010575;A
C01;2021;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;41.597510245;A
108;2004;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;39.0;A
108;2005;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;40.7;A
108;2006;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;40.3;A
108;2007;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;40.0;A
108;2008;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;40.0;A
108;2009;POBL_25-3_ANOS_EDUC_SUPE_AMBO_SEXO;39.5;A
