TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
C01;2008;EMPL_ACTI_INTE_CONO_MUJE;8.3831858;A
C01;2009;EMPL_ACTI_INTE_CONO_MUJE;8.31730561;A
C01;2010;EMPL_ACTI_INTE_CONO_MUJE;9.30936965;A
C01;2011;EMPL_ACTI_INTE_CONO_MUJE;8.78140901;A
C01;2012;EMPL_ACTI_INTE_CONO_MUJE;8.26005848;A
C01;2013;EMPL_ACTI_INTE_CONO_MUJE;7.99647341;A
C01;2014;EMPL_ACTI_INTE_CONO_MUJE;8.46002868;A
C01;2015;EMPL_ACTI_INTE_CONO_MUJE;8.145219965;A
C01;2016;EMPL_ACTI_INTE_CONO_MUJE;8.56645535;A
C01;2017;EMPL_ACTI_INTE_CONO_MUJE;9.43621347;A
C01;2018;EMPL_ACTI_INTE_CONO_MUJE;9.07509289;A
C01;2019;EMPL_ACTI_INTE_CONO_MUJE;8.56772331;A
C01;2020;EMPL_ACTI_INTE_CONO_MUJE;8.86018305;A
C01;2021;EMPL_ACTI_INTE_CONO_MUJE;8.578186744;A
108;2008;EMPL_ACTI_INTE_CONO_MUJE;12.0;A
108;2009;EMPL_ACTI_INTE_CONO_MUJE;11.9;A
108;2010;EMPL_ACTI_INTE_CONO_MUJE;11.8;A
108;2011;EMPL_ACTI_INTE_CONO_MUJE;11.7;A
108;2012;EMPL_ACTI_INTE_CONO_MUJE;11.8;A
108;2013;EMPL_ACTI_INTE_CONO_MUJE;11.9;A
108;2014;EMPL_ACTI_INTE_CONO_MUJE;11.8;A
108;2015;EMPL_ACTI_INTE_CONO_MUJE;11.9;A
108;2016;EMPL_ACTI_INTE_CONO_MUJE;12.1;A
108;2017;EMPL_ACTI_INTE_CONO_MUJE;12.1;A
108;2018;EMPL_ACTI_INTE_CONO_MUJE;11.8;A
108;2019;EMPL_ACTI_INTE_CONO_MUJE;12.2;A
108;2020;EMPL_ACTI_INTE_CONO_MUJE;12.7;A
108;2021;EMPL_ACTI_INTE_CONO_MUJE;12.9;A
UE27NRU;2008;EMPL_ACTI_INTE_CONO_MUJE;12.7;A
UE27NRU;2009;EMPL_ACTI_INTE_CONO_MUJE;12.8;A
UE27NRU;2010;EMPL_ACTI_INTE_CONO_MUJE;12.8;A
UE27NRU;2011;EMPL_ACTI_INTE_CONO_MUJE;13.0;A
UE27NRU;2012;EMPL_ACTI_INTE_CONO_MUJE;13.1;A
UE27NRU;2013;EMPL_ACTI_INTE_CONO_MUJE;12.9;A
UE27NRU;2014;EMPL_ACTI_INTE_CONO_MUJE;13.0;A
UE27NRU;2015;EMPL_ACTI_INTE_CONO_MUJE;13.1;A
UE27NRU;2016;EMPL_ACTI_INTE_CONO_MUJE;13.2;A
UE27NRU;2017;EMPL_ACTI_INTE_CONO_MUJE;13.3;A
UE27NRU;2018;EMPL_ACTI_INTE_CONO_MUJE;13.3;A
UE27NRU;2019;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
UE27NRU;2020;EMPL_ACTI_INTE_CONO_MUJE;13.8;A
UE27NRU;2021;EMPL_ACTI_INTE_CONO_MUJE;14.1;A
UE28;2008;EMPL_ACTI_INTE_CONO_MUJE;13.1;A
UE28;2009;EMPL_ACTI_INTE_CONO_MUJE;13.2;A
UE28;2010;EMPL_ACTI_INTE_CONO_MUJE;13.1;A
UE28;2011;EMPL_ACTI_INTE_CONO_MUJE;13.2;A
UE28;2012;EMPL_ACTI_INTE_CONO_MUJE;13.3;A
UE28;2013;EMPL_ACTI_INTE_CONO_MUJE;13.2;A
UE28;2014;EMPL_ACTI_INTE_CONO_MUJE;13.3;A
UE28;2015;EMPL_ACTI_INTE_CONO_MUJE;13.4;A
UE28;2016;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
UE28;2017;EMPL_ACTI_INTE_CONO_MUJE;13.6;A
UE28;2018;EMPL_ACTI_INTE_CONO_MUJE;13.7;A
UE28;2019;EMPL_ACTI_INTE_CONO_MUJE;13.9;A
EA19;2008;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
EA19;2009;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
EA19;2010;EMPL_ACTI_INTE_CONO_MUJE;13.4;A
EA19;2011;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
EA19;2012;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
EA19;2013;EMPL_ACTI_INTE_CONO_MUJE;13.4;A
EA19;2014;EMPL_ACTI_INTE_CONO_MUJE;13.4;A
EA19;2015;EMPL_ACTI_INTE_CONO_MUJE;13.5;A
EA19;2016;EMPL_ACTI_INTE_CONO_MUJE;13.6;A
EA19;2017;EMPL_ACTI_INTE_CONO_MUJE;13.7;A
EA19;2018;EMPL_ACTI_INTE_CONO_MUJE;13.7;A
EA19;2019;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
EA19;2020;EMPL_ACTI_INTE_CONO_MUJE;14.3;A
EA19;2021;EMPL_ACTI_INTE_CONO_MUJE;14.4;A
UE15;2008;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
UE15;2009;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
UE15;2010;EMPL_ACTI_INTE_CONO_MUJE;13.7;A
UE15;2011;EMPL_ACTI_INTE_CONO_MUJE;13.8;A
UE15;2012;EMPL_ACTI_INTE_CONO_MUJE;13.9;A
UE15;2013;EMPL_ACTI_INTE_CONO_MUJE;13.8;A
UE15;2014;EMPL_ACTI_INTE_CONO_MUJE;13.8;A
UE15;2015;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
UE15;2016;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
UE15;2017;EMPL_ACTI_INTE_CONO_MUJE;14.1;A
UE15;2018;EMPL_ACTI_INTE_CONO_MUJE;14.3;A
UE15;2019;EMPL_ACTI_INTE_CONO_MUJE;14.5;A
103;2008;EMPL_ACTI_INTE_CONO_MUJE;14.6;A
103;2009;EMPL_ACTI_INTE_CONO_MUJE;13.8;A
103;2010;EMPL_ACTI_INTE_CONO_MUJE;13.4;A
103;2011;EMPL_ACTI_INTE_CONO_MUJE;14.0;A
103;2012;EMPL_ACTI_INTE_CONO_MUJE;14.2;A
103;2013;EMPL_ACTI_INTE_CONO_MUJE;14.5;A
103;2014;EMPL_ACTI_INTE_CONO_MUJE;14.4;A
