TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2015;ESTU_DOCT_NO_UE;22.213101297;A
;2016;ESTU_DOCT_NO_UE;22.707327775;A
;2017;ESTU_DOCT_NO_UE;24.48024948;A
;2018;ESTU_DOCT_NO_UE;25.483028721;A
;2019;ESTU_DOCT_NO_UE;26.579460061;A
;2020;ESTU_DOCT_NO_UE;27.760529158;A
;2021;ESTU_DOCT_NO_UE;27.933969564;A
;2022;ESTU_DOCT_NO_UE;28.575068476;A
108;2016;ESTU_DOCT_NO_UE;24.645861796;A
108;2017;ESTU_DOCT_NO_UE;24.958070107;A
108;2018;ESTU_DOCT_NO_UE;25.825924193;A
108;2019;ESTU_DOCT_NO_UE;26.66519751;A
108;2020;ESTU_DOCT_NO_UE;27.64281166;A
108;2021;ESTU_DOCT_NO_UE;27.800279767;A
108;2022;ESTU_DOCT_NO_UE;28.112587024;A
UE28;2016;ESTU_DOCT_NO_UE;20.261411063;A
UE28;2017;ESTU_DOCT_NO_UE;21.029984201;A
UE28;2018;ESTU_DOCT_NO_UE;22.014648264;A
UE28;2019;ESTU_DOCT_NO_UE;21.182159177;A
UE27NRU;2016;ESTU_DOCT_NO_UE;16.229760326;A
UE27NRU;2017;ESTU_DOCT_NO_UE;17.381204486;A
UE27NRU;2018;ESTU_DOCT_NO_UE;18.732791965;A
UE27NRU;2019;ESTU_DOCT_NO_UE;17.811868179;A
103;2008;ESTU_DOCT_NO_UE;31.17;A
103;2009;ESTU_DOCT_NO_UE;31.65;A
103;2010;ESTU_DOCT_NO_UE;32.28;A
103;2011;ESTU_DOCT_NO_UE;34.07;A
103;2012;ESTU_DOCT_NO_UE;36.17;A
103;2013;ESTU_DOCT_NO_UE;37.741273101;A
103;2014;ESTU_DOCT_NO_UE;36.638041528;A
103;2015;ESTU_DOCT_NO_UE;42.3086255;A
103;2016;ESTU_DOCT_NO_UE;44.219358705;A
103;2017;ESTU_DOCT_NO_UE;20.603959814;A
103;2018;ESTU_DOCT_NO_UE;41.524886095;A
103;2019;ESTU_DOCT_NO_UE;23.322777387;A
103;2020;ESTU_DOCT_NO_UE;32.645799744;A
104;2008;ESTU_DOCT_NO_UE;5.28;A
104;2009;ESTU_DOCT_NO_UE;5.72;A
104;2010;ESTU_DOCT_NO_UE;5.84;A
104;2011;ESTU_DOCT_NO_UE;5.37;A
104;2012;ESTU_DOCT_NO_UE;4.27;A
104;2013;ESTU_DOCT_NO_UE;3.984360454;A
104;2014;ESTU_DOCT_NO_UE;4.161849711;A
104;2015;ESTU_DOCT_NO_UE;5.138280187;A
104;2016;ESTU_DOCT_NO_UE;6.281481481;A
104;2017;ESTU_DOCT_NO_UE;6.60433363;A
104;2018;ESTU_DOCT_NO_UE;7.419256551;A
104;2019;ESTU_DOCT_NO_UE;7.453224061;A
104;2020;ESTU_DOCT_NO_UE;8.555900621;A
143;2008;ESTU_DOCT_NO_UE;9.87;A
143;2009;ESTU_DOCT_NO_UE;10.19;A
143;2010;ESTU_DOCT_NO_UE;10.76;A
143;2011;ESTU_DOCT_NO_UE;11.37;A
143;2012;ESTU_DOCT_NO_UE;12.18;A
143;2013;ESTU_DOCT_NO_UE;12.840358816;A
143;2014;ESTU_DOCT_NO_UE;13.933838183;A
143;2015;ESTU_DOCT_NO_UE;14.758766577;A
