TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.76842276;A
;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.780789264;A
;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.004532206;A
;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.646335478;A
;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.828308322;A
;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.206133947;A
;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.977171324;A
;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.68336001;A
;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.259977145;A
;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.701341891;A
;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.626229628;A
;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.050558602;A
;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.608625989;A
;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.080439869;A
;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.661566894;A
;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.982562979;A
;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.917852676;A
;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.728117551;A
108;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.6;A
108;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.7;A
108;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.2;A
108;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.0;A
108;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.0;A
108;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.1;A
108;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.5;A
108;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.2;A
108;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.9;A
108;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.7;A
108;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.4;A
108;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.9;A
108;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.0;A
108;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.5;A
108;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;38.4;A
108;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;40.6;A
108;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;41.3;A
108;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;43.1;A
UE27NRU;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;23.5;A
UE27NRU;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.1;A
UE27NRU;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.6;A
UE27NRU;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;25.1;A
UE27NRU;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;25.9;A
UE27NRU;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.8;A
UE27NRU;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.7;A
UE27NRU;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.4;A
UE27NRU;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.1;A
UE27NRU;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.0;A
UE27NRU;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.9;A
UE27NRU;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.2;A
UE27NRU;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.5;A
UE27NRU;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.2;A
UE27NRU;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;33.2;A
UE27NRU;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.1;A
UE27NRU;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.2;A
UE27NRU;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.7;A
UE28;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.8;A
UE28;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;25.4;A
UE28;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;25.8;A
UE28;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.4;A
UE28;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.1;A
UE28;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.2;A
UE28;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.1;A
UE28;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.0;A
UE28;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.8;A
UE28;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.7;A
UE28;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.5;A
UE28;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.9;A
UE28;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;33.3;A
UE28;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;33.8;A
UE28;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.8;A
UE28;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.7;A
EA19;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;25.6;A
EA19;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.1;A
EA19;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.2;A
EA19;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.6;A
EA19;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.1;A
EA19;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.9;A
EA19;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.5;A
EA19;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.0;A
EA19;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.7;A
EA19;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.6;A
EA19;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.4;A
EA19;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.8;A
EA19;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.0;A
EA19;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.8;A
EA19;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.2;A
EA19;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.3;A
EA19;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.9;A
EA19;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;37.6;A
UE15;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.5;A
UE15;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.9;A
UE15;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.1;A
UE15;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.5;A
UE15;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;29.1;A
UE15;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.0;A
UE15;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;30.5;A
UE15;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;31.3;A
UE15;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.1;A
UE15;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.9;A
UE15;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;33.6;A
UE15;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.1;A
UE15;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.6;A
UE15;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.1;A
UE15;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.4;A
UE15;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;37.4;A
103;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.3;A
103;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.8;A
103;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.5;A
103;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.8;A
103;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.1;A
103;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.3;A
103;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;38.2;A
103;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.5;A
103;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.9;A
103;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.9;A
103;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;37.1;A
103;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;37.1;A
103;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;37.8;A
103;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;40.0;A
103;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;40.6;A
103;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;39.9;A
103;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;40.8;A
103;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;44.0;A
104;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;17.3;A
104;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;16.5;A
104;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;16.6;A
104;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;18.2;A
104;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;19.5;A
104;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;19.2;A
104;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;19.7;A
104;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;20.1;A
104;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;20.9;A
104;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;22.0;A
104;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;23.9;A
104;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.6;A
104;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.1;A
104;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.8;A
104;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.3;A
104;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.4;A
104;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.2;A
104;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;28.0;A
143;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;12.7;A
143;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;13.8;A
143;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;14.7;A
143;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;14.0;A
143;2008;POBL_25-3_ANOS_EDUC_SUPE_HOMB;15.7;A
143;2009;POBL_25-3_ANOS_EDUC_SUPE_HOMB;18.1;A
143;2010;POBL_25-3_ANOS_EDUC_SUPE_HOMB;20.1;A
143;2011;POBL_25-3_ANOS_EDUC_SUPE_HOMB;21.9;A
143;2012;POBL_25-3_ANOS_EDUC_SUPE_HOMB;23.2;A
143;2013;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.5;A
143;2014;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.9;A
143;2015;POBL_25-3_ANOS_EDUC_SUPE_HOMB;24.3;A
143;2016;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.5;A
143;2017;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.5;A
143;2018;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.3;A
143;2019;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.0;A
143;2020;POBL_25-3_ANOS_EDUC_SUPE_HOMB;26.1;A
143;2021;POBL_25-3_ANOS_EDUC_SUPE_HOMB;27.1;A
107;2004;POBL_25-3_ANOS_EDUC_SUPE_HOMB;34.3;A
107;2005;POBL_25-3_ANOS_EDUC_SUPE_HOMB;35.3;A
107;2006;POBL_25-3_ANOS_EDUC_SUPE_HOMB;36.2;A
107;2007;POBL_25-3_ANOS_EDUC_SUPE_HOMB;32.1;A
