TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2004;POBL_25-3_ANOS_EDUC_SUPE_MUJE;35.16401458;A
;2005;POBL_25-3_ANOS_EDUC_SUPE_MUJE;37.147278458;A
;2006;POBL_25-3_ANOS_EDUC_SUPE_MUJE;38.256095274;A
;2007;POBL_25-3_ANOS_EDUC_SUPE_MUJE;38.850918811;A
;2008;POBL_25-3_ANOS_EDUC_SUPE_MUJE;39.18696975;A
;2009;POBL_25-3_ANOS_EDUC_SUPE_MUJE;39.037060404;A
;2010;POBL_25-3_ANOS_EDUC_SUPE_MUJE;40.074078766;A
;2011;POBL_25-3_ANOS_EDUC_SUPE_MUJE;36.484960413;A
;2012;POBL_25-3_ANOS_EDUC_SUPE_MUJE;35.670056777;A
;2013;POBL_25-3_ANOS_EDUC_SUPE_MUJE;36.489326735;A
;2014;POBL_25-3_ANOS_EDUC_SUPE_MUJE;38.398387322;A
;2015;POBL_25-3_ANOS_EDUC_SUPE_MUJE;38.650108055;A
;2016;POBL_25-3_ANOS_EDUC_SUPE_MUJE;38.131895855;A
;2017;POBL_25-3_ANOS_EDUC_SUPE_MUJE;40.653661626;A
;2018;POBL_25-3_ANOS_EDUC_SUPE_MUJE;40.25165116;A
;2019;POBL_25-3_ANOS_EDUC_SUPE_MUJE;43.232007874;A
;2020;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.92956071;A
;2021;POBL_25-3_ANOS_EDUC_SUPE_MUJE;46.59994915;A
108;2004;POBL_25-3_ANOS_EDUC_SUPE_MUJE;43.7;A
108;2005;POBL_25-3_ANOS_EDUC_SUPE_MUJE;46.0;A
108;2006;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.8;A
108;2007;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.4;A
108;2008;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.4;A
108;2009;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.1;A
108;2010;POBL_25-3_ANOS_EDUC_SUPE_MUJE;46.4;A
108;2011;POBL_25-3_ANOS_EDUC_SUPE_MUJE;45.7;A
108;2012;POBL_25-3_ANOS_EDUC_SUPE_MUJE;46.0;A
108;2013;POBL_25-3_ANOS_EDUC_SUPE_MUJE;46.5;A
108;2014;POBL_25-3_ANOS_EDUC_SUPE_MUJE;47.5;A
