TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2013;DOCT_STEM_MUJE;0.128134665;A
;2014;DOCT_STEM_MUJE;0.193468525;A
;2015;DOCT_STEM_MUJE;0.165962269;A
;2016;DOCT_STEM_MUJE;0.23984189;A
;2017;DOCT_STEM_MUJE;0.245923116;A
;2018;DOCT_STEM_MUJE;0.119930374;A
;2019;DOCT_STEM_MUJE;0.175740771;A
;2020;DOCT_STEM_MUJE;0.157459723;A
108;2013;DOCT_STEM_MUJE;0.7;A
108;2014;DOCT_STEM_MUJE;0.7;A
108;2015;DOCT_STEM_MUJE;0.5;A
108;2016;DOCT_STEM_MUJE;0.5;A
108;2017;DOCT_STEM_MUJE;0.6;A
108;2018;DOCT_STEM_MUJE;0.6;A
108;2019;DOCT_STEM_MUJE;0.332710582;A
108;2020;DOCT_STEM_MUJE;0.303088885;A
UE27NRU;2015;DOCT_STEM_MUJE;0.7;A
UE27NRU;2016;DOCT_STEM_MUJE;0.7;A
UE27NRU;2017;DOCT_STEM_MUJE;0.7;A
UE27NRU;2018;DOCT_STEM_MUJE;0.6;A
UE27NRU;2019;DOCT_STEM_MUJE;0.6;A
UE27NRU;2020;DOCT_STEM_MUJE;0.5;A
UE28;2015;DOCT_STEM_MUJE;0.7;A
UE28;2016;DOCT_STEM_MUJE;0.7;A
UE28;2017;DOCT_STEM_MUJE;0.7;A
UE28;2018;DOCT_STEM_MUJE;0.7;A
UE28;2019;DOCT_STEM_MUJE;0.7;A
103;2013;DOCT_STEM_MUJE;0.5;A
103;2014;DOCT_STEM_MUJE;0.5;A
103;2015;DOCT_STEM_MUJE;0.3;A
103;2016;DOCT_STEM_MUJE;0.3;A
103;2017;DOCT_STEM_MUJE;0.2;A
103;2018;DOCT_STEM_MUJE;0.3;A
103;2019;DOCT_STEM_MUJE;0.3;A
103;2020;DOCT_STEM_MUJE;0.3;A
104;2013;DOCT_STEM_MUJE;0.3;A
104;2014;DOCT_STEM_MUJE;0.5;A
104;2015;DOCT_STEM_MUJE;0.2;A
104;2016;DOCT_STEM_MUJE;0.2;A
104;2017;DOCT_STEM_MUJE;0.2;A
104;2018;DOCT_STEM_MUJE;0.2;A
104;2019;DOCT_STEM_MUJE;0.2;A
104;2020;DOCT_STEM_MUJE;0.1;A
143;2013;DOCT_STEM_MUJE;0.5;A
143;2014;DOCT_STEM_MUJE;0.6;A
143;2015;DOCT_STEM_MUJE;0.3;A
143;2016;DOCT_STEM_MUJE;0.3;A
143;2017;DOCT_STEM_MUJE;0.3;A
143;2018;DOCT_STEM_MUJE;0.3;A
143;2019;DOCT_STEM_MUJE;0.3;A
107;2013;DOCT_STEM_MUJE;0.8;A
107;2014;DOCT_STEM_MUJE;0.9;A
107;2015;DOCT_STEM_MUJE;0.5;A
107;2016;DOCT_STEM_MUJE;0.5;A
107;2017;DOCT_STEM_MUJE;0.4;A
107;2018;DOCT_STEM_MUJE;0.4;A
107;2019;DOCT_STEM_MUJE;0.4;A
107;2020;DOCT_STEM_MUJE;0.4;A
126;2013;DOCT_STEM_MUJE;0.8;A
126;2014;DOCT_STEM_MUJE;0.8;A
126;2015;DOCT_STEM_MUJE;0.4;A
126;2016;DOCT_STEM_MUJE;0.4;A
126;2017;DOCT_STEM_MUJE;0.4;A
126;2018;DOCT_STEM_MUJE;0.4;A
126;2019;DOCT_STEM_MUJE;0.4;A
126;2020;DOCT_STEM_MUJE;0.4;A
141;2013;DOCT_STEM_MUJE;0.3;A
141;2014;DOCT_STEM_MUJE;0.5;A
141;2015;DOCT_STEM_MUJE;0.3;A
141;2016;DOCT_STEM_MUJE;0.3;A
141;2017;DOCT_STEM_MUJE;0.4;A
141;2018;DOCT_STEM_MUJE;0.3;A
141;2019;DOCT_STEM_MUJE;0.3;A
141;2020;DOCT_STEM_MUJE;0.3;A
113;2013;DOCT_STEM_MUJE;0.7;A
113;2014;DOCT_STEM_MUJE;0.8;A
113;2015;DOCT_STEM_MUJE;0.4;A
113;2016;DOCT_STEM_MUJE;0.4;A
113;2017;DOCT_STEM_MUJE;0.3;A
113;2018;DOCT_STEM_MUJE;0.4;A
113;2019;DOCT_STEM_MUJE;0.4;A
113;2020;DOCT_STEM_MUJE;0.4;A
111;2013;DOCT_STEM_MUJE;0.3;A
111;2014;DOCT_STEM_MUJE;0.4;A
111;2015;DOCT_STEM_MUJE;0.2;A
111;2016;DOCT_STEM_MUJE;0.2;A
111;2017;DOCT_STEM_MUJE;0.2;A
111;2018;DOCT_STEM_MUJE;0.2;A
111;2019;DOCT_STEM_MUJE;0.2;A
111;2020;DOCT_STEM_MUJE;0.2;A
110;2013;DOCT_STEM_MUJE;0.8;A
110;2014;DOCT_STEM_MUJE;0.8;A
110;2015;DOCT_STEM_MUJE;0.4;A
110;2016;DOCT_STEM_MUJE;0.4;A
110;2017;DOCT_STEM_MUJE;0.4;A
110;2018;DOCT_STEM_MUJE;0.3;A
110;2019;DOCT_STEM_MUJE;0.3;A
110;2020;DOCT_STEM_MUJE;0.3;A
146;2013;DOCT_STEM_MUJE;0.5;A
146;2014;DOCT_STEM_MUJE;0.5;A
146;2015;DOCT_STEM_MUJE;0.3;A
146;2016;DOCT_STEM_MUJE;0.2;A
146;2017;DOCT_STEM_MUJE;0.2;A
146;2018;DOCT_STEM_MUJE;0.2;A
146;2019;DOCT_STEM_MUJE;0.2;A
146;2020;DOCT_STEM_MUJE;0.2;A
115;2013;DOCT_STEM_MUJE;0.6;A
115;2014;DOCT_STEM_MUJE;0.6;A
115;2015;DOCT_STEM_MUJE;0.3;A
115;2016;DOCT_STEM_MUJE;0.3;A
115;2017;DOCT_STEM_MUJE;0.3;A
115;2018;DOCT_STEM_MUJE;0.2;A
115;2019;DOCT_STEM_MUJE;0.3;A
115;2020;DOCT_STEM_MUJE;0.3;A
106;2013;DOCT_STEM_MUJE;0.1;A
106;2014;DOCT_STEM_MUJE;0.2;A
106;2015;DOCT_STEM_MUJE;0.1;A
106;2016;DOCT_STEM_MUJE;0.2;A
106;2017;DOCT_STEM_MUJE;0.1;A
106;2018;DOCT_STEM_MUJE;0.1;A
106;2019;DOCT_STEM_MUJE;0.1;A
106;2020;DOCT_STEM_MUJE;0.2;A
136;2013;DOCT_STEM_MUJE;0.4;A
136;2014;DOCT_STEM_MUJE;0.4;A
136;2015;DOCT_STEM_MUJE;0.2;A
136;2016;DOCT_STEM_MUJE;0.1;A
136;2017;DOCT_STEM_MUJE;0.1;A
136;2018;DOCT_STEM_MUJE;0.1;A
136;2019;DOCT_STEM_MUJE;0.1;A
136;2020;DOCT_STEM_MUJE;0.1;A
142;2013;DOCT_STEM_MUJE;0.5;A
142;2014;DOCT_STEM_MUJE;0.5;A
142;2015;DOCT_STEM_MUJE;0.2;A
142;2016;DOCT_STEM_MUJE;0.1;A
142;2017;DOCT_STEM_MUJE;0.2;A
142;2018;DOCT_STEM_MUJE;0.2;A
142;2019;DOCT_STEM_MUJE;0.2;A
142;2020;DOCT_STEM_MUJE;0.2;A
117;2013;DOCT_STEM_MUJE;0.3;A
117;2014;DOCT_STEM_MUJE;0.1;A
117;2015;DOCT_STEM_MUJE;0.2;A
117;2016;DOCT_STEM_MUJE;0.2;A
117;2017;DOCT_STEM_MUJE;0.3;A
117;2018;DOCT_STEM_MUJE;0.2;A
