D_TEMPORAL_0;D_TERRITORIO_0;D_NACIONACONYUGES_0;INDICATOR;OBS_VALUE;FREQ
2014;41;00;Divorcios;4126.85938;A
2014;41;11;Divorcios;3841.09432;A
2014;41;10;Divorcios;3841.09432;A
2014;41;1;Divorcios;3841.09432;A
2014;41;22;Divorcios;285.76506;A
2014;41;20;Divorcios;223.97802;A
2014;41;2;Divorcios;127.43577;A
2014;41;3;Divorcios;96.54225;A
2014;41;30;Divorcios;61.78704;A
2014;41;4;Divorcios;47.62751;A
2014;41;5;Divorcios;14.15953;A
2013;C01;00;Divorcios;16473.17478;A
2013;C01;11;Divorcios;14811.65559;A
2013;C01;10;Divorcios;14811.65559;A
2013;C01;1;Divorcios;14811.65559;A
2013;C01;22;Divorcios;1661.51919;A
2013;C01;20;Divorcios;1245.66396;A
2013;C01;2;Divorcios;649.33977;A
2013;C01;3;Divorcios;596.32419;A
2013;C01;30;Divorcios;415.85523;A
2013;C01;4;Divorcios;291.34332;A
2013;C01;5;Divorcios;124.51191;A
2013;04;00;Divorcios;1267.4696;A
2013;04;11;Divorcios;1040.9012;A
2013;04;10;Divorcios;1040.9012;A
2013;04;1;Divorcios;1040.9012;A
2013;04;22;Divorcios;226.5684;A
2013;04;20;Divorcios;144.4784;A
2013;04;2;Divorcios;95.2244;A
2013;04;3;Divorcios;49.254;A
2013;04;30;Divorcios;82.09;A
2013;04;4;Divorcios;52.5376;A
2013;04;5;Divorcios;29.5524;A
2013;11;00;Divorcios;2358.7305;A
2013;11;11;Divorcios;2225.41095;A
2013;11;10;Divorcios;2225.41095;A
2013;11;1;Divorcios;2225.41095;A
2013;11;22;Divorcios;133.31955;A
2013;11;20;Divorcios;105.4836;A
2013;11;2;Divorcios;48.34665;A
2013;11;3;Divorcios;57.13695;A
2013;11;30;Divorcios;27.83595;A
2013;11;4;Divorcios;24.90585;A
2013;11;5;Divorcios;2.9301;A
2013;14;00;Divorcios;1452.76866;A
2013;14;11;Divorcios;1378.16336;A
2013;14;10;Divorcios;1378.16336;A
2013;14;1;Divorcios;1378.16336;A
2013;14;22;Divorcios;74.6053;A
2013;14;20;Divorcios;65.11008;A
2013;14;2;Divorcios;33.9115;A
2013;14;3;Divorcios;31.19858;A
2013;14;30;Divorcios;9.49522;A
2013;14;4;Divorcios;9.49522;A
2013;18;00;Divorcios;1822.15704;A
2013;18;11;Divorcios;1658.49024;A
2013;18;10;Divorcios;1658.49024;A
2013;18;1;Divorcios;1658.49024;A
2013;18;22;Divorcios;163.6668;A
2013;18;20;Divorcios;130.93344;A
2013;18;2;Divorcios;75.01395;A
2013;18;3;Divorcios;55.91949;A
2013;18;30;Divorcios;32.73336;A
2013;18;4;Divorcios;28.64169;A
2013;18;5;Divorcios;4.09167;A
2013;21;00;Divorcios;995.33511;A
2013;21;11;Divorcios;945.06566;A
2013;21;10;Divorcios;945.06566;A
2013;21;1;Divorcios;945.06566;A
2013;21;22;Divorcios;50.26945;A
2013;21;20;Divorcios;37.34302;A
2013;21;2;Divorcios;20.10778;A
2013;21;3;Divorcios;17.23524;A
2013;21;30;Divorcios;12.92643;A
2013;21;4;Divorcios;8.61762;A
2013;21;5;Divorcios;4.30881;A
2013;23;00;Divorcios;1155.71547;A
2013;23;11;Divorcios;1080.92558;A
2013;23;10;Divorcios;1080.92558;A
2013;23;1;Divorcios;1080.92558;A
2013;23;22;Divorcios;74.78989;A
2013;23;20;Divorcios;62.08972;A
2013;23;2;Divorcios;32.45599;A
2013;23;3;Divorcios;29.63373;A
2013;23;30;Divorcios;12.70017;A
2013;23;4;Divorcios;11.28904;A
2013;23;5;Divorcios;1.41113;A
2013;29;00;Divorcios;3581.6334;A
2013;29;11;Divorcios;2938.2606;A
2013;29;10;Divorcios;2938.2606;A
2013;29;1;Divorcios;2938.2606;A
2013;29;22;Divorcios;643.3728;A
2013;29;20;Divorcios;462.4242;A
2013;29;2;Divorcios;215.415;A
2013;29;3;Divorcios;247.0092;A
2013;29;30;Divorcios;180.9486;A
2013;29;4;Divorcios;112.0158;A
2013;29;5;Divorcios;68.9328;A
2013;41;00;Divorcios;3839.365;A
2013;41;11;Divorcios;3544.438;A
2013;41;10;Divorcios;3544.438;A
2013;41;1;Divorcios;3544.438;A
2013;41;22;Divorcios;294.927;A
2013;41;20;Divorcios;237.8015;A
2013;41;2;Divorcios;128.8645;A
2013;41;3;Divorcios;108.937;A
2013;41;30;Divorcios;57.1255;A
2013;41;4;Divorcios;43.8405;A
2013;41;5;Divorcios;13.285;A
2012;C01;00;Divorcios;19100.05171;A
2012;C01;11;Divorcios;17258.22815;A
2012;C01;10;Divorcios;17258.22815;A
2012;C01;1;Divorcios;17258.22815;A
2012;C01;22;Divorcios;1841.82356;A
2012;C01;20;Divorcios;1360.32673;A
2012;C01;2;Divorcios;685.72937;A
2012;C01;3;Divorcios;674.59736;A
2012;C01;30;Divorcios;481.49683;A
2012;C01;4;Divorcios;343.43968;A
2012;C01;5;Divorcios;138.05715;A
2012;04;00;Divorcios;1673.28115;A
2012;04;11;Divorcios;1408.17336;A
2012;04;10;Divorcios;1408.17336;A
2012;04;1;Divorcios;1408.17336;A
2012;04;22;Divorcios;265.10779;A
2012;04;20;Divorcios;190.34644;A
2012;04;2;Divorcios;110.69896;A
2012;04;3;Divorcios;79.64748;A
2012;04;30;Divorcios;74.76135;A
2012;04;4;Divorcios;59.36826;A
2012;04;5;Divorcios;15.39309;A
2012;11;00;Divorcios;2751.43454;A
2012;11;11;Divorcios;2613.0326;A
2012;11;10;Divorcios;2613.0326;A
2012;11;1;Divorcios;2613.0326;A
2012;11;22;Divorcios;138.40194;A
2012;11;20;Divorcios;106.05998;A
2012;11;2;Divorcios;39.69376;A
2012;11;3;Divorcios;66.36622;A
2012;11;30;Divorcios;32.34196;A
2012;11;4;Divorcios;24.02278;A
2012;11;5;Divorcios;8.31918;A
2012;14;00;Divorcios;1519.27045;A
2012;14;11;Divorcios;1430.835;A
2012;14;10;Divorcios;1430.835;A
2012;14;1;Divorcios;1430.835;A
2012;14;22;Divorcios;88.43545;A
2012;14;20;Divorcios;62.89087;A
2012;14;2;Divorcios;31.92088;A
2012;14;3;Divorcios;30.96999;A
2012;14;30;Divorcios;25.54458;A
2012;14;4;Divorcios;21.79986;A
2012;14;5;Divorcios;3.74472;A
2012;18;00;Divorcios;2194.10578;A
2012;18;11;Divorcios;1947.75424;A
2012;18;10;Divorcios;1947.75424;A
2012;18;1;Divorcios;1947.75424;A
2012;18;22;Divorcios;246.35154;A
2012;18;20;Divorcios;204.1185;A
2012;18;2;Divorcios;116.97968;A
2012;18;3;Divorcios;87.13882;A
2012;18;30;Divorcios;42.23304;A
2012;18;4;Divorcios;36.89052;A
2012;18;5;Divorcios;5.34252;A
2012;21;00;Divorcios;1090.26737;A
2012;21;11;Divorcios;1044.37038;A
2012;21;10;Divorcios;1044.37038;A
2012;21;1;Divorcios;1044.37038;A
2012;21;22;Divorcios;45.89699;A
2012;21;20;Divorcios;34.66328;A
2012;21;2;Divorcios;22.85228;A
2012;21;3;Divorcios;11.811;A
2012;21;30;Divorcios;11.23371;A
2012;21;4;Divorcios;7.09323;A
2012;21;5;Divorcios;4.14048;A
2012;23;00;Divorcios;1282.34085;A
2012;23;11;Divorcios;1221.0704;A
2012;23;10;Divorcios;1221.0704;A
2012;23;1;Divorcios;1221.0704;A
2012;23;22;Divorcios;61.27045;A
2012;23;20;Divorcios;48.8112;A
2012;23;2;Divorcios;24.93946;A
2012;23;3;Divorcios;23.87174;A
2012;23;30;Divorcios;12.45925;A
2012;23;4;Divorcios;7.42164;A
2012;23;5;Divorcios;5.03761;A
2012;29;00;Divorcios;4090.46015;A
2012;29;11;Divorcios;3393.52035;A
2012;29;10;Divorcios;3393.52035;A
2012;29;1;Divorcios;3393.52035;A
2012;29;22;Divorcios;696.9398;A
2012;29;20;Divorcios;472.42826;A
2012;29;2;Divorcios;213.15317;A
2012;29;3;Divorcios;259.27509;A
2012;29;30;Divorcios;224.51154;A
2012;29;4;Divorcios;142.72583;A
2012;29;5;Divorcios;81.78571;A
2012;41;00;Divorcios;4498.89142;A
2012;41;11;Divorcios;4199.47182;A
2012;41;10;Divorcios;4199.47182;A
2012;41;1;Divorcios;4199.47182;A
2012;41;22;Divorcios;299.4196;A
2012;41;20;Divorcios;241.0082;A
2012;41;2;Divorcios;125.49118;A
2012;41;3;Divorcios;115.51702;A
2012;41;30;Divorcios;58.4114;A
2012;41;4;Divorcios;44.11756;A
2012;41;5;Divorcios;14.29384;A
2011;C01;00;Divorcios;18257.58564089;A
2011;C01;11;Divorcios;16552.03276623;A
2011;C01;10;Divorcios;16552.03276623;A
2011;C01;1;Divorcios;16552.03276623;A
2011;C01;22;Divorcios;1705.55287466;A
2011;C01;20;Divorcios;1184.54189462;A
2011;C01;2;Divorcios;589.24132598;A
2011;C01;3;Divorcios;595.30056864;A
2011;C01;30;Divorcios;521.01098004;A
2011;C01;4;Divorcios;403.16645125;A
2011;C01;5;Divorcios;117.84452879;A
2011;04;00;Divorcios;1426.82187464;A
2011;04;11;Divorcios;1156.22364679;A
2011;04;10;Divorcios;1156.22364679;A
2011;04;1;Divorcios;1156.22364679;A
2011;04;22;Divorcios;270.59822785;A
2011;04;20;Divorcios;158.99537814;A
2011;04;2;Divorcios;104.39443599;A
2011;04;3;Divorcios;54.60094215;A
2011;04;30;Divorcios;111.60284971;A
2011;04;4;Divorcios;101.18947045;A
2011;04;5;Divorcios;10.41337926;A
2011;11;00;Divorcios;2822.48660103;A
2011;11;11;Divorcios;2698.50060147;A
2011;11;10;Divorcios;2698.50060147;A
2011;11;1;Divorcios;2698.50060147;A
2011;11;22;Divorcios;123.98599956;A
2011;11;20;Divorcios;102.31047471;A
2011;11;2;Divorcios;48.77743848;A
2011;11;3;Divorcios;53.53303623;A
2011;11;30;Divorcios;21.67552485;A
2011;11;4;Divorcios;21.67552485;A
2011;14;00;Divorcios;1607.8291226;A
2011;14;11;Divorcios;1530.33961456;A
2011;14;10;Divorcios;1530.33961456;A
2011;14;1;Divorcios;1530.33961456;A
2011;14;22;Divorcios;77.48950804;A
2011;14;20;Divorcios;62.4875592;A
2011;14;2;Divorcios;23.35535114;A
2011;14;3;Divorcios;39.13220806;A
2011;14;30;Divorcios;15.00194884;A
2011;14;4;Divorcios;12.74825134;A
2011;14;5;Divorcios;2.2536975;A
2011;18;00;Divorcios;2058.63585768;A
2011;18;11;Divorcios;1876.85929792;A
2011;18;10;Divorcios;1876.85929792;A
2011;18;1;Divorcios;1876.85929792;A
2011;18;22;Divorcios;181.77655976;A
2011;18;20;Divorcios;132.59309232;A
2011;18;2;Divorcios;74.45246836;A
2011;18;3;Divorcios;58.14062396;A
2011;18;30;Divorcios;49.18346744;A
2011;18;4;Divorcios;42.65872968;A
2011;18;5;Divorcios;6.52473776;A
2011;21;00;Divorcios;976.40048302;A
2011;21;11;Divorcios;917.69792281;A
2011;21;10;Divorcios;917.69792281;A
2011;21;1;Divorcios;917.69792281;A
2011;21;22;Divorcios;58.70256021;A
2011;21;20;Divorcios;38.85038757;A
2011;21;2;Divorcios;25.46125809;A
2011;21;3;Divorcios;13.38912948;A
2011;21;30;Divorcios;19.85217264;A
2011;21;4;Divorcios;14.80853846;A
2011;21;5;Divorcios;5.04363418;A
2011;23;00;Divorcios;1223.16206129;A
2011;23;11;Divorcios;1158.66816007;A
2011;23;10;Divorcios;1158.66816007;A
2011;23;1;Divorcios;1158.66816007;A
2011;23;22;Divorcios;64.49390122;A
2011;23;20;Divorcios;49.13102638;A
2011;23;2;Divorcios;23.85031367;A
2011;23;3;Divorcios;25.28071271;A
2011;23;30;Divorcios;15.36287484;A
2011;23;4;Divorcios;14.09495541;A
2011;23;5;Divorcios;1.26791943;A
2011;29;00;Divorcios;3827.02436747;A
2011;29;11;Divorcios;3168.30415595;A
2011;29;10;Divorcios;3168.30415595;A
2011;29;1;Divorcios;3168.30415595;A
2011;29;22;Divorcios;658.72021152;A
2011;29;20;Divorcios;424.64346596;A
2011;29;2;Divorcios;192.97248933;A
2011;29;3;Divorcios;231.67097663;A
2011;29;30;Divorcios;234.07674556;A
2011;29;4;Divorcios;157.08119118;A
2011;29;5;Divorcios;76.99555438;A
2011;41;00;Divorcios;4315.22527316;A
2011;41;11;Divorcios;4045.43936666;A
2011;41;10;Divorcios;4045.43936666;A
2011;41;1;Divorcios;4045.43936666;A
2011;41;22;Divorcios;269.7859065;A
2011;41;20;Divorcios;215.53051034;A
2011;41;2;Divorcios;95.97757092;A
2011;41;3;Divorcios;119.55293942;A
2011;41;30;Divorcios;54.25539616;A
2011;41;4;Divorcios;38.90978988;A
2011;41;5;Divorcios;15.34560628;A
2010;C01;00;Divorcios;18373.44232079;A
2010;C01;11;Divorcios;16801.77228822;A
2010;C01;10;Divorcios;16801.77228822;A
2010;C01;1;Divorcios;16801.77228822;A
2010;C01;22;Divorcios;1571.67003257;A
2010;C01;20;Divorcios;1571.67003257;A
2010;C01;2;Divorcios;1147.09138578;A
2010;C01;3;Divorcios;424.57864679;A
2010;04;00;Divorcios;1362.40772485;A
2010;04;11;Divorcios;1158.86289418;A
2010;04;10;Divorcios;1158.86289418;A
2010;04;1;Divorcios;1158.86289418;A
2010;04;22;Divorcios;203.54483067;A
2010;04;20;Divorcios;203.54483067;A
2010;04;2;Divorcios;126.39459315;A
2010;04;3;Divorcios;77.15023752;A
2010;11;00;Divorcios;2718.61775842;A
2010;11;11;Divorcios;2593.35601474;A
2010;11;10;Divorcios;2593.35601474;A
2010;11;1;Divorcios;2593.35601474;A
2010;11;22;Divorcios;125.26174368;A
2010;11;20;Divorcios;125.26174368;A
2010;11;2;Divorcios;110.41189272;A
2010;11;3;Divorcios;14.84985096;A
2010;14;00;Divorcios;1659.02026916;A
2010;14;11;Divorcios;1585.79593964;A
2010;14;10;Divorcios;1585.79593964;A
2010;14;1;Divorcios;1585.79593964;A
2010;14;22;Divorcios;73.22432952;A
2010;14;20;Divorcios;73.22432952;A
2010;14;2;Divorcios;56.23049951;A
2010;14;3;Divorcios;16.99383001;A
2010;18;00;Divorcios;2005.38373943;A
2010;18;11;Divorcios;1855.97469371;A
2010;18;10;Divorcios;1855.97469371;A
2010;18;1;Divorcios;1855.97469371;A
2010;18;22;Divorcios;149.40904572;A
2010;18;20;Divorcios;149.40904572;A
2010;18;2;Divorcios;112.85586514;A
2010;18;3;Divorcios;36.55318058;A
2010;21;00;Divorcios;992.51673019;A
2010;21;11;Divorcios;931.11628971;A
2010;21;10;Divorcios;931.11628971;A
2010;21;1;Divorcios;931.11628971;A
2010;21;22;Divorcios;61.40044048;A
2010;21;20;Divorcios;61.40044048;A
2010;21;2;Divorcios;47.72020165;A
2010;21;3;Divorcios;13.68023883;A
2010;23;00;Divorcios;1193.6878551;A
2010;23;11;Divorcios;1150.05839372;A
2010;23;10;Divorcios;1150.05839372;A
2010;23;1;Divorcios;1150.05839372;A
2010;23;22;Divorcios;43.62946138;A
2010;23;20;Divorcios;43.62946138;A
2010;23;2;Divorcios;36.72302004;A
2010;23;3;Divorcios;6.90644134;A
2010;29;00;Divorcios;3876.9745934;A
2010;29;11;Divorcios;3253.52142846;A
2010;29;10;Divorcios;3253.52142846;A
2010;29;1;Divorcios;3253.52142846;A
2010;29;22;Divorcios;623.45316494;A
2010;29;20;Divorcios;623.45316494;A
2010;29;2;Divorcios;419.66845522;A
2010;29;3;Divorcios;203.78470972;A
2010;41;00;Divorcios;4564.83365024;A
2010;41;11;Divorcios;4273.08663406;A
2010;41;10;Divorcios;4273.08663406;A
2010;41;1;Divorcios;4273.08663406;A
2010;41;22;Divorcios;291.74701618;A
2010;41;20;Divorcios;291.74701618;A
2010;41;2;Divorcios;237.08685835;A
2010;41;3;Divorcios;54.66015783;A
2009;C01;00;Divorcios;17493.840001105;A
2009;C01;11;Divorcios;16026.834527931;A
2009;C01;10;Divorcios;16026.834527931;A
2009;C01;1;Divorcios;16026.834527931;A
2009;C01;22;Divorcios;1467.005473174;A
2009;C01;20;Divorcios;1078.223561632;A
2009;C01;2;Divorcios;534.771443261;A
2009;C01;3;Divorcios;543.452118371;A
2009;C01;30;Divorcios;388.781911542;A
2009;C01;4;Divorcios;291.188835263;A
2009;C01;5;Divorcios;97.593076279;A
2009;04;00;Divorcios;1275.959999958;A
2009;04;11;Divorcios;1086.424375206;A
2009;04;10;Divorcios;1086.424375206;A
2009;04;1;Divorcios;1086.424375206;A
2009;04;22;Divorcios;189.535624752;A
2009;04;20;Divorcios;112.633096672;A
2009;04;2;Divorcios;76.010948688;A
2009;04;3;Divorcios;36.622147984;A
2009;04;30;Divorcios;76.90252808;A
2009;04;4;Divorcios;68.74350694;A
2009;04;5;Divorcios;8.15902114;A
2009;11;00;Divorcios;2773.590000972;A
2009;11;11;Divorcios;2674.352253789;A
2009;11;10;Divorcios;2674.352253789;A
2009;11;1;Divorcios;2674.352253789;A
2009;11;22;Divorcios;99.237747183;A
2009;11;20;Divorcios;84.239955955;A
2009;11;2;Divorcios;40.479033346;A
2009;11;3;Divorcios;43.760922609;A
2009;11;30;Divorcios;14.997791228;A
2009;11;4;Divorcios;10.290421096;A
2009;11;5;Divorcios;4.707370132;A
2009;14;00;Divorcios;1537.74000012;A
2009;14;11;Divorcios;1455.034407697;A
2009;14;10;Divorcios;1455.034407697;A
2009;14;1;Divorcios;1455.034407697;A
2009;14;22;Divorcios;82.705592423;A
2009;14;20;Divorcios;61.137061615;A
2009;14;2;Divorcios;37.568530808;A
2009;14;3;Divorcios;23.568530807;A
2009;14;30;Divorcios;21.568530808;A
2009;14;4;Divorcios;17.872464457;A
2009;14;5;Divorcios;3.696066351;A
2009;18;00;Divorcios;1967.070000359;A
2009;18;11;Divorcios;1803.936352634;A
2009;18;10;Divorcios;1803.936352634;A
2009;18;1;Divorcios;1803.936352634;A
2009;18;22;Divorcios;163.133647725;A
2009;18;20;Divorcios;131.071116975;A
2009;18;2;Divorcios;69.120225735;A
2009;18;3;Divorcios;61.95089124;A
2009;18;30;Divorcios;32.06253075;A
2009;18;4;Divorcios;29.86081885;A
2009;18;5;Divorcios;2.2017119;A
2009;21;00;Divorcios;1012.380000091;A
2009;21;11;Divorcios;948.980239182;A
2009;21;10;Divorcios;948.980239182;A
2009;21;1;Divorcios;948.980239182;A
2009;21;22;Divorcios;63.399760909;A
2009;21;20;Divorcios;49.718560011;A
2009;21;2;Divorcios;29.371989792;A
2009;21;3;Divorcios;20.346570219;A
2009;21;30;Divorcios;13.681200898;A
2009;21;4;Divorcios;12.501175772;A
2009;21;5;Divorcios;1.180025126;A
2009;23;00;Divorcios;1122.459999905;A
2009;23;11;Divorcios;1093.062668513;A
2009;23;10;Divorcios;1093.062668513;A
2009;23;1;Divorcios;1093.062668513;A
2009;23;22;Divorcios;29.397331392;A
2009;23;20;Divorcios;24.105627904;A
2009;23;2;Divorcios;7.570203488;A
2009;23;3;Divorcios;16.535424416;A
2009;23;30;Divorcios;5.291703488;A
2009;23;4;Divorcios;4.152453488;A
2009;23;5;Divorcios;1.13925;A
2009;29;00;Divorcios;3607.690000055;A
2009;29;11;Divorcios;2994.47098066;A
2009;29;10;Divorcios;2994.47098066;A
2009;29;1;Divorcios;2994.47098066;A
2009;29;22;Divorcios;613.219019395;A
2009;29;20;Divorcios;421.520860825;A
2009;29;2;Divorcios;179.714449204;A
2009;29;3;Divorcios;241.806411621;A
2009;29;30;Divorcios;191.69815857;A
2009;29;4;Divorcios;126.77961174;A
2009;29;5;Divorcios;64.91854683;A
2009;41;00;Divorcios;4196.949999645;A
2009;41;11;Divorcios;3970.57325025;A
2009;41;10;Divorcios;3970.57325025;A
2009;41;1;Divorcios;3970.57325025;A
2009;41;22;Divorcios;226.376749395;A
2009;41;20;Divorcios;193.797281675;A
2009;41;2;Divorcios;94.9360622;A
2009;41;3;Divorcios;98.861219475;A
2009;41;30;Divorcios;32.57946772;A
2009;41;4;Divorcios;20.98838292;A
2009;41;5;Divorcios;11.5910848;A
2008;C01;00;Divorcios;19784.701197956;A
2008;C01;11;Divorcios;18129.391335934;A
2008;C01;10;Divorcios;18129.391335934;A
2008;C01;1;Divorcios;18129.391335934;A
2008;C01;22;Divorcios;1620.69628816;A
2008;C01;20;Divorcios;1168.456436589;A
2008;C01;2;Divorcios;625.191433685;A
2008;C01;3;Divorcios;543.265002904;A
2008;C01;30;Divorcios;452.239851571;A
2008;C01;4;Divorcios;358.770774381;A
2008;C01;5;Divorcios;93.46907719;A
2008;C01;NC0;Divorcios;34.613573862;A
2008;C01;NC;Divorcios;34.613573862;A
2008;04;00;Divorcios;1459.899390218;A
2008;04;11;Divorcios;1274.213004056;A
2008;04;10;Divorcios;1274.213004056;A
2008;04;1;Divorcios;1274.213004056;A
2008;04;22;Divorcios;175.774798717;A
2008;04;20;Divorcios;105.364047794;A
2008;04;2;Divorcios;71.715384557;A
2008;04;3;Divorcios;33.648663237;A
2008;04;30;Divorcios;70.410750923;A
2008;04;4;Divorcios;61.987126996;A
2008;04;5;Divorcios;8.423623927;A
2008;04;NC0;Divorcios;9.911587445;A
2008;04;NC;Divorcios;9.911587445;A
2008;11;00;Divorcios;3029.88628849;A
2008;11;11;Divorcios;2923.247315222;A
2008;11;10;Divorcios;2923.247315222;A
2008;11;1;Divorcios;2923.247315222;A
2008;11;22;Divorcios;106.638973268;A
2008;11;20;Divorcios;97.880034856;A
2008;11;2;Divorcios;48.832544641;A
2008;11;3;Divorcios;49.047490215;A
2008;11;30;Divorcios;8.758938412;A
2008;11;4;Divorcios;7.507661496;A
2008;11;5;Divorcios;1.251276916;A
2008;14;00;Divorcios;1595.530376772;A
2008;14;11;Divorcios;1524.094256016;A
2008;14;10;Divorcios;1524.094256016;A
2008;14;1;Divorcios;1524.094256016;A
2008;14;22;Divorcios;71.436120756;A
2008;14;20;Divorcios;56.755966458;A
2008;14;2;Divorcios;37.910075814;A
2008;14;3;Divorcios;18.845890644;A
2008;14;30;Divorcios;14.680154298;A
2008;14;4;Divorcios;11.656805628;A
2008;14;5;Divorcios;3.02334867;A
2008;18;00;Divorcios;2172.357568834;A
2008;18;11;Divorcios;2024.217087226;A
2008;18;10;Divorcios;2024.217087226;A
2008;18;1;Divorcios;2024.217087226;A
2008;18;22;Divorcios;148.140481608;A
2008;18;20;Divorcios;110.67828621;A
2008;18;2;Divorcios;66.382890876;A
2008;18;3;Divorcios;44.295395334;A
2008;18;30;Divorcios;37.462195398;A
2008;18;4;Divorcios;26.421853454;A
2008;18;5;Divorcios;11.040341944;A
2008;21;00;Divorcios;1165.944181717;A
2008;21;11;Divorcios;1098.645353329;A
2008;21;10;Divorcios;1098.645353329;A
2008;21;1;Divorcios;1098.645353329;A
2008;21;22;Divorcios;67.298828388;A
2008;21;20;Divorcios;56.708154384;A
2008;21;2;Divorcios;37.749296332;A
2008;21;3;Divorcios;18.958858052;A
2008;21;30;Divorcios;10.590674004;A
2008;21;4;Divorcios;8.241869219;A
2008;21;5;Divorcios;2.348804785;A
2008;23;00;Divorcios;1297.204501345;A
2008;23;11;Divorcios;1251.695646249;A
2008;23;10;Divorcios;1251.695646249;A
2008;23;1;Divorcios;1251.695646249;A
2008;23;22;Divorcios;45.508855096;A
2008;23;20;Divorcios;37.191772978;A
2008;23;2;Divorcios;21.420921592;A
2008;23;3;Divorcios;15.770851386;A
2008;23;30;Divorcios;8.317082118;A
2008;23;4;Divorcios;8.317082118;A
2008;29;00;Divorcios;4187.089941605;A
2008;29;11;Divorcios;3434.499817537;A
2008;29;10;Divorcios;3434.499817537;A
2008;29;1;Divorcios;3434.499817537;A
2008;29;22;Divorcios;733.817082697;A
2008;29;20;Divorcios;463.070329989;A
2008;29;2;Divorcios;220.369253293;A
2008;29;3;Divorcios;242.701076696;A
2008;29;30;Divorcios;270.746752708;A
2008;29;4;Divorcios;206.869367392;A
2008;29;5;Divorcios;63.877385316;A
2008;29;NC0;Divorcios;18.773041371;A
2008;29;NC;Divorcios;18.773041371;A
2008;41;00;Divorcios;4876.788948975;A
2008;41;11;Divorcios;4598.778856299;A
2008;41;10;Divorcios;4598.778856299;A
2008;41;1;Divorcios;4598.778856299;A
2008;41;22;Divorcios;272.08114763;A
2008;41;20;Divorcios;240.80784392;A
2008;41;2;Divorcios;120.81106658;A
2008;41;3;Divorcios;119.99677734;A
2008;41;30;Divorcios;31.27330371;A
2008;41;4;Divorcios;27.769008078;A
2008;41;5;Divorcios;3.504295632;A
2008;41;NC0;Divorcios;5.928945046;A
2008;41;NC;Divorcios;5.928945046;A
2007;C01;00;Divorcios;21609.099999161;A
2007;C01;11;Divorcios;20076.022054045;A
2007;C01;10;Divorcios;20076.022054045;A
2007;C01;1;Divorcios;20076.022054045;A
2007;C01;22;Divorcios;1309.765120969;A
2007;C01;20;Divorcios;1003.332935837;A
2007;C01;2;Divorcios;465.68960869;A
2007;C01;3;Divorcios;537.643327147;A
2007;C01;30;Divorcios;306.432185132;A
2007;C01;4;Divorcios;240.437584802;A
2007;C01;5;Divorcios;65.99460033;A
2007;C01;NC0;Divorcios;223.312824147;A
2007;C01;NC;Divorcios;223.312824147;A
2007;04;00;Divorcios;1642.139999901;A
2007;04;11;Divorcios;1419.244273884;A
2007;04;10;Divorcios;1419.244273884;A
2007;04;1;Divorcios;1419.244273884;A
2007;04;22;Divorcios;62.104438353;A
2007;04;20;Divorcios;44.376164381;A
2007;04;2;Divorcios;26.33868493;A
2007;04;3;Divorcios;18.037479451;A
2007;04;30;Divorcios;17.728273972;A
2007;04;4;Divorcios;13.732273972;A
2007;04;5;Divorcios;3.996;A
2007;04;NC0;Divorcios;160.791287664;A
2007;04;NC;Divorcios;160.791287664;A
2007;11;00;Divorcios;3287.229999146;A
2007;11;11;Divorcios;3137.205578845;A
2007;11;10;Divorcios;3137.205578845;A
2007;11;1;Divorcios;3137.205578845;A
2007;11;22;Divorcios;124.51336244;A
2007;11;20;Divorcios;105.492612948;A
2007;11;2;Divorcios;38.041498984;A
2007;11;3;Divorcios;67.451113964;A
2007;11;30;Divorcios;19.020749492;A
2007;11;4;Divorcios;19.020749492;A
2007;11;5;Divorcios;;A
2007;11;NC0;Divorcios;25.511057861;A
2007;11;NC;Divorcios;25.511057861;A
2007;14;00;Divorcios;1853.999999925;A
2007;14;11;Divorcios;1767.479999929;A
2007;14;10;Divorcios;1767.479999929;A
2007;14;1;Divorcios;1767.479999929;A
2007;14;22;Divorcios;86.519999996;A
2007;14;20;Divorcios;72.337142854;A
2007;14;2;Divorcios;44.365714284;A
2007;14;3;Divorcios;27.97142857;A
2007;14;30;Divorcios;14.182857142;A
2007;14;4;Divorcios;13.182857142;A
2007;14;5;Divorcios;1.0;A
2007;18;00;Divorcios;2389.41000052;A
2007;18;11;Divorcios;2233.505009264;A
2007;18;10;Divorcios;2233.505009264;A
2007;18;1;Divorcios;2233.505009264;A
2007;18;22;Divorcios;155.904991256;A
2007;18;20;Divorcios;125.297894312;A
2007;18;2;Divorcios;61.1296582;A
2007;18;3;Divorcios;64.168236112;A
2007;18;30;Divorcios;30.607096944;A
2007;18;4;Divorcios;23.443309208;A
2007;18;5;Divorcios;7.163787736;A
2007;21;00;Divorcios;1393.309999774;A
2007;21;11;Divorcios;1333.55485961;A
2007;21;10;Divorcios;1333.55485961;A
2007;21;1;Divorcios;1333.55485961;A
2007;21;22;Divorcios;59.755140164;A
2007;21;20;Divorcios;53.401269966;A
2007;21;2;Divorcios;29.2309985;A
2007;21;3;Divorcios;24.170271466;A
2007;21;30;Divorcios;6.353870198;A
2007;21;4;Divorcios;6.353870198;A
2007;23;00;Divorcios;1422.190000204;A
2007;23;11;Divorcios;1377.532483564;A
2007;23;10;Divorcios;1377.532483564;A
2007;23;1;Divorcios;1377.532483564;A
