D_TEMPORAL_0;D_TERRITORIO_0;D_CUSTODIA_0;INDICATOR;OBS_VALUE;FREQ
2008;11;3;Divorcios;263.328479229;A
2008;11;4;Divorcios;2.395081045;A
2008;11;NP;Divorcios;1138.362894625;A
2008;14;00;Divorcios;1595.530376772;A
2008;14;1;Divorcios;21.432650262;A
2008;14;2;Divorcios;879.943091796;A
2008;14;3;Divorcios;75.467252316;A
2008;14;NP;Divorcios;618.687382398;A
2008;18;00;Divorcios;2172.357568834;A
2008;18;1;Divorcios;30.099696884;A
2008;18;2;Divorcios;1206.507152348;A
2008;18;3;Divorcios;52.448435888;A
2008;18;NP;Divorcios;883.302283714;A
2008;21;00;Divorcios;1165.944181717;A
2008;21;1;Divorcios;28.438287078;A
2008;21;2;Divorcios;662.717932961;A
2008;21;3;Divorcios;26.215797122;A
2008;21;4;Divorcios;2.348804785;A
2008;21;NP;Divorcios;446.223359771;A
2008;23;00;Divorcios;1297.204501345;A
2008;23;1;Divorcios;25.109269545;A
2008;23;2;Divorcios;731.197936725;A
2008;23;3;Divorcios;52.176384876;A
2008;23;4;Divorcios;1.961722253;A
2008;23;NP;Divorcios;486.759187946;A
2008;29;00;Divorcios;4187.089941605;A
2008;29;1;Divorcios;77.400223322;A
2008;29;2;Divorcios;1809.381368403;A
2008;29;3;Divorcios;402.899733874;A
2008;29;4;Divorcios;5.347419469;A
2008;29;NP;Divorcios;1892.061196537;A
2008;41;00;Divorcios;4876.788948975;A
2008;41;1;Divorcios;113.500681726;A
2008;41;2;Divorcios;2566.593949493;A
2008;41;3;Divorcios;206.06668119;A
2008;41;4;Divorcios;6.743234286;A
2008;41;NP;Divorcios;1983.88440228;A
2007;C01;00;Divorcios;21609.099999161;A
2007;C01;1;Divorcios;444.181021319;A
2007;C01;2;Divorcios;10742.986272112;A
2007;C01;3;Divorcios;1186.75006864;A
2007;C01;NP;Divorcios;9235.18263709;A
2007;04;00;Divorcios;1642.139999901;A
2007;04;1;Divorcios;32.586410958;A
2007;04;2;Divorcios;655.795232841;A
2007;04;3;Divorcios;217.599287653;A
2007;04;NP;Divorcios;736.159068449;A
2007;11;00;Divorcios;3287.229999146;A
2007;11;1;Divorcios;66.605413954;A
2007;11;2;Divorcios;1736.049845787;A
2007;11;3;Divorcios;146.554178309;A
2007;11;NP;Divorcios;1338.020561096;A
2007;14;00;Divorcios;1853.999999925;A
2007;14;1;Divorcios;45.639999997;A
2007;14;2;Divorcios;963.954285677;A
2007;14;3;Divorcios;48.759999998;A
2007;14;NP;Divorcios;795.645714253;A
2007;18;00;Divorcios;2389.41000052;A
2007;18;1;Divorcios;35.945742212;A
2007;18;2;Divorcios;1313.551494169;A
2007;18;3;Divorcios;53.92360262;A
2007;18;NP;Divorcios;985.989161519;A
2007;21;00;Divorcios;1393.309999774;A
2007;21;1;Divorcios;40.69352957;A
2007;21;2;Divorcios;793.356058184;A
2007;21;3;Divorcios;50.830961584;A
2007;21;NP;Divorcios;508.429450436;A
2007;23;00;Divorcios;1422.190000204;A
2007;23;1;Divorcios;31.601676269;A
2007;23;2;Divorcios;667.589842029;A
2007;23;3;Divorcios;100.326833896;A
2007;23;NP;Divorcios;622.67164801;A
2007;29;00;Divorcios;4555.859999734;A
2007;29;1;Divorcios;76.38158771;A
2007;29;2;Divorcios;2041.51269925;A
2007;29;3;Divorcios;338.808433392;A
2007;29;NP;Divorcios;2099.157279382;A
2007;41;00;Divorcios;5064.959999957;A
2007;41;1;Divorcios;114.726660649;A
2007;41;2;Divorcios;2571.176814175;A
2007;41;3;Divorcios;229.946771188;A
2007;41;NP;Divorcios;2149.109753945;A
2006;C01;00;Divorcios;21218.50087;A
2006;C01;NC;Divorcios;21218.50087;A
2006;04;00;Divorcios;1595.879802;A
2006;04;NC;Divorcios;1595.879802;A
2006;11;00;Divorcios;3145.260002;A
2006;11;NC;Divorcios;3145.260002;A
2006;14;00;Divorcios;1834.890112;A
2006;14;NC;Divorcios;1834.890112;A
2006;18;00;Divorcios;2080.80049;A
2006;18;NC;Divorcios;2080.80049;A
2006;21;00;Divorcios;1332.84986;A
2006;21;NC;Divorcios;1332.84986;A
2006;23;00;Divorcios;1309.440144;A
2006;23;NC;Divorcios;1309.440144;A
2006;29;00;Divorcios;4712.309813;A
2006;29;NC;Divorcios;4712.309813;A
2006;41;00;Divorcios;5207.070647;A
2006;41;NC;Divorcios;5207.070647;A
2005;C01;00;Divorcios;10748.000406;A
2005;C01;NC;Divorcios;10748.000406;A
2005;04;00;Divorcios;833.000224;A
2005;04;NC;Divorcios;833.000224;A
2005;11;00;Divorcios;1642.999986;A
2005;11;NC;Divorcios;1642.999986;A
2005;14;00;Divorcios;939.000159;A
2005;14;NC;Divorcios;939.000159;A
2005;18;00;Divorcios;959.000189;A
2005;18;NC;Divorcios;959.000189;A
2005;21;00;Divorcios;726.999975;A
2005;21;NC;Divorcios;726.999975;A
2005;23;00;Divorcios;636.999935;A
2005;23;NC;Divorcios;636.999935;A
2005;29;00;Divorcios;2312.000002;A
2005;29;NC;Divorcios;2312.000002;A
2005;41;00;Divorcios;2697.999936;A
2005;41;NC;Divorcios;2697.999936;A
2004;C01;00;Divorcios;7744.999297;A
2004;C01;NC;Divorcios;7744.999297;A
2004;04;00;Divorcios;623.000146;A
2004;04;NC;Divorcios;623.000146;A
2004;11;00;Divorcios;1177.000044;A
2004;11;NC;Divorcios;1177.000044;A
2004;14;00;Divorcios;607.00024;A
2004;14;NC;Divorcios;607.00024;A
2004;18;00;Divorcios;873.000025;A
2004;18;NC;Divorcios;873.000025;A
2004;21;00;Divorcios;473.000077;A
2004;21;NC;Divorcios;473.000077;A
2004;23;00;Divorcios;411.9999;A
2004;23;NC;Divorcios;411.9999;A
2004;29;00;Divorcios;1704.999483;A
2004;29;NC;Divorcios;1704.999483;A
2004;41;00;Divorcios;1874.999382;A
2004;41;NC;Divorcios;1874.999382;A
2003;C01;00;Divorcios;6791.000174;A
2003;C01;NC;Divorcios;6791.000174;A
2003;04;00;Divorcios;513.000075;A
2003;04;NC;Divorcios;513.000075;A
2003;11;00;Divorcios;1006.00038;A
2003;11;NC;Divorcios;1006.00038;A
2003;14;00;Divorcios;567.99999;A
2003;14;NC;Divorcios;567.99999;A
2003;18;00;Divorcios;787.999854;A
2003;18;NC;Divorcios;787.999854;A
2003;21;00;Divorcios;439.999954;A
2003;21;NC;Divorcios;439.999954;A
2003;23;00;Divorcios;408.000085;A
2003;23;NC;Divorcios;408.000085;A
2003;29;00;Divorcios;1500.999744;A
2003;29;NC;Divorcios;1500.999744;A
2003;41;00;Divorcios;1567.000092;A
2003;41;NC;Divorcios;1567.000092;A
2002;C01;00;Divorcios;6363.999709;A
2002;C01;NC;Divorcios;6363.999709;A
2002;04;00;Divorcios;462.9999;A
2002;04;NC;Divorcios;462.9999;A
2002;11;00;Divorcios;957.999859;A
2002;11;NC;Divorcios;957.999859;A
2002;14;00;Divorcios;493.999804;A
2002;14;NC;Divorcios;493.999804;A
2002;18;00;Divorcios;746.999952;A
2002;18;NC;Divorcios;746.999952;A
2002;21;00;Divorcios;333.0;A
2002;21;NC;Divorcios;333.0;A
2002;23;00;Divorcios;356.999936;A
2002;23;NC;Divorcios;356.999936;A
2002;29;00;Divorcios;1505.000544;A
2002;29;NC;Divorcios;1505.000544;A
2002;41;00;Divorcios;1506.999714;A
2002;41;NC;Divorcios;1506.999714;A
2001;C01;00;Divorcios;5750.999337;A
2001;C01;NC;Divorcios;5750.999337;A
2001;04;00;Divorcios;423.999939;A
2001;04;NC;Divorcios;423.999939;A
2001;11;00;Divorcios;862.99983;A
2001;11;NC;Divorcios;862.99983;A
2001;14;00;Divorcios;500.000085;A
2001;14;NC;Divorcios;500.000085;A
2001;18;00;Divorcios;630.000204;A
2001;18;NC;Divorcios;630.000204;A
2001;21;00;Divorcios;327.999998;A
2001;21;NC;Divorcios;327.999998;A
2001;23;00;Divorcios;297.999919;A
2001;23;NC;Divorcios;297.999919;A
2001;29;00;Divorcios;1340.999712;A
2001;29;NC;Divorcios;1340.999712;A
2001;41;00;Divorcios;1366.99965;A
2001;41;NC;Divorcios;1366.99965;A
2000;C01;00;Divorcios;5740.00032;A
2000;C01;NC;Divorcios;5740.00032;A
2000;04;00;Divorcios;411.0;A
2000;04;NC;Divorcios;411.0;A
2000;11;00;Divorcios;936.000311;A
2000;11;NC;Divorcios;936.000311;A
2000;14;00;Divorcios;464.000102;A
2000;14;NC;Divorcios;464.000102;A
2000;18;00;Divorcios;665.999884;A
2000;18;NC;Divorcios;665.999884;A
2000;21;00;Divorcios;376.999989;A
2000;21;NC;Divorcios;376.999989;A
2000;23;00;Divorcios;255.999936;A
2000;23;NC;Divorcios;255.999936;A
2000;29;00;Divorcios;1409.0005;A
2000;29;NC;Divorcios;1409.0005;A
2000;41;00;Divorcios;1220.999598;A
2000;41;NC;Divorcios;1220.999598;A
1999;C01;00;Divorcios;5117.000106;A
1999;C01;NC;Divorcios;5117.000106;A
1999;04;00;Divorcios;386.000076;A
1999;04;NC;Divorcios;386.000076;A
1999;11;00;Divorcios;839.999809;A
1999;11;NC;Divorcios;839.999809;A
1999;14;00;Divorcios;382.999968;A
1999;14;NC;Divorcios;382.999968;A
1999;18;00;Divorcios;575.999946;A
1999;18;NC;Divorcios;575.999946;A
1999;21;00;Divorcios;300.00003;A
1999;21;NC;Divorcios;300.00003;A
1999;23;00;Divorcios;301.999996;A
1999;23;NC;Divorcios;301.999996;A
1999;29;00;Divorcios;1150.000369;A
1999;29;NC;Divorcios;1150.000369;A
1999;41;00;Divorcios;1179.999912;A
1999;41;NC;Divorcios;1179.999912;A
1998;C01;00;Divorcios;5076.99993;A
1998;C01;NC;Divorcios;5076.99993;A
1998;04;00;Divorcios;367.000102;A
1998;04;NC;Divorcios;367.000102;A
1998;11;00;Divorcios;769.999972;A
1998;11;NC;Divorcios;769.999972;A
1998;14;00;Divorcios;430.999854;A
1998;14;NC;Divorcios;430.999854;A
1998;18;00;Divorcios;552.0;A
1998;18;NC;Divorcios;552.0;A
1998;21;00;Divorcios;309.0;A
1998;21;NC;Divorcios;309.0;A
1998;23;00;Divorcios;301.999984;A
1998;23;NC;Divorcios;301.999984;A
1998;29;00;Divorcios;1159.999858;A
1998;29;NC;Divorcios;1159.999858;A
1998;41;00;Divorcios;1186.00016;A
1998;41;NC;Divorcios;1186.00016;A
2020;C01;00;Separaciones;569.10667;A
2020;C01;1;Separaciones;10.18419;A
2020;C01;2;Separaciones;159.67559;A
2020;C01;3;Separaciones;68.8663;A
2020;C01;4;Separaciones;;A
2020;C01;NP;Separaciones;330.38059;A
2020;04;00;Separaciones;32.35418;A
2020;04;1;Separaciones;;A
2020;04;2;Separaciones;14.94402;A
2020;04;3;Separaciones;;A
2020;04;NP;Separaciones;17.41016;A
2020;11;00;Separaciones;91.37225;A
2020;11;1;Separaciones;2.10544;A
2020;11;2;Separaciones;31.5816;A
2020;11;3;Separaciones;23.15984;A
2020;11;4;Separaciones;;A
2020;11;NP;Separaciones;34.52537;A
2020;14;00;Separaciones;55.28281;A
2020;14;1;Separaciones;2.04874;A
2020;14;2;Separaciones;12.29244;A
2020;14;3;Separaciones;;A
2020;14;4;Separaciones;;A
2020;14;NP;Separaciones;40.94163;A
2020;18;00;Separaciones;68.52691;A
2020;18;1;Separaciones;2.59639;A
2020;18;2;Separaciones;33.75307;A
2020;18;3;Separaciones;2.59639;A
2020;18;4;Separaciones;;A
2020;18;NP;Separaciones;29.58106;A
2020;21;00;Separaciones;18.33693;A
2020;21;1;Separaciones;;A
2020;21;2;Separaciones;2.32917;A
2020;21;3;Separaciones;4.65834;A
2020;21;NP;Separaciones;11.34942;A
2020;23;00;Separaciones;35.30201;A
2020;23;1;Separaciones;;A
2020;23;2;Separaciones;5.84512;A
2020;23;3;Separaciones;2.92256;A
2020;23;NP;Separaciones;26.53433;A
2020;29;00;Separaciones;142.65563;A
2020;29;1;Separaciones;;A
2020;29;2;Separaciones;21.16035;A
2020;29;3;Separaciones;23.5115;A
2020;29;NP;Separaciones;97.98378;A
2020;41;00;Separaciones;125.27595;A
2020;41;1;Separaciones;3.43362;A
2020;41;2;Separaciones;37.76982;A
2020;41;3;Separaciones;12.01767;A
2020;41;4;Separaciones;;A
2020;41;NP;Separaciones;72.05484;A
2019;C01;00;Separaciones;731.04555;A
2019;C01;1;Separaciones;23.54964;A
2019;C01;2;Separaciones;219.35368;A
2019;C01;3;Separaciones;83.22248;A
2019;C01;4;Separaciones;;A
2019;C01;NP;Separaciones;404.91975;A
2019;04;00;Separaciones;36.5805;A
2019;04;1;Separaciones;2.03037;A
2019;04;2;Separaciones;6.09111;A
2019;04;3;Separaciones;4.06074;A
2019;04;NP;Separaciones;24.39828;A
2019;11;00;Separaciones;117.39034;A
2019;11;1;Separaciones;6.54042;A
2019;11;2;Separaciones;45.78294;A
2019;11;3;Separaciones;13.08084;A
2019;11;4;Separaciones;;A
2019;11;NP;Separaciones;51.98614;A
2019;14;00;Separaciones;71.72973;A
2019;14;1;Separaciones;4.38699;A
2019;14;2;Separaciones;24.85961;A
2019;14;3;Separaciones;7.31165;A
2019;14;4;Separaciones;;A
2019;14;NP;Separaciones;35.17148;A
2019;18;00;Separaciones;60.09424;A
2019;18;1;Separaciones;4.79456;A
2019;18;2;Separaciones;14.38368;A
2019;18;3;Separaciones;7.19184;A
2019;18;4;Separaciones;;A
2019;18;NP;Separaciones;33.72416;A
2019;21;00;Separaciones;28.45104;A
2019;21;1;Separaciones;;A
2019;21;2;Separaciones;12.22756;A
2019;21;3;Separaciones;3.05689;A
2019;21;4;Separaciones;;A
2019;21;NP;Separaciones;13.16659;A
2019;23;00;Separaciones;53.24972;A
2019;23;1;Separaciones;;A
2019;23;2;Separaciones;6.08044;A
2019;23;3;Separaciones;6.08044;A
2019;23;4;Separaciones;;A
2019;23;NP;Separaciones;41.08884;A
2019;29;00;Separaciones;201.02437;A
2019;29;1;Separaciones;2.34554;A
2019;29;2;Separaciones;63.32958;A
2019;29;3;Separaciones;23.4554;A
2019;29;4;Separaciones;;A
2019;29;NP;Separaciones;111.89385;A
2019;41;00;Separaciones;162.52561;A
2019;41;1;Separaciones;3.45176;A
2019;41;2;Separaciones;46.59876;A
2019;41;3;Separaciones;18.98468;A
2019;41;4;Separaciones;;A
2019;41;NP;Separaciones;93.49041;A
2018;C01;00;Separaciones;820.8281;A
2018;C01;1;Separaciones;6.5878;A
2018;C01;2;Separaciones;255.287;A
2018;C01;3;Separaciones;85.3689;A
2018;C01;4;Separaciones;1.4691;A
2018;C01;NP;Separaciones;472.1153;A
2018;04;00;Separaciones;26.8855;A
2018;04;1;Separaciones;;A
2018;04;2;Separaciones;8.1385;A
2018;04;3;Separaciones;4.8831;A
2018;04;4;Separaciones;;A
2018;04;NP;Separaciones;13.8639;A
2018;11;00;Separaciones;131.8558;A
2018;11;1;Separaciones;;A
2018;11;2;Separaciones;45.7401;A
2018;11;3;Separaciones;10.8905;A
2018;11;NP;Separaciones;75.2252;A
2018;14;00;Separaciones;94.772;A
2018;14;1;Separaciones;1.312;A
2018;14;2;Separaciones;36.736;A
2018;14;3;Separaciones;9.184;A
2018;14;4;Separaciones;;A
2018;14;NP;Separaciones;47.54;A
2018;18;00;Separaciones;120.6111;A
2018;18;1;Separaciones;2.3376;A
2018;18;2;Separaciones;30.3888;A
2018;18;3;Separaciones;11.688;A
2018;18;4;Separaciones;;A
2018;18;NP;Separaciones;76.1967;A
2018;21;00;Separaciones;27.635;A
2018;21;1;Separaciones;;A
2018;21;2;Separaciones;6.116;A
2018;21;3;Separaciones;3.058;A
2018;21;4;Separaciones;;A
2018;21;NP;Separaciones;18.461;A
2018;23;00;Separaciones;86.754;A
2018;23;1;Separaciones;;A
2018;23;2;Separaciones;13.8558;A
2018;23;3;Separaciones;6.9279;A
2018;23;4;Separaciones;;A
2018;23;NP;Separaciones;65.9703;A
2018;29;00;Separaciones;134.7646;A
2018;29;1;Separaciones;;A
2018;29;2;Separaciones;57.0169;A
2018;29;3;Separaciones;13.7627;A
2018;29;4;Separaciones;;A
2018;29;NP;Separaciones;63.985;A
2018;41;00;Separaciones;197.5501;A
2018;41;1;Separaciones;2.9382;A
2018;41;2;Separaciones;57.2949;A
2018;41;3;Separaciones;24.9747;A
2018;41;4;Separaciones;1.4691;A
2018;41;NP;Separaciones;110.8732;A
2017;C01;00;Separaciones;839.597;A
2017;C01;1;Separaciones;12.2413;A
2017;C01;2;Separaciones;301.7235;A
2017;C01;3;Separaciones;81.7962;A
2017;C01;4;Separaciones;;A
2017;C01;NP;Separaciones;443.836;A
2017;04;00;Separaciones;35.0423;A
2017;04;1;Separaciones;3.0424;A
2017;04;2;Separaciones;15.212;A
2017;04;3;Separaciones;1.5212;A
2017;04;4;Separaciones;;A
2017;04;NP;Separaciones;15.2667;A
2017;11;00;Separaciones;163.034;A
2017;11;1;Separaciones;5.0754;A
2017;11;2;Separaciones;52.4458;A
2017;11;3;Separaciones;10.1508;A
2017;11;4;Separaciones;;A
2017;11;NP;Separaciones;95.362;A
2017;14;00;Separaciones;92.572;A
2017;14;1;Separaciones;;A
2017;14;2;Separaciones;28.937;A
2017;14;3;Separaciones;7.615;A
2017;14;4;Separaciones;;A
2017;14;NP;Separaciones;56.02;A
2017;18;00;Separaciones;91.1584;A
2017;18;1;Separaciones;;A
2017;18;2;Separaciones;36.2736;A
2017;18;3;Separaciones;12.0912;A
2017;18;4;Separaciones;;A
2017;18;NP;Separaciones;42.7936;A
2017;21;00;Separaciones;32.839;A
2017;21;1;Separaciones;;A
2017;21;2;Separaciones;21.7888;A
2017;21;3;Separaciones;1.9808;A
2017;21;4;Separaciones;;A
2017;21;NP;Separaciones;9.0694;A
2017;23;00;Separaciones;76.0582;A
2017;23;1;Separaciones;;A
2017;23;2;Separaciones;28.6608;A
2017;23;3;Separaciones;8.1888;A
2017;23;NP;Separaciones;39.2086;A
2017;29;00;Separaciones;159.5805;A
2017;29;1;Separaciones;;A
2017;29;2;Separaciones;56.553;A
2017;29;3;Separaciones;21.0054;A
2017;29;4;Separaciones;;A
2017;29;NP;Separaciones;82.0221;A
2017;41;00;Separaciones;189.3126;A
2017;41;1;Separaciones;4.1235;A
2017;41;2;Separaciones;61.8525;A
2017;41;3;Separaciones;19.243;A
2017;41;4;Separaciones;;A
2017;41;NP;Separaciones;104.0936;A
2016;C01;00;Separaciones;902.9587;A
2016;C01;1;Separaciones;14.7938;A
2016;C01;2;Separaciones;335.6124;A
2016;C01;3;Separaciones;73.7793;A
2016;C01;4;Separaciones;1.2923;A
2016;C01;NP;Separaciones;477.4809;A
2016;04;00;Separaciones;42.5671;A
2016;04;1;Separaciones;;A
2016;04;2;Separaciones;19.9485;A
2016;04;3;Separaciones;2.6598;A
2016;04;4;Separaciones;;A
2016;04;NP;Separaciones;19.9588;A
2016;11;00;Separaciones;139.4344;A
2016;11;1;Separaciones;3.1532;A
2016;11;2;Separaciones;59.9108;A
2016;11;3;Separaciones;7.883;A
2016;11;4;Separaciones;;A
2016;11;NP;Separaciones;68.4874;A
2016;14;00;Separaciones;115.2214;A
2016;14;1;Separaciones;1.3049;A
2016;14;2;Separaciones;37.8421;A
2016;14;3;Separaciones;23.4882;A
2016;14;4;Separaciones;;A
2016;14;NP;Separaciones;52.5862;A
2016;18;00;Separaciones;106.728;A
2016;18;1;Separaciones;3.4576;A
2016;18;2;Separaciones;44.9488;A
2016;18;3;Separaciones;1.7288;A
2016;18;4;Separaciones;;A
2016;18;NP;Separaciones;56.5928;A
2016;21;00;Separaciones;50.6884;A
2016;21;1;Separaciones;;A
2016;21;2;Separaciones;15.5628;A
2016;21;3;Separaciones;1.7292;A
2016;21;4;Separaciones;;A
2016;21;NP;Separaciones;33.3964;A
2016;23;00;Separaciones;72.7504;A
2016;23;1;Separaciones;;A
2016;23;2;Separaciones;22.422;A
2016;23;3;Separaciones;4.4844;A
2016;23;4;Separaciones;;A
2016;23;NP;Separaciones;45.844;A
2016;29;00;Separaciones;172.0624;A
2016;29;1;Separaciones;3.0012;A
2016;29;2;Separaciones;60.024;A
2016;29;3;Separaciones;15.006;A
2016;29;4;Separaciones;;A
2016;29;NP;Separaciones;94.0312;A
2016;41;00;Separaciones;203.5066;A
2016;41;1;Separaciones;3.8769;A
2016;41;2;Separaciones;74.9534;A
2016;41;3;Separaciones;16.7999;A
2016;41;4;Separaciones;1.2923;A
2016;41;NP;Separaciones;106.5841;A
2015;C01;00;Separaciones;899.1127;A
2015;C01;1;Separaciones;19.465;A
2015;C01;2;Separaciones;333.6919;A
2015;C01;3;Separaciones;89.5939;A
2015;C01;4;Separaciones;1.5191;A
2015;C01;NP;Separaciones;454.8428;A
2015;04;00;Separaciones;56.0604;A
2015;04;1;Separaciones;;A
2015;04;2;Separaciones;23.679;A
2015;04;3;Separaciones;1.5786;A
2015;04;4;Separaciones;;A
2015;04;NP;Separaciones;30.8028;A
2015;11;00;Separaciones;133.4995;A
2015;11;1;Separaciones;1.5938;A
2015;11;2;Separaciones;55.783;A
2015;11;3;Separaciones;14.3442;A
2015;11;4;Separaciones;;A
2015;11;NP;Separaciones;61.7785;A
2015;14;00;Separaciones;117.3954;A
2015;14;1;Separaciones;4.4685;A
2015;14;2;Separaciones;34.2585;A
2015;14;3;Separaciones;34.2585;A
2015;14;4;Separaciones;;A
2015;14;NP;Separaciones;44.4099;A
2015;18;00;Separaciones;108.1972;A
2015;18;1;Separaciones;3.438;A
2015;18;2;Separaciones;37.818;A
2015;18;3;Separaciones;6.876;A
2015;18;4;Separaciones;;A
2015;18;NP;Separaciones;60.0652;A
2015;21;00;Separaciones;40.5241;A
2015;21;1;Separaciones;;A
2015;21;2;Separaciones;17.8308;A
2015;21;3;Separaciones;2.9718;A
2015;21;4;Separaciones;;A
2015;21;NP;Separaciones;19.7215;A
2015;23;00;Separaciones;81.3217;A
2015;23;1;Separaciones;3.0382;A
2015;23;2;Separaciones;30.382;A
2015;23;3;Separaciones;7.5955;A
2015;23;4;Separaciones;1.5191;A
2015;23;NP;Separaciones;38.7869;A
2015;29;00;Separaciones;173.1336;A
2015;29;1;Separaciones;4.2069;A
2015;29;2;Separaciones;67.3104;A
2015;29;3;Separaciones;7.0115;A
2015;29;4;Separaciones;;A
2015;29;NP;Separaciones;94.6048;A
2015;41;00;Separaciones;188.9808;A
2015;41;1;Separaciones;2.7196;A
2015;41;2;Separaciones;66.6302;A
2015;41;3;Separaciones;14.9578;A
2015;41;4;Separaciones;;A
2015;41;NP;Separaciones;104.6732;A
2014;C01;00;Separaciones;1033.68097;A
2014;C01;1;Separaciones;22.43278;A
2014;C01;2;Separaciones;449.51139;A
2014;C01;3;Separaciones;57.453;A
2014;C01;4;Separaciones;3.1683;A
2014;C01;NP;Separaciones;501.1155;A
2014;04;00;Separaciones;57.933;A
2014;04;1;Separaciones;;A
2014;04;2;Separaciones;35.325;A
2014;04;3;Separaciones;1.413;A
2014;04;4;Separaciones;;A
2014;04;NP;Separaciones;21.195;A
2014;11;00;Separaciones;162.30564;A
2014;11;1;Separaciones;7.51415;A
2014;11;2;Separaciones;57.10754;A
2014;11;3;Separaciones;9.01698;A
2014;11;4;Separaciones;1.50283;A
2014;11;NP;Separaciones;87.16414;A
2014;14;00;Separaciones;113.25196;A
2014;14;1;Separaciones;3.33094;A
2014;14;2;Separaciones;46.63316;A
2014;14;3;Separaciones;9.99282;A
2014;14;4;Separaciones;1.66547;A
2014;14;NP;Separaciones;51.62957;A
2014;18;00;Separaciones;138.23355;A
2014;18;1;Separaciones;3.0381;A
2014;18;2;Separaciones;57.7239;A
2014;18;3;Separaciones;3.0381;A
2014;18;4;Separaciones;;A
2014;18;NP;Separaciones;74.43345;A
2014;21;00;Separaciones;57.99901;A
2014;21;1;Separaciones;;A
2014;21;2;Separaciones;25.46298;A
2014;21;3;Separaciones;2.82922;A
2014;21;4;Separaciones;;A
2014;21;NP;Separaciones;29.70681;A
2014;23;00;Separaciones;74.8578;A
2014;23;1;Separaciones;1.4678;A
2014;23;2;Separaciones;23.4848;A
2014;23;3;Separaciones;7.339;A
2014;23;4;Separaciones;;A
2014;23;NP;Separaciones;42.5662;A
2014;29;00;Separaciones;207.69645;A
2014;29;1;Separaciones;3.2201;A
2014;29;2;Separaciones;111.09345;A
2014;29;3;Separaciones;16.1005;A
2014;29;4;Separaciones;;A
2014;29;NP;Separaciones;77.2824;A
2014;41;00;Separaciones;221.40356;A
2014;41;1;Separaciones;3.86169;A
2014;41;2;Separaciones;92.68056;A
2014;41;3;Separaciones;7.72338;A
2014;41;4;Separaciones;;A
2014;41;NP;Separaciones;117.13793;A
2013;C01;00;Separaciones;974.08657;A
2013;C01;1;Separaciones;11.59809;A
2013;C01;2;Separaciones;453.31149;A
2013;C01;3;Separaciones;69.48535;A
2013;C01;4;Separaciones;;A
2013;C01;NP;Separaciones;439.69164;A
2013;04;00;Separaciones;64.0302;A
2013;04;1;Separaciones;1.6418;A
2013;04;2;Separaciones;32.836;A
2013;04;3;Separaciones;6.5672;A
2013;04;4;Separaciones;;A
2013;04;NP;Separaciones;22.9852;A
2013;11;00;Separaciones;161.1555;A
2013;11;1;Separaciones;5.8602;A
2013;11;2;Separaciones;74.71755;A
2013;11;3;Separaciones;11.7204;A
2013;11;4;Separaciones;;A
2013;11;NP;Separaciones;68.85735;A
2013;14;00;Separaciones;97.66512;A
2013;14;1;Separaciones;1.35646;A
2013;14;2;Separaciones;55.61486;A
2013;14;3;Separaciones;5.42584;A
2013;14;4;Separaciones;;A
2013;14;NP;Separaciones;35.26796;A
2013;18;00;Separaciones;103.65564;A
2013;18;1;Separaciones;;A
2013;18;2;Separaciones;42.28059;A
2013;18;3;Separaciones;6.81945;A
2013;18;4;Separaciones;;A
2013;18;NP;Separaciones;54.5556;A
2013;21;00;Separaciones;66.06842;A
2013;21;1;Separaciones;;A
2013;21;2;Separaciones;40.21556;A
2013;21;3;Separaciones;1.43627;A
2013;21;4;Separaciones;;A
2013;21;NP;Separaciones;24.41659;A
2013;23;00;Separaciones;88.90119;A
2013;23;1;Separaciones;1.41113;A
2013;23;2;Separaciones;43.74503;A
2013;23;3;Separaciones;4.23339;A
2013;23;4;Separaciones;;A
2013;23;NP;Separaciones;39.51164;A
2013;29;00;Separaciones;186.693;A
2013;29;1;Separaciones;;A
2013;29;2;Separaciones;77.5494;A
2013;29;3;Separaciones;18.6693;A
2013;29;4;Separaciones;;A
2013;29;NP;Separaciones;90.4743;A
2013;41;00;Separaciones;205.9175;A
2013;41;1;Separaciones;1.3285;A
2013;41;2;Separaciones;86.3525;A
2013;41;3;Separaciones;14.6135;A
2013;41;4;Separaciones;;A
2013;41;NP;Separaciones;103.623;A
2012;C01;00;Separaciones;1325.99833;A
2012;C01;1;Separaciones;46.42835;A
2012;C01;2;Separaciones;623.89905;A
2012;C01;3;Separaciones;37.59087;A
2012;C01;4;Separaciones;2.59863;A
2012;C01;NP;Separaciones;615.48143;A
2012;04;00;Separaciones;81.0995;A
2012;04;1;Separaciones;;A
2012;04;2;Separaciones;49.26599;A
2012;04;3;Separaciones;2.10157;A
2012;04;4;Separaciones;;A
2012;04;NP;Separaciones;29.73194;A
2012;11;00;Separaciones;217.75166;A
2012;11;1;Separaciones;5.63976;A
2012;11;2;Separaciones;117.5635;A
2012;11;3;Separaciones;9.70364;A
2012;11;NP;Separaciones;84.84476;A
2012;14;00;Separaciones;108.2448;A
2012;14;1;Separaciones;;A
2012;14;2;Separaciones;55.305;A
2012;14;3;Separaciones;5.05944;A
2012;14;4;Separaciones;;A
2012;14;NP;Separaciones;47.88036;A
2012;18;00;Separaciones;139.01817;A
2012;18;1;Separaciones;;A
2012;18;2;Separaciones;75.12131;A
